,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
531,531,531,114592,FC,20200831,89.2,-1.28,5.58,115.0,593160,669456,,foul,5.0,R,R,KC,CLE,S,,,0.16,2.3,Paul Clemons,-0.041,0.84,0.7999999999999998,in,in,r
532,532,532,114593,FF,20200831,94.1,-1.13,5.59,213.0,595956,669456,strikeout,called_strike,9.0,R,R,KC,CLE,S,2.0,,0.73,2.08,Paul Clemons,-0.19,0.27,0.5800000000000001,in,in,r
533,533,533,114594,FC,20200831,89.9,-1.23,5.55,119.0,595956,669456,,foul,14.0,R,R,KC,CLE,S,,,1.04,1.94,Paul Clemons,-0.059,0.04,0.4399999999999999,out,in,w
534,534,534,114595,FF,20200831,93.9,-1.18,5.6,216.0,595956,669456,,called_strike,5.0,R,R,KC,CLE,S,,,0.25,2.35,Paul Clemons,-0.044,0.75,0.8500000000000001,in,in,r
535,535,535,114596,FF,20200831,94.2,-1.07,5.56,213.0,670032,669456,strikeout,swinging_strike,12.0,L,R,KC,CLE,S,2.0,,1.13,2.76,Paul Clemons,-0.267,0.1299999999999999,0.7400000000000002,out,in,w
536,536,536,114597,FC,20200831,89.0,-1.3,5.51,179.0,670032,669456,,foul,9.0,L,R,KC,CLE,S,,,0.72,1.88,Paul Clemons,-0.08,0.28,0.3799999999999999,in,in,r
537,537,537,114598,FF,20200831,93.6,-1.27,5.53,216.0,670032,669456,,called_strike,5.0,L,R,KC,CLE,S,,,0.05,2.14,Paul Clemons,-0.071,0.95,0.6400000000000001,in,in,r
538,538,538,114599,FF,20200831,93.2,-1.26,5.57,210.0,670032,669456,,ball,11.0,L,R,KC,CLE,B,,,-0.86,3.57,Paul Clemons,0.039,0.14,0.0699999999999998,in,out,w
539,539,539,114600,FF,20200831,94.9,-1.13,5.53,214.0,609275,669456,walk,ball,14.0,L,R,KC,CLE,B,,,0.78,0.73,Paul Clemons,0.332,0.2199999999999999,0.77,in,out,w
540,540,540,114601,FF,20200831,94.2,-1.16,5.58,210.0,609275,669456,,ball,11.0,L,R,KC,CLE,B,,,-0.99,3.03,Paul Clemons,0.103,0.01,0.4700000000000002,in,in,r
541,541,541,114602,KC,20200831,83.7,-1.16,5.6,26.0,609275,669456,,swinging_strike,14.0,L,R,KC,CLE,S,,,0.83,1.5,Paul Clemons,-0.076,0.17,0.0,in,in,r
542,542,542,114603,FF,20200831,93.9,-1.12,5.58,215.0,609275,669456,,ball,12.0,L,R,KC,CLE,B,,,1.01,2.71,Paul Clemons,0.051,0.01,0.79,out,in,w
543,543,543,114604,CH,20200831,87.4,-1.23,5.55,239.0,609275,669456,,swinging_strike,8.0,L,R,KC,CLE,S,,,-0.2,2.12,Paul Clemons,-0.05,0.8,0.6200000000000001,in,in,r
544,544,544,114605,KC,20200831,83.4,-1.2,5.58,22.0,609275,669456,,ball,14.0,L,R,KC,CLE,B,,,0.47,0.94,Paul Clemons,0.041,0.53,0.56,in,out,w
545,545,545,114606,SL,20200831,81.5,-1.4,6.44,54.0,547379,641745,field_out,hit_into_play,8.0,R,R,KC,CLE,X,5.0,ground_ball,-0.01,1.89,Paul Clemons,-0.112,0.99,0.3899999999999999,in,in,r
546,546,546,114607,SI,20200831,90.9,-1.54,6.28,191.0,656669,641745,field_out,hit_into_play,4.0,R,R,KC,CLE,X,5.0,ground_ball,-0.42,2.39,Paul Clemons,-0.195,0.5800000000000001,0.8900000000000001,in,in,r
547,547,547,114608,SI,20200831,90.4,-1.76,6.28,200.0,656669,641745,,foul,11.0,R,R,KC,CLE,S,,,-0.96,3.29,Paul Clemons,-0.039,0.04,0.2099999999999999,in,in,r
548,548,548,114609,FF,20200831,90.1,-1.39,6.33,189.0,656669,641745,,ball,14.0,R,R,KC,CLE,B,,,1.06,1.35,Paul Clemons,0.04,0.06,0.1499999999999999,out,out,w
549,549,549,114610,SL,20200831,81.3,-1.43,6.44,63.0,656669,641745,,ball,11.0,R,R,KC,CLE,B,,,-0.27,3.7,Paul Clemons,0.027,0.73,0.2000000000000001,in,out,w
550,550,550,114611,FF,20200831,90.6,-1.59,6.27,180.0,571980,641745,field_out,hit_into_play,6.0,L,R,KC,CLE,X,4.0,ground_ball,0.77,2.54,Paul Clemons,-0.291,0.2299999999999999,0.96,in,in,r
551,551,551,114612,SI,20200831,90.9,-1.59,6.31,203.0,571980,641745,,ball,1.0,L,R,KC,CLE,B,,,-0.67,3.56,Paul Clemons,0.041,0.3299999999999999,0.06,in,out,w
552,552,552,114613,CH,20200831,89.3,-1.31,5.49,235.0,460086,669456,field_out,hit_into_play,4.0,L,R,KC,CLE,X,9.0,line_drive,-0.31,2.74,Paul Clemons,-0.112,0.69,0.7599999999999998,in,in,r
553,553,553,114614,SL,20200831,83.8,-1.3,5.58,263.0,596748,669456,field_out,hit_into_play,2.0,R,R,KC,CLE,X,5.0,popup,-0.02,3.42,Paul Clemons,-0.195,0.98,0.08,in,in,r
554,554,554,114615,FC,20200831,89.2,-1.33,5.57,219.0,596748,669456,,called_strike,1.0,R,R,KC,CLE,S,,,-0.45,2.74,Paul Clemons,-0.039,0.55,0.7599999999999998,in,in,r
555,555,555,114616,FF,20200831,94.3,-1.14,5.62,209.0,596748,669456,,ball,12.0,R,R,KC,CLE,B,,,0.93,3.18,Paul Clemons,0.04,0.0699999999999999,0.3199999999999998,in,in,r
556,556,556,114617,FF,20200831,93.0,-1.15,5.58,206.0,596748,669456,,ball,11.0,R,R,KC,CLE,B,,,-0.61,4.17,Paul Clemons,0.027,0.39,0.6699999999999999,in,out,w
557,557,557,114618,FF,20200831,94.5,-1.27,5.58,213.0,656811,669456,strikeout,called_strike,2.0,L,R,KC,CLE,S,2.0,,-0.17,3.25,Paul Clemons,-0.215,0.83,0.25,in,in,r
558,558,558,114619,KC,20200831,83.5,-1.18,5.64,43.0,656811,669456,,called_strike,2.0,L,R,KC,CLE,S,,,-0.14,3.43,Paul Clemons,-0.076,0.86,0.0699999999999998,in,in,r
559,559,559,114620,KC,20200831,83.3,-1.24,5.67,38.0,656811,669456,,ball,11.0,L,R,KC,CLE,B,,,-0.81,4.4,Paul Clemons,0.051,0.1899999999999999,0.9000000000000004,in,out,w
560,560,560,114621,KC,20200831,85.0,-1.16,5.61,31.0,656811,669456,,ball,14.0,L,R,KC,CLE,B,,,1.08,0.61,Paul Clemons,0.032,0.08,0.89,out,out,w
561,561,561,114622,KC,20200831,84.3,-1.25,5.61,72.0,656811,669456,,swinging_strike,14.0,L,R,KC,CLE,S,,,0.78,1.21,Paul Clemons,-0.042,0.2199999999999999,0.29,in,out,w
562,562,562,114623,FF,20200831,91.9,-1.33,6.38,,614177,641745,strikeout,swinging_strike,11.0,R,R,KC,CLE,S,2.0,,-0.5,4.37,Paul Clemons,-0.067,0.5,0.8700000000000001,in,out,w
563,563,563,114624,SI,20200831,91.4,-1.46,6.23,196.0,614177,641745,,foul,5.0,R,R,KC,CLE,S,,,-0.21,2.44,Paul Clemons,-0.027,0.79,0.94,in,in,r
564,564,564,114625,SI,20200831,89.9,-1.56,6.35,186.0,614177,641745,,foul_tip,1.0,R,R,KC,CLE,S,,,-0.5,3.08,Paul Clemons,-0.017,0.5,0.4199999999999999,in,in,r
565,565,565,114626,FF,20200831,91.5,-1.56,6.34,95.0,467793,641745,field_out,hit_into_play,2.0,L,R,KC,CLE,X,5.0,popup,0.07,3.31,Paul Clemons,-0.194,0.93,0.1899999999999999,in,in,r
566,566,566,114627,FF,20200831,90.7,-1.64,6.36,,467793,641745,,ball,3.0,L,R,KC,CLE,B,,,0.59,3.33,Paul Clemons,0.027,0.41,0.1699999999999999,in,in,r
567,567,567,114628,SL,20200831,82.5,-1.49,6.41,63.0,596019,641745,field_out,hit_into_play,1.0,L,R,KC,CLE,X,7.0,line_drive,-0.42,3.03,Paul Clemons,-0.319,0.5800000000000001,0.4700000000000002,in,in,r
568,568,568,114629,SL,20200831,82.8,-1.5,6.34,87.0,596019,641745,,ball,13.0,L,R,KC,CLE,B,,,-0.36,0.26,Paul Clemons,0.103,0.64,1.24,in,out,w
569,569,569,114630,SL,20200831,84.6,-1.58,6.4,74.0,596019,641745,,swinging_strike,8.0,L,R,KC,CLE,S,,,0.1,1.61,Paul Clemons,-0.076,0.9,0.1100000000000001,in,in,r
570,570,570,114631,SI,20200831,91.6,-1.75,6.29,196.0,596019,641745,,ball,11.0,L,R,KC,CLE,B,,,-1.06,3.52,Paul Clemons,0.051,0.06,0.02,out,out,w
571,571,571,114632,FF,20200831,90.0,-1.62,6.37,198.0,596019,641745,,called_strike,1.0,L,R,KC,CLE,S,,,-0.39,2.83,Paul Clemons,-0.05,0.61,0.6699999999999999,in,in,r
572,572,572,114633,FF,20200831,89.6,-1.59,6.38,195.0,596019,641745,,ball,11.0,L,R,KC,CLE,B,,,-0.23,4.5,Paul Clemons,0.041,0.77,1.0,in,out,w
573,573,573,114634,FF,20200831,94.6,-1.24,5.57,210.0,624585,669456,strikeout,swinging_strike,2.0,R,R,KC,CLE,S,2.0,,0.19,3.45,Paul Clemons,-0.278,0.81,0.0499999999999998,in,in,r
574,574,574,114635,FF,20200831,94.7,-1.28,5.5,215.0,624585,669456,,called_strike,14.0,R,R,KC,CLE,S,,,0.96,2.42,Paul Clemons,-0.084,0.04,0.92,in,in,r
575,575,575,114636,FC,20200831,90.5,-1.36,5.49,210.0,624585,669456,,swinging_strike,8.0,R,R,KC,CLE,S,,,-0.05,2.0,Paul Clemons,-0.033,0.95,0.5,in,in,r
576,576,576,114637,FC,20200831,90.5,-1.27,5.47,244.0,624585,669456,,ball,14.0,R,R,KC,CLE,B,,,1.81,1.07,Paul Clemons,0.064,0.81,0.4299999999999999,out,out,w
577,577,577,114638,FC,20200831,90.2,-1.44,5.53,204.0,624585,669456,,ball,14.0,R,R,KC,CLE,B,,,0.77,1.09,Paul Clemons,0.044,0.2299999999999999,0.4099999999999999,in,out,w
578,578,578,114639,FC,20200831,90.6,-1.4,5.5,200.0,624585,669456,,ball,14.0,R,R,KC,CLE,B,,,0.08,1.16,Paul Clemons,0.033,0.92,0.3400000000000001,in,out,w
579,579,579,114640,FF,20200831,95.7,-1.2,5.62,210.0,641531,669456,walk,ball,14.0,R,R,KC,CLE,B,,,1.32,1.31,Paul Clemons,0.116,0.32,0.1899999999999999,out,out,w
580,580,580,114641,FF,20200831,94.5,-1.21,5.55,211.0,641531,669456,,called_strike,9.0,R,R,KC,CLE,S,,,0.6,1.66,Paul Clemons,-0.041,0.4,0.1599999999999999,in,in,r
581,581,581,114642,FF,20200831,93.9,-1.22,5.55,210.0,641531,669456,,called_strike,8.0,R,R,KC,CLE,S,,,0.18,1.81,Paul Clemons,-0.023,0.8200000000000001,0.31,in,in,r
582,582,582,114643,FC,20200831,90.8,-1.28,5.55,222.0,641531,669456,,ball,14.0,R,R,KC,CLE,B,,,1.11,0.83,Paul Clemons,0.042,0.1100000000000001,0.67,out,out,w
583,583,583,114644,KC,20200831,84.6,-1.18,5.63,31.0,641531,669456,,ball,14.0,R,R,KC,CLE,B,,,0.91,1.31,Paul Clemons,0.027,0.0899999999999999,0.1899999999999999,in,out,w
584,584,584,114645,FC,20200831,90.8,-1.32,5.58,218.0,641531,669456,,ball,14.0,R,R,KC,CLE,B,,,1.39,0.96,Paul Clemons,0.018,0.3899999999999999,0.54,out,out,w
585,585,585,114646,FF,20200831,94.0,-1.17,5.6,206.0,593160,669456,strikeout,called_strike,12.0,R,R,KC,CLE,S,2.0,,0.9,2.77,Paul Clemons,-0.103,0.0999999999999999,0.73,in,in,r
586,586,586,114647,KC,20200831,83.3,-1.17,5.67,29.0,593160,669456,,foul,2.0,R,R,KC,CLE,S,,,0.16,2.96,Paul Clemons,-0.039,0.84,0.54,in,in,r
587,587,587,114648,FF,20200831,92.6,-1.32,5.67,207.0,593160,669456,,called_strike,2.0,R,R,KC,CLE,S,,,-0.06,3.4,Paul Clemons,-0.026,0.94,0.1,in,in,r
588,588,588,114649,FF,20200831,92.9,-1.26,5.62,214.0,595956,669456,field_out,hit_into_play,9.0,R,R,KC,CLE,X,6.0,ground_ball,0.66,1.7,Paul Clemons,-0.25,0.3399999999999999,0.1999999999999999,in,in,r
589,589,589,114650,SL,20200831,82.6,-1.69,6.41,66.0,608070,641745,field_out,hit_into_play,8.0,L,R,KC,CLE,X,3.0,ground_ball,-0.21,1.62,Paul Clemons,-0.355,0.79,0.1200000000000001,in,in,r
590,590,590,114651,SL,20200831,83.8,-1.6,6.36,69.0,608070,641745,,ball,14.0,L,R,KC,CLE,B,,,0.72,0.13,Paul Clemons,0.046,0.28,1.37,in,out,w
591,591,591,114652,FF,20200831,91.1,-1.67,6.28,188.0,608070,641745,,ball,3.0,L,R,KC,CLE,B,,,0.45,3.27,Paul Clemons,0.023,0.55,0.2299999999999999,in,in,r
592,592,592,114653,SI,20200831,90.3,-1.71,6.29,199.0,608070,641745,,called_strike,1.0,L,R,KC,CLE,S,,,-0.77,2.76,Paul Clemons,-0.041,0.2299999999999999,0.7400000000000002,in,in,r
593,593,593,114654,FF,20200831,91.3,-1.36,6.3,172.0,514917,641745,walk,ball,14.0,L,R,KC,CLE,B,,,1.18,2.12,Paul Clemons,0.116,0.1799999999999999,0.6200000000000001,out,in,w
594,594,594,114655,FF,20200831,91.6,-1.64,6.3,186.0,514917,641745,,foul,14.0,L,R,KC,CLE,S,,,1.08,2.05,Paul Clemons,0.0,0.08,0.5499999999999998,out,in,w
595,595,595,114656,FF,20200831,91.1,-1.59,6.29,190.0,514917,641745,,called_strike,9.0,L,R,KC,CLE,S,,,0.35,1.58,Paul Clemons,-0.041,0.65,0.08,in,in,r
596,596,596,114657,SL,20200831,81.7,-1.56,6.42,72.0,514917,641745,,ball,11.0,L,R,KC,CLE,B,,,-1.6,3.77,Paul Clemons,0.047,0.6000000000000001,0.27,out,out,w
597,597,597,114658,SI,20200831,91.9,-1.62,6.26,195.0,514917,641745,,ball,11.0,L,R,KC,CLE,B,,,-1.13,3.08,Paul Clemons,0.021,0.1299999999999999,0.4199999999999999,out,in,w
598,598,598,114659,FF,20200831,91.5,-1.5,6.31,188.0,514917,641745,,called_strike,8.0,L,R,KC,CLE,S,,,-0.18,2.04,Paul Clemons,-0.022,0.8200000000000001,0.54,in,in,r
599,599,599,114660,SL,20200831,81.6,-1.55,6.5,63.0,514917,641745,,ball,11.0,L,R,KC,CLE,B,,,-1.71,3.81,Paul Clemons,0.018,0.71,0.31,out,out,w
600,600,600,114661,FF,20200831,91.5,-1.41,6.36,204.0,592261,641745,field_out,hit_into_play,3.0,R,R,KC,CLE,X,9.0,line_drive,0.78,2.75,Paul Clemons,-0.208,0.2199999999999999,0.75,in,in,r
601,601,601,114662,SL,20200831,83.8,-1.35,6.38,75.0,592261,641745,,foul,5.0,R,R,KC,CLE,S,,,0.01,2.41,Paul Clemons,0.0,0.99,0.91,in,in,r
602,602,602,114663,FF,20200831,91.4,-1.36,6.39,179.0,592261,641745,,ball,14.0,R,R,KC,CLE,B,,,1.43,2.3,Paul Clemons,0.06,0.4299999999999999,0.7999999999999998,out,in,w
603,603,603,114664,SL,20200831,83.5,-1.47,6.39,72.0,592261,641745,,called_strike,9.0,R,R,KC,CLE,S,,,0.64,1.67,Paul Clemons,-0.047,0.36,0.1699999999999999,in,in,r
604,604,604,114665,FF,20200831,91.8,-1.37,6.43,189.0,592261,641745,,ball,11.0,R,R,KC,CLE,B,,,-0.9,4.22,Paul Clemons,0.033,0.0999999999999999,0.7199999999999998,in,out,w
605,605,605,114666,SI,20200831,91.1,-1.52,6.3,202.0,592261,641745,,ball,13.0,R,R,KC,CLE,B,,,-0.3,0.64,Paul Clemons,0.02,0.7,0.86,in,out,w
606,606,606,114667,SL,20200831,83.7,-1.48,6.47,83.0,592261,641745,,called_strike,2.0,R,R,KC,CLE,S,,,-0.16,2.86,Paul Clemons,-0.026,0.84,0.6400000000000001,in,in,r
607,607,607,114668,SI,20200831,90.9,-1.53,6.32,194.0,547379,641745,field_out,hit_into_play,4.0,R,R,KC,CLE,X,4.0,ground_ball,-0.29,2.28,Paul Clemons,-0.291,0.71,0.7799999999999998,in,in,r
608,608,608,114669,SI,20200831,90.3,-1.56,6.3,204.0,547379,641745,,ball,14.0,R,R,KC,CLE,B,,,0.69,0.3,Paul Clemons,0.041,0.31,1.2,in,out,w
609,609,609,114670,KC,20200831,83.4,-1.36,5.52,32.0,670032,669456,field_out,hit_into_play,7.0,L,R,KC,CLE,X,1.0,ground_ball,-0.36,1.46,Paul Clemons,-0.174,0.64,0.04,in,out,w
610,610,610,114671,KC,20200831,83.6,-1.28,5.58,36.0,670032,669456,,foul,9.0,L,R,KC,CLE,S,,,0.35,1.69,Paul Clemons,0.0,0.65,0.1899999999999999,in,in,r
611,611,611,114672,FF,20200831,94.4,-1.29,5.51,214.0,670032,669456,,foul,1.0,L,R,KC,CLE,S,,,-0.56,2.78,Paul Clemons,0.0,0.4399999999999999,0.7200000000000002,in,in,r
612,612,612,114673,FC,20200831,89.9,-1.34,5.54,201.0,670032,669456,,foul,14.0,L,R,KC,CLE,S,,,1.1,1.92,Paul Clemons,-0.057,0.1,0.4199999999999999,out,in,w
613,613,613,114674,CH,20200831,89.1,-1.35,5.54,244.0,670032,669456,,called_strike,13.0,L,R,KC,CLE,S,,,-0.94,2.08,Paul Clemons,-0.052,0.06,0.5800000000000001,in,in,r
614,614,614,114675,FF,20200831,93.4,-1.34,5.53,215.0,670032,669456,,ball,11.0,L,R,KC,CLE,B,,,-1.49,2.94,Paul Clemons,0.033,0.49,0.56,out,in,w
615,615,615,114676,FC,20200831,90.6,-1.42,5.55,206.0,609275,669456,strikeout,swinging_strike,3.0,L,R,KC,CLE,S,2.0,,0.32,3.49,Paul Clemons,-0.307,0.6799999999999999,0.0099999999999997,in,in,r
616,616,616,114677,FF,20200831,94.5,-1.37,5.49,211.0,609275,669456,,foul,7.0,L,R,KC,CLE,S,,,-0.35,2.04,Paul Clemons,0.0,0.65,0.54,in,in,r
617,617,617,114678,FC,20200831,90.3,-1.37,5.55,205.0,609275,669456,,foul,8.0,L,R,KC,CLE,S,,,0.12,2.15,Paul Clemons,0.0,0.88,0.6499999999999999,in,in,r
618,618,618,114679,KC,20200831,84.6,-1.35,5.55,31.0,609275,669456,,ball,14.0,L,R,KC,CLE,B,,,1.03,1.31,Paul Clemons,0.065,0.03,0.1899999999999999,out,out,w
619,619,619,114680,FF,20200831,94.9,-1.2,5.59,215.0,609275,669456,,ball,12.0,L,R,KC,CLE,B,,,1.19,2.81,Paul Clemons,0.037,0.1899999999999999,0.69,out,in,w
620,620,620,114681,FF,20200831,94.7,-1.23,5.58,214.0,609275,669456,,swinging_strike,2.0,L,R,KC,CLE,S,,,0.25,2.9,Paul Clemons,-0.056,0.75,0.6000000000000001,in,in,r
621,621,621,114682,FF,20200831,94.7,-1.21,5.6,211.0,609275,669456,,ball,12.0,L,R,KC,CLE,B,,,0.96,2.96,Paul Clemons,0.013,0.04,0.54,in,in,r
622,622,622,114683,FF,20200831,94.8,-1.28,5.61,214.0,609275,669456,,swinging_strike,11.0,L,R,KC,CLE,S,,,-0.05,3.75,Paul Clemons,-0.044,0.95,0.25,in,out,w
623,623,623,114684,FF,20200831,94.4,-1.3,5.52,217.0,460086,669456,strikeout,foul_tip,4.0,L,R,KC,CLE,S,2.0,,-0.35,2.25,Paul Clemons,-0.496,0.65,0.75,in,in,r
624,624,624,114685,FC,20200831,90.2,-1.34,5.51,114.0,460086,669456,,foul,6.0,L,R,KC,CLE,S,,,0.71,2.15,Paul Clemons,0.0,0.29,0.6499999999999999,in,in,r
625,625,625,114686,FF,20200831,94.3,-1.35,5.48,215.0,460086,669456,,ball,13.0,L,R,KC,CLE,B,,,-0.41,1.22,Paul Clemons,0.16,0.5900000000000001,0.28,in,out,w
626,626,626,114687,FC,20200831,90.3,-1.31,5.52,241.0,460086,669456,,ball,14.0,L,R,KC,CLE,B,,,1.21,1.24,Paul Clemons,0.069,0.2099999999999999,0.26,out,out,w
627,627,627,114688,FC,20200831,89.7,-1.38,5.56,200.0,460086,669456,,swinging_strike,6.0,L,R,KC,CLE,S,,,0.29,2.34,Paul Clemons,-0.08,0.71,0.8399999999999999,in,in,r
628,628,628,114689,FF,20200831,93.5,-1.34,5.6,216.0,460086,669456,,foul,2.0,L,R,KC,CLE,S,,,0.03,3.06,Paul Clemons,-0.071,0.97,0.4399999999999999,in,in,r
629,629,629,114690,FC,20200831,89.3,-1.36,5.62,204.0,460086,669456,,ball,12.0,L,R,KC,CLE,B,,,0.69,3.45,Paul Clemons,0.039,0.31,0.0499999999999998,in,in,r
630,630,630,114691,FC,20200831,89.8,-1.42,5.62,216.0,596748,669456,single,hit_into_play,14.0,R,R,KC,CLE,X,4.0,fly_ball,0.94,2.16,Paul Clemons,0.357,0.06,0.6600000000000001,in,in,r
631,631,631,114692,FF,20200831,92.7,-1.17,5.63,209.0,596748,669456,,ball,14.0,R,R,KC,CLE,B,,,0.89,1.54,Paul Clemons,0.041,0.1099999999999999,0.04,in,in,r
632,632,632,114693,SI,20200831,91.9,-1.59,6.26,193.0,656669,641745,field_out,hit_into_play,7.0,R,R,KC,CLE,X,5.0,ground_ball,-0.43,2.03,Paul Clemons,-0.135,0.5700000000000001,0.5299999999999998,in,in,r
633,633,633,114694,SL,20200831,82.9,-1.53,6.39,106.0,656669,641745,,called_strike,4.0,R,R,KC,CLE,S,,,-0.79,2.43,Paul Clemons,-0.041,0.2099999999999999,0.9300000000000002,in,in,r
634,634,634,114695,SL,20200831,84.7,-1.49,6.39,83.0,656669,641745,,ball,14.0,R,R,KC,CLE,B,,,0.93,1.39,Paul Clemons,0.047,0.0699999999999999,0.1100000000000001,in,out,w
635,635,635,114696,SI,20200831,91.7,-1.6,6.27,198.0,656669,641745,,ball,13.0,R,R,KC,CLE,B,,,-1.11,2.33,Paul Clemons,0.021,0.1100000000000001,0.8300000000000001,out,in,w
636,636,636,114697,SI,20200831,91.9,-1.47,6.35,199.0,656669,641745,,ball,11.0,R,R,KC,CLE,B,,,-1.19,2.88,Paul Clemons,0.013,0.1899999999999999,0.6200000000000001,out,in,w
637,637,637,114698,SI,20200831,89.9,-1.54,6.32,200.0,656669,641745,,called_strike,8.0,R,R,KC,CLE,S,,,-0.04,2.18,Paul Clemons,-0.017,0.96,0.6800000000000002,in,in,r
638,638,638,114699,SI,20200831,92.2,-1.55,6.24,195.0,571980,641745,field_out,hit_into_play,13.0,L,R,KC,CLE,X,4.0,ground_ball,-0.49,1.17,Paul Clemons,-0.195,0.51,0.33,in,out,w
639,639,639,114700,FF,20200831,92.3,-1.66,6.38,169.0,571980,641745,,ball,11.0,L,R,KC,CLE,B,,,-0.71,5.2,Paul Clemons,0.033,0.29,1.7000000000000002,in,out,w
640,640,640,114701,FF,20200831,91.8,-1.57,6.3,192.0,571980,641745,,foul,9.0,L,R,KC,CLE,S,,,0.62,1.7,Paul Clemons,-0.033,0.38,0.1999999999999999,in,in,r
641,641,641,114702,SL,20200831,83.2,-1.56,6.53,67.0,571980,641745,,ball,11.0,L,R,KC,CLE,B,,,-1.5,3.34,Paul Clemons,0.027,0.5,0.1600000000000001,out,in,w
642,642,642,114703,SL,20200831,85.8,-1.46,6.33,85.0,614177,641745,field_out,hit_into_play,8.0,R,R,KC,CLE,X,4.0,line_drive,-0.07,1.97,Paul Clemons,-0.153,0.93,0.47,in,in,r
643,643,643,114704,SI,20200831,91.0,-1.56,6.27,199.0,614177,641745,,called_strike,13.0,R,R,KC,CLE,S,,,-0.18,1.58,Paul Clemons,-0.056,0.8200000000000001,0.08,in,in,r
644,644,644,114705,SI,20200831,90.7,-1.64,6.36,204.0,614177,641745,,called_strike,7.0,R,R,KC,CLE,S,,,-0.49,1.96,Paul Clemons,-0.042,0.51,0.4599999999999999,in,in,r
645,645,645,114706,KC,20200831,84.2,-1.32,5.6,34.0,656811,669456,strikeout,swinging_strike,14.0,L,R,KC,CLE,S,2.0,,1.44,1.22,Paul Clemons,-0.216,0.4399999999999999,0.28,out,out,w
646,646,646,114707,KC,20200831,84.5,-1.27,5.55,29.0,656811,669456,,blocked_ball,14.0,L,R,KC,CLE,B,,,1.04,-0.09,Paul Clemons,0.039,0.04,1.59,out,out,w
647,647,647,114708,FF,20200831,95.7,-1.39,5.53,217.0,656811,669456,,foul,4.0,L,R,KC,CLE,S,,,-0.31,2.23,Paul Clemons,-0.057,0.69,0.73,in,in,r
648,648,648,114709,FF,20200831,94.5,-1.3,5.52,214.0,656811,669456,,ball,13.0,L,R,KC,CLE,B,,,-0.41,1.03,Paul Clemons,0.023,0.5900000000000001,0.47,in,out,w
649,649,649,114710,FF,20200831,95.0,-1.29,5.58,212.0,656811,669456,,called_strike,5.0,L,R,KC,CLE,S,,,0.24,2.25,Paul Clemons,-0.041,0.76,0.75,in,in,r
650,650,650,114711,FC,20200831,91.1,-1.39,5.54,204.0,624585,669456,strikeout,swinging_strike,9.0,R,R,KC,CLE,S,2.0,,0.68,1.91,Paul Clemons,-0.307,0.3199999999999999,0.4099999999999999,in,in,r
651,651,651,114712,SL,20200831,86.0,-1.32,5.53,18.0,624585,669456,,blocked_ball,14.0,R,R,KC,CLE,B,,,1.62,0.04,Paul Clemons,0.065,0.6200000000000001,1.46,out,out,w
652,652,652,114713,SL,20200831,85.5,-1.3,5.48,20.0,624585,669456,,blocked_ball,14.0,R,R,KC,CLE,B,,,1.54,0.52,Paul Clemons,0.037,0.54,0.98,out,out,w
653,653,653,114714,FF,20200831,93.7,-1.19,5.6,211.0,624585,669456,,called_strike,9.0,R,R,KC,CLE,S,,,0.65,2.22,Paul Clemons,-0.056,0.35,0.7200000000000002,in,in,r
654,654,654,114715,FF,20200831,94.9,-1.24,5.59,209.0,624585,669456,,ball,14.0,R,R,KC,CLE,B,,,0.62,1.07,Paul Clemons,0.013,0.38,0.4299999999999999,in,out,w
655,655,655,114716,FF,20200831,94.8,-1.22,5.58,209.0,624585,669456,,called_strike,9.0,R,R,KC,CLE,S,,,0.75,1.93,Paul Clemons,-0.044,0.25,0.4299999999999999,in,in,r
656,656,656,114717,SL,20200831,86.1,-1.37,5.6,12.0,641531,669456,walk,ball,14.0,R,R,KC,CLE,B,,,1.28,1.37,Paul Clemons,0.226,0.28,0.1299999999999999,out,out,w
657,657,657,114718,SL,20200831,85.6,-1.27,5.58,18.0,641531,669456,,ball,14.0,R,R,KC,CLE,B,,,1.83,0.86,Paul Clemons,0.06,0.8300000000000001,0.64,out,out,w
658,658,658,114719,SL,20200831,85.5,-1.33,5.59,33.0,641531,669456,,foul,9.0,R,R,KC,CLE,S,,,0.37,2.04,Paul Clemons,0.0,0.63,0.54,in,in,r
659,659,659,114720,SL,20200831,86.8,-1.3,5.6,58.0,641531,669456,,ball,14.0,R,R,KC,CLE,B,,,1.81,0.73,Paul Clemons,0.03,0.81,0.77,out,out,w
660,660,660,114721,FF,20200831,95.3,-1.12,5.66,214.0,641531,669456,,ball,14.0,R,R,KC,CLE,B,,,0.76,1.54,Paul Clemons,0.015,0.24,0.04,in,in,r
661,661,661,114722,KC,20200831,84.0,-1.23,5.7,344.0,641531,669456,,called_strike,7.0,R,R,KC,CLE,S,,,-0.62,1.91,Paul Clemons,-0.039,0.38,0.4099999999999999,in,in,r
662,662,662,114723,FF,20200831,94.9,-1.29,5.71,214.0,641531,669456,,called_strike,5.0,R,R,KC,CLE,S,,,0.24,2.38,Paul Clemons,-0.026,0.76,0.8799999999999999,in,in,r
