,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
21,21,21,61965,SI,20200913,90.3,-1.91,5.63,206.0,676480,622503,,ball,14.0,R,R,STL,CIN,B,,,1.63,2.22,Paul Clemons,0.033,0.6299999999999999,0.7200000000000002,out,in,w
22,22,22,61966,CU,20200913,72.8,-2.14,5.59,44.0,676480,622503,,swinging_strike,14.0,R,R,STL,CIN,S,,,0.61,1.51,Paul Clemons,-0.033,0.39,0.01,in,in,r
23,23,23,61967,CU,20200913,72.6,-2.14,5.62,42.0,676480,622503,,ball,13.0,R,R,STL,CIN,B,,,-0.98,2.42,Paul Clemons,0.027,0.02,0.92,in,in,r
24,24,24,61968,CH,20200913,81.4,-2.69,5.26,244.0,520471,622503,strikeout,swinging_strike,13.0,L,R,STL,CIN,S,2.0,,-0.16,1.05,Paul Clemons,-0.153,0.84,0.4499999999999999,in,out,w
25,25,25,61969,SI,20200913,89.4,-2.35,5.51,208.0,520471,622503,,foul,11.0,L,R,STL,CIN,S,,,-0.93,2.87,Paul Clemons,-0.056,0.0699999999999999,0.6299999999999999,in,in,r
26,26,26,61970,CH,20200913,80.8,-2.48,5.52,232.0,520471,622503,,called_strike,4.0,L,R,STL,CIN,S,,,-0.38,2.4,Paul Clemons,-0.042,0.62,0.8999999999999999,in,in,r
27,27,27,61971,FF,20200913,89.3,-2.22,5.51,210.0,606157,622503,home_run,hit_into_play,8.0,R,R,STL,CIN,X,,line_drive,-0.01,2.13,Paul Clemons,1.32,0.99,0.6299999999999999,in,in,r
28,28,28,61972,FF,20200913,89.0,-2.15,5.65,209.0,606157,622503,,called_strike,2.0,R,R,STL,CIN,S,,,0.11,3.4,Paul Clemons,-0.084,0.89,0.1,in,in,r
29,29,29,61973,CH,20200913,81.0,-2.41,5.37,238.0,606157,622503,,blocked_ball,14.0,R,R,STL,CIN,B,,,1.24,0.39,Paul Clemons,0.201,0.24,1.11,out,out,w
30,30,30,61974,FF,20200913,89.8,-2.18,5.5,215.0,606157,622503,,ball,14.0,R,R,STL,CIN,B,,,1.65,1.34,Paul Clemons,0.108,0.6499999999999999,0.1599999999999999,out,out,w
31,31,31,61975,FF,20200913,88.7,-2.18,5.64,219.0,606157,622503,,ball,14.0,R,R,STL,CIN,B,,,1.19,2.23,Paul Clemons,0.039,0.1899999999999999,0.73,out,in,w
32,32,32,61976,SI,20200913,89.1,-2.47,5.39,204.0,571466,622503,single,hit_into_play,9.0,L,R,STL,CIN,X,9.0,line_drive,0.46,1.45,Paul Clemons,0.397,0.54,0.05,in,out,w
33,33,33,61977,FF,20200913,97.3,-1.71,5.65,215.0,543939,628452,strikeout,swinging_strike,11.0,L,R,STL,CIN,S,2.0,,-0.34,3.93,Paul Clemons,-0.067,0.6599999999999999,0.4300000000000001,in,out,w
34,34,34,61978,SL,20200913,83.1,-2.07,5.47,62.0,543939,628452,,called_strike,1.0,L,R,STL,CIN,S,,,-0.53,2.66,Paul Clemons,-0.027,0.47,0.8399999999999999,in,in,r
35,35,35,61979,FF,20200913,97.4,-1.92,5.66,222.0,543939,628452,,called_strike,1.0,L,R,STL,CIN,S,,,-0.75,3.03,Paul Clemons,-0.017,0.25,0.4700000000000002,in,in,r
36,36,36,61980,FF,20200913,96.7,-1.77,5.68,221.0,664056,628452,field_out,hit_into_play,1.0,R,R,STL,CIN,X,7.0,fly_ball,-0.48,2.75,Paul Clemons,-0.142,0.52,0.75,in,in,r
37,37,37,61981,FF,20200913,96.6,-1.91,5.6,225.0,664056,628452,,called_strike,8.0,R,R,STL,CIN,S,,,-0.21,1.57,Paul Clemons,-0.026,0.79,0.07,in,in,r
38,38,38,61982,SI,20200913,97.2,-3.02,5.1,238.0,641933,628452,strikeout,called_strike,9.0,R,R,STL,CIN,S,2.0,,0.43,1.47,Paul Clemons,-0.18,0.5700000000000001,0.03,in,out,w
39,39,39,61983,FF,20200913,96.4,-1.93,5.63,221.0,641933,628452,,called_strike,8.0,R,R,STL,CIN,S,,,0.0,1.91,Paul Clemons,-0.06,,0.4099999999999999,in,in,r
40,40,40,61984,SL,20200913,85.3,-2.06,5.45,68.0,641933,628452,,ball,14.0,R,R,STL,CIN,B,,,2.12,-0.07,Paul Clemons,0.032,1.12,1.57,out,out,w
41,41,41,61985,FF,20200913,95.5,-2.13,5.56,219.0,641933,628452,,called_strike,6.0,R,R,STL,CIN,S,,,0.4,2.66,Paul Clemons,-0.042,0.6,0.8399999999999999,in,in,r
42,42,42,61986,SL,20200913,82.1,-2.5,5.67,66.0,519058,663765,field_out,hit_into_play,7.0,L,R,STL,CIN,X,8.0,fly_ball,-0.55,1.6,Paul Clemons,-0.135,0.4499999999999999,0.1,in,in,r
43,43,43,61987,SL,20200913,83.0,-2.56,5.68,85.0,519058,663765,,ball,14.0,L,R,STL,CIN,B,,,0.5,0.75,Paul Clemons,0.039,0.5,0.75,in,out,w
44,44,44,61988,FF,20200913,92.6,-2.35,5.52,210.0,519058,663765,,foul,13.0,L,R,STL,CIN,S,,,-0.92,2.03,Paul Clemons,0.0,0.0799999999999999,0.5299999999999998,in,in,r
45,45,45,61989,CU,20200913,77.3,-2.46,5.63,28.0,519058,663765,,foul,14.0,L,R,STL,CIN,S,,,0.14,0.98,Paul Clemons,0.0,0.86,0.52,in,out,w
46,46,46,61990,SL,20200913,82.6,-2.61,5.7,82.0,519058,663765,,foul,8.0,L,R,STL,CIN,S,,,-0.02,1.86,Paul Clemons,0.0,0.98,0.3600000000000001,in,in,r
47,47,47,61991,SI,20200913,92.8,-2.33,5.48,211.0,519058,663765,,foul,13.0,L,R,STL,CIN,S,,,-0.11,1.52,Paul Clemons,0.0,0.89,0.02,in,in,r
48,48,48,61992,SL,20200913,81.5,-2.58,5.69,63.0,519058,663765,,foul,13.0,L,R,STL,CIN,S,,,-1.36,1.62,Paul Clemons,0.0,0.3600000000000001,0.1200000000000001,out,in,w
49,49,49,61993,CU,20200913,76.7,-2.52,5.71,35.0,519058,663765,,foul,11.0,L,R,STL,CIN,S,,,-1.34,2.88,Paul Clemons,0.0,0.3400000000000001,0.6200000000000001,out,in,w
50,50,50,61994,SL,20200913,84.9,-2.48,5.6,90.0,519058,663765,,ball,14.0,L,R,STL,CIN,B,,,1.04,0.98,Paul Clemons,0.018,0.04,0.52,out,out,w
51,51,51,61995,FF,20200913,93.2,-2.35,5.66,195.0,519058,663765,,foul,14.0,L,R,STL,CIN,S,,,0.81,1.48,Paul Clemons,0.0,0.1899999999999999,0.02,in,out,w
52,52,52,61996,SL,20200913,83.5,-2.37,5.6,67.0,519058,663765,,ball,13.0,L,R,STL,CIN,B,,,-0.34,1.18,Paul Clemons,0.011,0.6599999999999999,0.32,in,out,w
53,53,53,61997,SL,20200913,86.1,-2.71,5.64,133.0,519058,663765,,swinging_strike,13.0,L,R,STL,CIN,S,,,-0.18,1.25,Paul Clemons,-0.027,0.8200000000000001,0.25,in,out,w
54,54,54,61998,CU,20200913,76.1,-2.39,5.75,28.0,519058,663765,,called_strike,5.0,L,R,STL,CIN,S,,,0.17,2.43,Paul Clemons,-0.017,0.83,0.9300000000000002,in,in,r
55,55,55,61999,FF,20200913,93.9,-2.31,5.57,208.0,553993,663765,home_run,hit_into_play,6.0,R,R,STL,CIN,X,,fly_ball,0.49,2.39,Paul Clemons,1.016,0.51,0.8900000000000001,in,in,r
56,56,56,62000,FF,20200913,93.5,-2.42,5.57,201.0,553993,663765,,foul,14.0,R,R,STL,CIN,S,,,0.84,2.32,Paul Clemons,0.0,0.16,0.8199999999999998,in,in,r
57,57,57,62001,SL,20200913,84.5,-2.52,5.59,99.0,553993,663765,,swinging_strike,14.0,R,R,STL,CIN,S,,,0.19,1.26,Paul Clemons,-0.032,0.81,0.24,in,out,w
58,58,58,62002,SL,20200913,84.2,-2.57,5.48,75.0,553993,663765,,ball,14.0,R,R,STL,CIN,B,,,1.47,0.4,Paul Clemons,0.021,0.47,1.1,out,out,w
59,59,59,62003,SL,20200913,81.8,-2.57,5.55,75.0,553993,663765,,swinging_strike,7.0,R,R,STL,CIN,S,,,-0.62,1.66,Paul Clemons,-0.022,0.38,0.1599999999999999,in,in,r
60,60,60,62004,FF,20200913,93.8,-2.59,5.38,213.0,553993,663765,,ball,14.0,R,R,STL,CIN,B,,,0.53,1.16,Paul Clemons,0.018,0.47,0.3400000000000001,in,out,w
61,61,61,62005,SL,20200913,83.2,-2.61,5.58,77.0,458015,663765,strikeout,swinging_strike,11.0,L,R,STL,CIN,S,2.0,,-1.27,2.74,Paul Clemons,-0.208,0.27,0.7599999999999998,out,in,w
62,62,62,62006,FF,20200913,94.1,-2.44,5.49,209.0,458015,663765,,foul,2.0,L,R,STL,CIN,S,,,-0.27,2.85,Paul Clemons,0.0,0.73,0.6499999999999999,in,in,r
63,63,63,62007,FF,20200913,94.2,-2.48,5.5,198.0,458015,663765,,ball,11.0,L,R,STL,CIN,B,,,-1.66,3.99,Paul Clemons,0.06,0.6599999999999999,0.4900000000000002,out,out,w
64,64,64,62008,FF,20200913,93.4,-2.53,5.44,211.0,458015,663765,,called_strike,4.0,L,R,STL,CIN,S,,,-0.64,2.85,Paul Clemons,-0.047,0.36,0.6499999999999999,in,in,r
65,65,65,62009,CU,20200913,77.6,-2.42,5.69,28.0,458015,663765,,ball,14.0,L,R,STL,CIN,B,,,0.61,0.55,Paul Clemons,0.033,0.39,0.95,in,out,w
66,66,66,62010,CU,20200913,78.4,-2.43,5.67,34.0,458015,663765,,ball,14.0,L,R,STL,CIN,B,,,2.03,-0.24,Paul Clemons,0.02,1.0299999999999998,1.74,out,out,w
67,67,67,62011,FF,20200913,94.0,-2.62,5.6,204.0,458015,663765,,called_strike,4.0,L,R,STL,CIN,S,,,-0.58,2.87,Paul Clemons,-0.026,0.42,0.6299999999999999,in,in,r
68,68,68,62012,SL,20200913,84.1,-2.55,5.63,87.0,592206,663765,field_out,hit_into_play,6.0,R,R,STL,CIN,X,8.0,line_drive,0.34,2.53,Paul Clemons,-0.319,0.6599999999999999,0.9700000000000002,in,in,r
69,69,69,62013,FF,20200913,93.7,-2.36,5.67,204.0,592206,663765,,ball,13.0,R,R,STL,CIN,B,,,-1.37,2.03,Paul Clemons,0.103,0.3700000000000001,0.5299999999999998,out,in,w
70,70,70,62014,FF,20200913,94.6,-2.48,5.56,186.0,592206,663765,,ball,12.0,R,R,STL,CIN,B,,,0.96,3.42,Paul Clemons,0.035,0.04,0.08,in,in,r
71,71,71,62015,SL,20200913,85.2,-2.59,5.59,95.0,592206,663765,,foul,9.0,R,R,STL,CIN,S,,,0.51,1.89,Paul Clemons,-0.06,0.49,0.3899999999999999,in,in,r
72,72,72,62016,SL,20200913,85.2,-2.5,5.62,106.0,592206,663765,,ball,14.0,R,R,STL,CIN,B,,,0.99,1.75,Paul Clemons,0.032,0.01,0.25,in,in,r
73,73,73,62017,FF,20200913,94.1,-2.42,5.6,211.0,592206,663765,,called_strike,6.0,R,R,STL,CIN,S,,,0.29,2.47,Paul Clemons,-0.042,0.71,0.9700000000000002,in,in,r
74,74,74,62018,FF,20200913,92.4,-2.1,6.25,218.0,572761,605151,field_out,hit_into_play,7.0,L,R,STL,CIN,X,7.0,fly_ball,-0.44,2.21,Paul Clemons,-0.095,0.56,0.71,in,in,r
75,75,75,62019,KC,20200913,79.1,-1.83,6.27,31.0,572761,605151,,called_strike,14.0,L,R,STL,CIN,S,,,0.0,1.49,Paul Clemons,-0.017,,0.01,in,out,w
76,76,76,62020,SI,20200913,93.5,-1.98,6.24,208.0,425877,605151,field_out,hit_into_play,4.0,R,R,STL,CIN,X,6.0,ground_ball,-0.59,2.24,Paul Clemons,-0.142,0.41,0.7400000000000002,in,in,r
77,77,77,62021,KC,20200913,77.9,-1.65,6.27,25.0,425877,605151,,foul,7.0,R,R,STL,CIN,S,,,-0.62,1.82,Paul Clemons,-0.026,0.38,0.32,in,in,r
78,78,78,62022,FF,20200913,94.6,-2.04,6.23,214.0,592660,605151,field_out,hit_into_play,2.0,R,R,STL,CIN,X,1.0,ground_ball,-0.11,3.19,Paul Clemons,-0.153,0.89,0.31,in,in,r
79,79,79,62023,FF,20200913,93.4,-1.94,6.21,216.0,592660,605151,,foul,5.0,R,R,STL,CIN,S,,,0.05,2.64,Paul Clemons,0.0,0.95,0.8599999999999999,in,in,r
80,80,80,62024,FF,20200913,93.0,-1.82,6.35,217.0,592660,605151,,foul_tip,5.0,R,R,STL,CIN,S,,,0.13,2.55,Paul Clemons,-0.056,0.87,0.9500000000000002,in,in,r
81,81,81,62025,SI,20200913,93.6,-1.85,6.24,212.0,592660,605151,,called_strike,4.0,R,R,STL,CIN,S,,,-0.69,2.61,Paul Clemons,-0.042,0.31,0.8900000000000001,in,in,r
82,82,82,62026,SL,20200913,80.7,2.38,5.22,278.0,673451,453192,field_out,hit_into_play,8.0,L,L,STL,CIN,X,3.0,ground_ball,-0.04,2.08,Paul Clemons,-0.334,0.96,0.5800000000000001,in,in,r
83,83,83,62027,FF,20200913,89.9,2.03,5.54,158.0,673451,453192,,ball,11.0,L,L,STL,CIN,B,,,-1.44,2.91,Paul Clemons,0.038,0.4399999999999999,0.5899999999999999,out,in,w
84,84,84,62028,SL,20200913,81.1,2.43,5.2,285.0,673451,453192,,foul,8.0,L,L,STL,CIN,S,,,-0.07,1.69,Paul Clemons,-0.053,0.93,0.1899999999999999,in,in,r
85,85,85,62029,FF,20200913,90.7,2.08,5.6,146.0,676480,453192,field_out,hit_into_play,4.0,R,L,STL,CIN,X,5.0,ground_ball,-0.41,2.41,Paul Clemons,-0.188,0.5900000000000001,0.91,in,in,r
86,86,86,62030,SL,20200913,80.7,2.46,5.27,288.0,676480,453192,,ball,13.0,R,L,STL,CIN,B,,,-1.03,1.3,Paul Clemons,0.074,0.03,0.1999999999999999,out,out,w
87,87,87,62031,SL,20200913,82.0,2.31,5.17,289.0,676480,453192,,swinging_strike,13.0,R,L,STL,CIN,S,,,-1.7,0.88,Paul Clemons,-0.182,0.7,0.62,out,out,w
88,88,88,62032,FF,20200913,88.4,1.96,5.62,153.0,520471,453192,walk,ball,13.0,R,L,STL,CIN,B,,,-1.33,2.05,Paul Clemons,0.314,0.33,0.5499999999999998,out,in,w
89,89,89,62033,FF,20200913,88.8,2.12,5.61,155.0,520471,453192,,ball,13.0,R,L,STL,CIN,B,,,-1.72,1.95,Paul Clemons,0.417,0.72,0.4499999999999999,out,in,w
90,90,90,62034,SL,20200913,79.5,2.48,5.28,284.0,520471,453192,,ball,12.0,R,L,STL,CIN,B,,,1.47,2.84,Paul Clemons,0.169,0.47,0.6600000000000001,out,in,w
91,91,91,62035,SL,20200913,80.0,2.5,5.24,284.0,520471,453192,,ball,14.0,R,L,STL,CIN,B,,,1.76,2.37,Paul Clemons,0.099,0.76,0.8700000000000001,out,in,w
92,92,92,62036,SI,20200913,91.1,2.11,5.71,142.0,606157,453192,hit_by_pitch,hit_by_pitch,13.0,R,L,STL,CIN,B,,,-3.6,-0.31,Paul Clemons,0.804,2.6,1.81,out,out,w
93,93,93,62037,SL,20200913,80.5,2.36,5.32,286.0,606157,453192,,foul,7.0,R,L,STL,CIN,S,,,-0.34,1.63,Paul Clemons,0.0,0.6599999999999999,0.1299999999999999,in,in,r
94,94,94,62038,SL,20200913,80.1,2.38,5.28,285.0,606157,453192,,called_strike,8.0,R,L,STL,CIN,S,,,0.16,1.97,Paul Clemons,-0.098,0.84,0.47,in,in,r
95,95,95,62039,SL,20200913,79.1,2.35,5.29,280.0,606157,453192,,swinging_strike,7.0,R,L,STL,CIN,S,,,-0.53,2.02,Paul Clemons,-0.061,0.47,0.52,in,in,r
96,96,96,62040,CU,20200913,76.6,-2.27,6.5,34.0,571718,607231,,blocked_ball,14.0,L,R,STL,CIN,B,,,0.97,0.25,Paul Clemons,0.056,0.03,1.25,in,out,w
97,97,97,62041,SI,20200913,92.9,-2.6,6.21,217.0,663886,607231,single,hit_into_play,6.0,R,R,STL,CIN,X,9.0,ground_ball,0.34,2.4,Paul Clemons,0.476,0.6599999999999999,0.8999999999999999,in,in,r
98,98,98,62042,SI,20200913,92.7,-2.67,6.2,218.0,663886,607231,,called_strike,7.0,R,R,STL,CIN,S,,,-0.72,1.74,Paul Clemons,-0.078,0.28,0.24,in,in,r
99,99,99,62043,SL,20200913,86.5,-2.44,6.41,162.0,663886,607231,,ball,14.0,R,R,STL,CIN,B,,,0.79,0.97,Paul Clemons,0.073,0.2099999999999999,0.53,in,out,w
100,100,100,62044,SI,20200913,93.1,-2.65,6.22,227.0,663886,607231,,ball,8.0,R,R,STL,CIN,B,,,0.01,1.41,Paul Clemons,0.031,0.99,0.09,in,out,w
101,101,101,62045,FF,20200913,98.2,-1.65,6.19,207.0,519058,621052,walk,ball,11.0,L,R,STL,CIN,B,,,-1.38,3.08,Paul Clemons,0.168,0.3799999999999999,0.4199999999999999,out,in,w
102,102,102,62046,SL,20200913,86.0,-1.69,6.14,96.0,519058,621052,,called_strike,8.0,L,R,STL,CIN,S,,,-0.25,1.6,Paul Clemons,-0.059,0.75,0.1,in,in,r
103,103,103,62047,SI,20200913,98.3,-1.73,6.15,203.0,519058,621052,,ball,11.0,L,R,STL,CIN,B,,,-2.27,2.6,Paul Clemons,0.091,1.27,0.8999999999999999,out,in,w
104,104,104,62048,CU,20200913,81.6,-1.61,6.35,37.0,519058,621052,,ball,11.0,L,R,STL,CIN,B,,,-1.05,3.32,Paul Clemons,0.04,0.05,0.1800000000000001,out,in,w
105,105,105,62049,CU,20200913,81.7,-1.52,6.21,36.0,519058,621052,,ball,14.0,L,R,STL,CIN,B,,,0.46,1.36,Paul Clemons,0.027,0.54,0.1399999999999999,in,out,w
106,106,106,62050,FF,20200913,97.1,-1.61,6.23,208.0,553993,621052,field_out,hit_into_play,2.0,R,R,STL,CIN,X,7.0,line_drive,-0.26,2.92,Paul Clemons,-0.209,0.74,0.5800000000000001,in,in,r
107,107,107,62051,SL,20200913,85.7,-1.66,6.16,96.0,553993,621052,,called_strike,5.0,R,R,STL,CIN,S,,,0.21,2.29,Paul Clemons,-0.042,0.79,0.79,in,in,r
108,108,108,62052,FF,20200913,93.9,-1.92,6.2,216.0,543543,605151,field_out,hit_into_play,6.0,L,R,STL,CIN,X,8.0,line_drive,0.69,2.32,Paul Clemons,-0.135,0.31,0.8199999999999998,in,in,r
109,109,109,62053,FF,20200913,93.0,-2.0,6.25,219.0,543543,605151,,ball,11.0,L,R,STL,CIN,B,,,-0.22,3.81,Paul Clemons,0.039,0.78,0.31,in,out,w
110,110,110,62054,CH,20200913,86.9,-1.83,6.26,226.0,543543,605151,,foul,4.0,L,R,STL,CIN,S,,,-0.71,2.67,Paul Clemons,0.0,0.29,0.8300000000000001,in,in,r
111,111,111,62055,FF,20200913,94.1,-2.05,6.2,215.0,543543,605151,,swinging_strike,6.0,L,R,STL,CIN,S,,,0.46,2.42,Paul Clemons,-0.032,0.54,0.92,in,in,r
112,112,112,62056,KC,20200913,77.9,-1.72,6.27,27.0,543543,605151,,ball,11.0,L,R,STL,CIN,B,,,-0.96,2.79,Paul Clemons,0.021,0.04,0.71,in,in,r
113,113,113,62057,FF,20200913,93.0,-1.98,6.3,219.0,543543,605151,,ball,12.0,L,R,STL,CIN,B,,,1.01,2.53,Paul Clemons,0.013,0.01,0.9700000000000002,out,in,w
114,114,114,62058,KC,20200913,78.3,-1.75,6.27,26.0,543543,605151,,swinging_strike,8.0,L,R,STL,CIN,S,,,-0.26,1.5,Paul Clemons,-0.017,0.74,0.0,in,in,r
115,115,115,62059,KC,20200913,78.9,-1.67,6.29,28.0,502671,605151,field_out,hit_into_play,8.0,R,R,STL,CIN,X,5.0,ground_ball,-0.06,1.61,Paul Clemons,-0.168,0.94,0.1100000000000001,in,in,r
116,116,116,62060,CH,20200913,85.9,-1.7,6.29,235.0,657557,605151,strikeout,swinging_strike,9.0,R,R,STL,CIN,S,2.0,,0.54,1.41,Paul Clemons,-0.215,0.4599999999999999,0.09,in,out,w
117,117,117,62061,SI,20200913,94.5,-1.86,6.24,211.0,657557,605151,,ball,14.0,R,R,STL,CIN,B,,,0.08,0.56,Paul Clemons,0.035,0.92,0.94,in,out,w
118,118,118,62062,KC,20200913,78.6,-1.68,6.29,27.0,657557,605151,,foul,9.0,R,R,STL,CIN,S,,,0.43,1.51,Paul Clemons,0.0,0.5700000000000001,0.01,in,in,r
119,119,119,62063,FF,20200913,93.9,-1.94,6.28,215.0,657557,605151,,foul,2.0,R,R,STL,CIN,S,,,-0.23,2.94,Paul Clemons,0.0,0.77,0.56,in,in,r
120,120,120,62064,FF,20200913,93.2,-1.91,6.22,211.0,657557,605151,,foul,4.0,R,R,STL,CIN,S,,,-0.51,2.62,Paul Clemons,-0.06,0.49,0.8799999999999999,in,in,r
121,121,121,62065,FF,20200913,93.0,-1.89,6.22,214.0,657557,605151,,ball,14.0,R,R,STL,CIN,B,,,0.19,1.3,Paul Clemons,0.032,0.81,0.1999999999999999,in,out,w
122,122,122,62066,KC,20200913,79.0,-1.61,6.35,23.0,657557,605151,,called_strike,8.0,R,R,STL,CIN,S,,,0.12,1.41,Paul Clemons,-0.042,0.88,0.09,in,out,w
123,123,123,62067,FF,20200913,96.9,-1.68,6.12,207.0,458015,621052,field_out,hit_into_play,13.0,L,R,STL,CIN,X,7.0,fly_ball,-0.44,1.34,Paul Clemons,-0.63,0.56,0.1599999999999999,in,out,w
124,124,124,62068,FF,20200913,100.1,-1.53,6.25,208.0,458015,621052,,ball,3.0,L,R,STL,CIN,B,,,0.69,3.56,Paul Clemons,0.074,0.31,0.06,in,out,w
125,125,125,62069,FF,20200913,98.2,-1.53,6.23,192.0,592206,621052,single,hit_into_play,4.0,R,R,STL,CIN,X,8.0,line_drive,-0.57,2.43,Paul Clemons,0.901,0.43,0.9300000000000002,in,in,r
126,126,126,62070,FF,20200913,99.0,-1.52,6.21,199.0,592206,621052,,ball,13.0,R,R,STL,CIN,B,,,-0.28,1.0,Paul Clemons,0.099,0.72,0.5,in,out,w
127,127,127,62071,SL,20200913,88.4,-1.33,6.18,66.0,592206,621052,,blocked_ball,14.0,R,R,STL,CIN,B,,,1.88,-0.3,Paul Clemons,0.04,0.8799999999999999,1.8,out,out,w
128,128,128,62072,CU,20200913,84.1,-1.3,6.28,19.0,592206,621052,,blocked_ball,14.0,R,R,STL,CIN,B,,,1.06,-0.54,Paul Clemons,0.06,0.06,2.04,out,out,w
129,129,129,62073,FF,20200913,98.9,-1.45,6.29,199.0,592206,621052,,foul,6.0,R,R,STL,CIN,S,,,0.56,3.06,Paul Clemons,-0.116,0.4399999999999999,0.4399999999999999,in,in,r
130,130,130,62074,FF,20200913,98.5,-1.45,6.24,198.0,592206,621052,,called_strike,8.0,R,R,STL,CIN,S,,,-0.12,1.84,Paul Clemons,-0.086,0.88,0.3400000000000001,in,in,r
