Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,call
88727,SI,20200906,94.3,-1.31,6.21,217.0,595879,641712,,ball,14.0,R,R,CHC,STL,B,,,0.49,0.56,Erich Bacchus,0.013,r
88728,SL,20200906,88.9,-1.68,6.15,196.0,595879,641712,,foul,5.0,R,R,CHC,STL,S,,,-0.16,2.22,Erich Bacchus,-0.017,
88729,FF,20200906,92.8,-1.5,6.23,214.0,519203,641712,field_out,hit_into_play,5.0,L,R,CHC,STL,X,7.0,line_drive,-0.27,2.83,Erich Bacchus,-0.234,
88730,FF,20200906,92.8,-1.56,6.16,213.0,519203,641712,,ball,12.0,L,R,CHC,STL,B,,,0.86,3.45,Erich Bacchus,0.04,w
88731,SI,20200906,92.5,-1.52,6.18,224.0,519203,641712,,ball,13.0,L,R,CHC,STL,B,,,-0.75,0.84,Erich Bacchus,0.027,r
88732,SI,20200906,93.3,-1.37,6.26,213.0,592178,641712,strikeout,called_strike,9.0,R,R,CHC,STL,S,2.0,,0.81,1.87,Erich Bacchus,-0.153,r
88733,SL,20200906,86.8,-1.65,6.19,163.0,592178,641712,,foul,8.0,R,R,CHC,STL,S,,,0.02,2.05,Erich Bacchus,-0.056,
88734,FF,20200906,91.9,-1.64,6.32,212.0,592178,641712,,swinging_strike,3.0,R,R,CHC,STL,S,,,0.45,3.09,Erich Bacchus,-0.042,
88735,CH,20200906,81.7,2.86,5.7,140.0,657041,452657,strikeout,swinging_strike,6.0,R,L,CHC,STL,S,2.0,,0.67,2.35,Erich Bacchus,-0.272,
88736,FC,20200906,85.5,2.87,5.66,194.0,657041,452657,,called_strike,9.0,R,L,CHC,STL,S,,,0.49,1.87,Erich Bacchus,-0.116,r
88737,SI,20200906,86.7,2.83,5.64,133.0,657041,452657,,swinging_strike,14.0,R,L,CHC,STL,S,,,1.05,2.12,Erich Bacchus,-0.086,
88738,FF,20200906,88.9,2.85,5.59,134.0,425877,452657,walk,ball,12.0,R,L,CHC,STL,B,,,1.51,2.61,Erich Bacchus,0.144,r
88739,FC,20200906,86.9,2.92,5.61,154.0,425877,452657,,ball,12.0,R,L,CHC,STL,B,,,1.25,3.2,Erich Bacchus,0.081,r
88740,FC,20200906,87.2,2.91,5.66,172.0,425877,452657,,ball,14.0,R,L,CHC,STL,B,,,1.35,1.92,Erich Bacchus,0.013,r
88741,CH,20200906,82.4,2.88,5.73,140.0,425877,452657,,foul,9.0,R,L,CHC,STL,S,,,0.38,1.74,Erich Bacchus,-0.075,
88742,FC,20200906,87.1,2.7,5.68,159.0,425877,452657,,ball,11.0,R,L,CHC,STL,B,,,-1.78,2.47,Erich Bacchus,0.043,r
88743,CH,20200906,83.4,2.86,5.7,136.0,425877,452657,,swinging_strike,14.0,R,L,CHC,STL,S,,,1.08,1.93,Erich Bacchus,-0.051,
88744,FF,20200906,88.2,2.86,5.63,140.0,592660,452657,double,hit_into_play,9.0,R,L,CHC,STL,X,9.0,line_drive,0.52,2.03,Erich Bacchus,0.737,
88745,CU,20200906,71.4,2.79,5.87,308.0,641933,452657,single,hit_into_play,5.0,R,L,CHC,STL,X,8.0,line_drive,0.07,2.25,Erich Bacchus,0.143,
88746,CU,20200906,72.7,2.82,5.88,301.0,641933,452657,,ball,14.0,R,L,CHC,STL,B,,,1.42,1.86,Erich Bacchus,0.013,r
88747,CU,20200906,71.9,2.71,5.84,296.0,641933,452657,,called_strike,9.0,R,L,CHC,STL,S,,,0.76,1.73,Erich Bacchus,-0.017,r
88748,FF,20200906,89.0,2.81,5.59,130.0,657557,452657,strikeout,called_strike,9.0,R,L,CHC,STL,S,2.0,,0.82,1.64,Erich Bacchus,-0.148,r
88749,CH,20200906,81.6,2.88,5.66,144.0,657557,452657,,ball,14.0,R,L,CHC,STL,B,,,0.98,1.38,Erich Bacchus,0.03,r
88750,CH,20200906,83.0,2.83,5.7,137.0,657557,452657,,swinging_strike,7.0,R,L,CHC,STL,S,,,-0.28,1.55,Erich Bacchus,-0.044,
88751,SI,20200906,88.5,2.81,5.61,135.0,657557,452657,,ball,14.0,R,L,CHC,STL,B,,,0.44,0.97,Erich Bacchus,0.02,r
88752,CH,20200906,84.4,2.78,5.68,146.0,657557,452657,,swinging_strike,9.0,R,L,CHC,STL,S,,,0.57,1.48,Erich Bacchus,-0.026,
88753,FC,20200906,87.5,2.74,5.62,149.0,502671,452657,home_run,hit_into_play,7.0,R,L,CHC,STL,X,,fly_ball,-0.6,1.91,Erich Bacchus,2.412,
88754,CU,20200906,73.0,2.9,5.76,297.0,502671,452657,,called_strike,9.0,R,L,CHC,STL,S,,,0.73,1.62,Erich Bacchus,-0.078,r
88755,CH,20200906,82.9,2.77,5.75,142.0,669242,452657,fielders_choice_out,hit_into_play,9.0,R,L,CHC,STL,X,6.0,ground_ball,0.7,1.67,Erich Bacchus,-0.259,
88756,CU,20200906,72.7,2.79,5.9,303.0,669242,452657,,called_strike,6.0,R,L,CHC,STL,S,,,0.8,1.96,Erich Bacchus,-0.103,r
88757,FF,20200906,89.0,2.9,5.61,137.0,543939,452657,double,hit_into_play,2.0,L,L,CHC,STL,X,7.0,line_drive,-0.01,2.84,Erich Bacchus,1.016,
88758,CU,20200906,71.7,2.8,5.77,303.0,543939,452657,,ball,14.0,L,L,CHC,STL,B,,,1.22,1.72,Erich Bacchus,0.039,r
88759,FC,20200906,86.5,2.74,5.72,140.0,664056,452657,hit_by_pitch,hit_by_pitch,13.0,R,L,CHC,STL,B,,,-2.46,1.87,Erich Bacchus,0.498,
88760,FC,20200906,88.4,2.71,5.73,135.0,664056,452657,,called_strike,7.0,R,L,CHC,STL,S,,,-0.41,1.7,Erich Bacchus,-0.056,r
88761,FF,20200906,89.3,2.73,5.68,133.0,664056,452657,,called_strike,1.0,R,L,CHC,STL,S,,,-0.64,2.97,Erich Bacchus,-0.042,r
88762,FF,20200906,92.8,-1.52,6.2,214.0,664023,641712,field_out,hit_into_play,3.0,L,R,CHC,STL,X,7.0,fly_ball,0.72,3.11,Erich Bacchus,-0.096,
88763,FF,20200906,92.7,-1.48,6.26,213.0,664023,641712,,foul_tip,12.0,L,R,CHC,STL,S,,,0.99,2.98,Erich Bacchus,-0.032,
88764,SI,20200906,93.9,-1.48,6.28,207.0,664023,641712,,foul,4.0,L,R,CHC,STL,S,,,-0.67,2.32,Erich Bacchus,-0.028,
88765,SI,20200906,93.6,-1.55,6.15,213.0,664023,641712,,ball,13.0,L,R,CHC,STL,B,,,-0.02,1.24,Erich Bacchus,0.027,r
88766,CU,20200906,81.6,-1.58,6.29,43.0,664023,641712,,ball,11.0,L,R,CHC,STL,B,,,-0.57,3.88,Erich Bacchus,0.018,r
88767,SL,20200906,88.8,-1.79,6.13,196.0,543401,641712,home_run,hit_into_play,8.0,L,R,CHC,STL,X,,line_drive,0.18,1.85,Erich Bacchus,1.715,
88768,SI,20200906,94.2,-1.27,6.25,220.0,543401,641712,,ball,14.0,L,R,CHC,STL,B,,,1.39,1.65,Erich Bacchus,0.07,r
88769,FF,20200906,93.0,-1.57,6.17,212.0,543401,641712,,swinging_strike,12.0,L,R,CHC,STL,S,,,1.24,2.63,Erich Bacchus,-0.07,
88770,FF,20200906,93.4,-1.64,6.15,214.0,543401,641712,,ball,14.0,L,R,CHC,STL,B,,,1.13,2.19,Erich Bacchus,0.04,r
88771,FF,20200906,93.1,-1.64,6.26,216.0,543401,641712,,called_strike,3.0,L,R,CHC,STL,S,,,0.72,3.13,Erich Bacchus,-0.025,r
88772,CU,20200906,81.9,-1.63,6.28,32.0,543401,641712,,ball,14.0,L,R,CHC,STL,B,,,0.25,1.11,Erich Bacchus,0.01,r
88773,FF,20200906,92.4,-1.65,6.22,211.0,623520,641712,field_out,hit_into_play,5.0,R,R,CHC,STL,X,8.0,line_drive,0.24,2.26,Erich Bacchus,-0.364,
88774,FF,20200906,93.1,-1.57,6.19,215.0,518792,641712,field_out,hit_into_play,8.0,L,R,CHC,STL,X,4.0,ground_ball,0.22,2.11,Erich Bacchus,-0.615,
88775,FF,20200906,93.9,-1.41,6.21,218.0,518792,641712,,ball,14.0,L,R,CHC,STL,B,,,1.21,1.81,Erich Bacchus,0.16,r
88776,CU,20200906,82.6,-1.76,6.19,31.0,518792,641712,,blocked_ball,13.0,L,R,CHC,STL,B,,,-0.55,0.01,Erich Bacchus,0.069,r
88777,SI,20200906,93.1,-1.4,6.31,221.0,518792,641712,,foul,13.0,L,R,CHC,STL,S,,,-1.37,2.48,Erich Bacchus,0.0,
88778,SI,20200906,92.7,-1.59,6.27,213.0,518792,641712,,foul,4.0,L,R,CHC,STL,S,,,-0.82,2.19,Erich Bacchus,-0.08,
88779,SI,20200906,92.1,-1.48,6.2,215.0,518792,641712,,called_strike,8.0,L,R,CHC,STL,S,,,-0.05,1.65,Erich Bacchus,-0.071,r
88780,FF,20200906,92.1,-1.48,6.24,233.0,518792,641712,,ball,12.0,L,R,CHC,STL,B,,,1.86,2.68,Erich Bacchus,0.039,r
88781,SI,20200906,92.9,-1.35,6.29,215.0,575929,641712,walk,ball,11.0,R,R,CHC,STL,B,,,-1.11,2.51,Erich Bacchus,0.161,r
88782,SI,20200906,93.5,-1.47,6.31,210.0,575929,641712,,ball,8.0,R,R,CHC,STL,B,,,0.17,1.52,Erich Bacchus,0.14,w
88783,SI,20200906,92.6,-1.38,6.24,218.0,575929,641712,,ball,8.0,R,R,CHC,STL,B,,,0.13,1.79,Erich Bacchus,0.06,w
88784,SI,20200906,91.6,-1.49,6.29,213.0,575929,641712,,ball,11.0,R,R,CHC,STL,B,,,-1.02,2.81,Erich Bacchus,0.041,r
88785,FC,20200906,86.8,2.8,5.65,150.0,657041,452657,field_out,hit_into_play,5.0,R,L,CHC,STL,X,6.0,ground_ball,0.14,2.24,Erich Bacchus,-0.135,
88786,FC,20200906,86.2,2.9,5.67,148.0,657041,452657,,foul,5.0,R,L,CHC,STL,S,,,0.14,2.26,Erich Bacchus,0.0,
88787,FF,20200906,90.2,2.85,5.66,134.0,657041,452657,,ball,14.0,R,L,CHC,STL,B,,,1.68,2.1,Erich Bacchus,0.039,r
88788,FC,20200906,86.8,2.84,5.71,153.0,657041,452657,,foul,3.0,R,L,CHC,STL,S,,,0.53,2.85,Erich Bacchus,0.0,
88789,CH,20200906,82.0,2.86,5.8,142.0,657041,452657,,swinging_strike,9.0,R,L,CHC,STL,S,,,0.78,1.69,Erich Bacchus,-0.032,
88790,FF,20200906,88.2,2.82,5.74,137.0,657041,452657,,called_strike,9.0,R,L,CHC,STL,S,,,0.39,1.75,Erich Bacchus,-0.028,r
88791,FF,20200906,88.5,2.81,5.73,135.0,657041,452657,,ball,12.0,R,L,CHC,STL,B,,,1.74,2.7,Erich Bacchus,0.027,r
88792,SI,20200906,88.8,2.77,5.66,134.0,657041,452657,,ball,14.0,R,L,CHC,STL,B,,,0.57,0.08,Erich Bacchus,0.018,r
88793,CH,20200906,81.0,2.75,5.89,155.0,425877,452657,field_out,hit_into_play,3.0,R,L,CHC,STL,X,4.0,popup,0.68,2.91,Erich Bacchus,-0.194,
88794,CU,20200906,70.8,2.82,5.9,302.0,425877,452657,,ball,12.0,R,L,CHC,STL,B,,,1.42,3.42,Erich Bacchus,0.027,r
88795,CH,20200906,81.7,2.86,5.73,142.0,592660,452657,field_out,hit_into_play,14.0,R,L,CHC,STL,X,8.0,line_drive,0.94,2.06,Erich Bacchus,-0.209,
88796,FF,20200906,88.7,2.86,5.71,142.0,592660,452657,,called_strike,1.0,R,L,CHC,STL,S,,,-0.57,3.12,Erich Bacchus,-0.042,r
88797,FF,20200906,91.6,-1.38,6.22,193.0,656941,641712,field_out,hit_into_play,12.0,L,R,CHC,STL,X,4.0,ground_ball,0.85,2.58,Erich Bacchus,-0.284,
88798,SI,20200906,92.5,-1.46,6.24,205.0,656941,641712,,ball,9.0,L,R,CHC,STL,B,,,0.32,1.73,Erich Bacchus,0.033,w
88799,SL,20200906,88.8,-1.71,6.19,141.0,595879,641712,walk,blocked_ball,14.0,R,R,CHC,STL,B,,,1.54,-0.11,Erich Bacchus,0.116,r
88800,SI,20200906,94.1,-1.33,6.3,220.0,595879,641712,,foul,8.0,R,R,CHC,STL,S,,,0.14,2.01,Erich Bacchus,0.0,
88801,SI,20200906,93.8,-1.21,6.3,208.0,595879,641712,,ball,14.0,R,R,CHC,STL,B,,,0.99,2.2,Erich Bacchus,0.039,w
88802,SL,20200906,88.9,-1.65,6.14,192.0,595879,641712,,foul,14.0,R,R,CHC,STL,S,,,1.05,1.44,Erich Bacchus,0.0,
88803,SI,20200906,93.9,-1.5,6.26,215.0,595879,641712,,called_strike,5.0,R,R,CHC,STL,S,,,0.09,2.2,Erich Bacchus,-0.032,r
88804,SL,20200906,88.9,-1.61,6.15,185.0,595879,641712,,ball,14.0,R,R,CHC,STL,B,,,1.52,-0.05,Erich Bacchus,0.021,r
88805,SL,20200906,87.4,-1.63,6.13,163.0,595879,641712,,ball,14.0,R,R,CHC,STL,B,,,1.01,0.66,Erich Bacchus,0.013,r
88806,FF,20200906,92.9,-1.52,6.24,210.0,595879,641712,,foul,13.0,R,R,CHC,STL,S,,,-1.01,2.24,Erich Bacchus,-0.017,
88807,CU,20200906,82.3,-1.56,6.32,28.0,519203,641712,home_run,hit_into_play,13.0,L,R,CHC,STL,X,,line_drive,-0.3,1.41,Erich Bacchus,1.017,
88808,SI,20200906,92.9,-1.52,6.29,206.0,519203,641712,,foul,7.0,L,R,CHC,STL,S,,,-0.73,2.02,Erich Bacchus,-0.017,
88809,SI,20200906,93.2,-1.51,6.23,210.0,592178,641712,strikeout,called_strike,9.0,R,R,CHC,STL,S,2.0,,0.75,1.94,Erich Bacchus,-0.148,r
88810,SL,20200906,88.9,-1.62,6.16,184.0,592178,641712,,ball,14.0,R,R,CHC,STL,B,,,1.25,1.52,Erich Bacchus,0.03,r
88811,CU,20200906,81.6,-1.67,6.31,39.0,592178,641712,,called_strike,9.0,R,R,CHC,STL,S,,,0.51,1.5,Erich Bacchus,-0.044,r
88812,SL,20200906,86.5,-1.69,6.15,120.0,592178,641712,,called_strike,12.0,R,R,CHC,STL,S,,,0.91,2.54,Erich Bacchus,-0.033,r
88813,FF,20200906,91.6,-1.55,6.23,209.0,592178,641712,,ball,12.0,R,R,CHC,STL,B,,,1.21,3.04,Erich Bacchus,0.027,r
88814,FF,20200906,92.1,-1.54,6.21,217.0,664023,641712,field_out,hit_into_play,3.0,L,R,CHC,STL,X,3.0,ground_ball,0.28,2.94,Erich Bacchus,-0.291,
88815,CU,20200906,81.2,-1.77,6.34,48.0,664023,641712,,ball,13.0,L,R,CHC,STL,B,,,-0.99,1.66,Erich Bacchus,0.051,w
88816,SI,20200906,92.2,-1.7,6.24,211.0,664023,641712,,called_strike,8.0,L,R,CHC,STL,S,,,-0.06,1.5,Erich Bacchus,-0.05,r
88817,FF,20200906,91.0,-1.59,6.24,212.0,664023,641712,,ball,12.0,L,R,CHC,STL,B,,,1.11,3.58,Erich Bacchus,0.041,r
88818,CU,20200906,73.8,2.82,5.82,305.0,641933,452657,strikeout,swinging_strike,8.0,R,L,CHC,STL,S,2.0,,0.26,1.59,Erich Bacchus,-0.278,
88819,FC,20200906,88.0,2.7,5.72,156.0,641933,452657,,foul,5.0,R,L,CHC,STL,S,,,-0.23,2.65,Erich Bacchus,0.0,
88820,FC,20200906,88.0,2.72,5.68,154.0,641933,452657,,foul,13.0,R,L,CHC,STL,S,,,-0.86,2.03,Erich Bacchus,-0.084,
88821,FC,20200906,88.0,2.77,5.68,148.0,641933,452657,,ball,13.0,R,L,CHC,STL,B,,,-2.15,2.03,Erich Bacchus,0.082,r
88822,FC,20200906,87.8,2.79,5.68,148.0,641933,452657,,ball,13.0,R,L,CHC,STL,B,,,-0.89,1.75,Erich Bacchus,0.046,w
88823,FC,20200906,87.4,2.77,5.67,152.0,641933,452657,,foul,13.0,R,L,CHC,STL,S,,,-1.08,2.28,Erich Bacchus,-0.052,
88824,FC,20200906,88.1,2.82,5.66,160.0,641933,452657,,ball,13.0,R,L,CHC,STL,B,,,-1.6,1.91,Erich Bacchus,0.033,r
88825,CH,20200906,83.8,2.73,5.61,140.0,657557,452657,walk,blocked_ball,13.0,R,L,CHC,STL,B,,,-0.88,0.49,Erich Bacchus,0.116,r
88826,FF,20200906,89.5,2.79,5.64,141.0,657557,452657,,ball,12.0,R,L,CHC,STL,B,,,1.18,2.44,Erich Bacchus,0.039,r
88827,CH,20200906,82.7,2.57,5.73,139.0,657557,452657,,swinging_strike,14.0,R,L,CHC,STL,S,,,0.57,1.35,Erich Bacchus,-0.032,
88828,FC,20200906,88.2,2.84,5.72,147.0,657557,452657,,foul,7.0,R,L,CHC,STL,S,,,-0.78,1.63,Erich Bacchus,-0.028,
88829,FF,20200906,89.8,2.76,5.68,141.0,657557,452657,,ball,14.0,R,L,CHC,STL,B,,,1.21,1.72,Erich Bacchus,0.027,r
88830,CU,20200906,73.3,2.77,5.78,296.0,657557,452657,,ball,14.0,R,L,CHC,STL,B,,,0.94,1.31,Erich Bacchus,0.018,r
88831,CU,20200906,73.9,2.76,5.79,299.0,502671,452657,field_out,hit_into_play,13.0,R,L,CHC,STL,X,6.0,ground_ball,-0.36,1.39,Erich Bacchus,-0.168,
88832,FF,20200906,90.2,2.7,5.68,144.0,669242,452657,home_run,hit_into_play,5.0,R,L,CHC,STL,X,,line_drive,0.04,2.43,Erich Bacchus,1.0,
88833,FF,20200906,90.6,2.87,5.62,137.0,543939,452657,field_out,hit_into_play,12.0,L,L,CHC,STL,X,3.0,ground_ball,0.91,3.17,Erich Bacchus,-0.319,
88834,FF,20200906,89.3,2.76,5.6,126.0,543939,452657,,called_strike,1.0,L,L,CHC,STL,S,,,-0.69,2.51,Erich Bacchus,-0.094,r
88835,SI,20200906,88.4,2.77,5.59,148.0,543939,452657,,ball,13.0,L,L,CHC,STL,B,,,-0.04,0.24,Erich Bacchus,0.122,r
88836,SI,20200906,87.9,2.73,5.62,147.0,543939,452657,,ball,7.0,L,L,CHC,STL,B,,,-0.33,1.34,Erich Bacchus,0.051,r
88837,FF,20200906,89.9,2.81,5.64,131.0,543939,452657,,called_strike,13.0,L,L,CHC,STL,S,,,-0.92,1.77,Erich Bacchus,-0.05,r
88838,FF,20200906,90.4,2.94,5.53,135.0,543939,452657,,ball,13.0,L,L,CHC,STL,B,,,-0.01,1.16,Erich Bacchus,0.041,r
132929,SI,20200826,90.4,-3.66,4.01,242.0,595375,518553,field_out,hit_into_play,2.0,L,R,CHW,PIT,X,4.0,ground_ball,0.16,3.08,Erich Bacchus,-0.232,
132930,SL,20200826,79.7,-3.77,3.99,83.0,595375,518553,,ball,13.0,L,R,CHW,PIT,B,,,-2.48,1.95,Erich Bacchus,0.023,r
132931,SL,20200826,78.5,-3.67,3.97,81.0,595375,518553,,called_strike,13.0,L,R,CHW,PIT,S,,,-0.92,2.4,Erich Bacchus,-0.041,r
132932,SL,20200826,77.4,-3.65,3.98,80.0,591741,518553,field_out,hit_into_play,7.0,R,R,CHW,PIT,X,7.0,fly_ball,-0.73,2.04,Erich Bacchus,-0.314,
132933,SI,20200826,89.4,-3.4,4.1,254.0,591741,518553,,ball,14.0,R,R,CHW,PIT,B,,,0.93,1.45,Erich Bacchus,0.065,r
132934,SL,20200826,78.0,-3.51,4.03,75.0,591741,518553,,blocked_ball,14.0,R,R,CHW,PIT,B,,,0.74,-0.06,Erich Bacchus,0.037,r
132935,SL,20200826,77.8,-3.57,3.92,77.0,591741,518553,,swinging_strike,14.0,R,R,CHW,PIT,S,,,0.08,1.16,Erich Bacchus,-0.056,
132936,FF,20200826,88.9,-3.66,4.08,234.0,591741,518553,,ball,11.0,R,R,CHW,PIT,B,,,-1.85,4.36,Erich Bacchus,0.013,r
132937,SL,20200826,78.6,-3.52,3.93,75.0,591741,518553,,swinging_strike,14.0,R,R,CHW,PIT,S,,,0.45,1.23,Erich Bacchus,-0.044,
132938,FF,20200826,87.9,-3.62,4.05,247.0,624428,518553,strikeout,swinging_strike,11.0,L,R,CHW,PIT,S,2.0,,-1.41,3.04,Erich Bacchus,-0.336,
132939,SL,20200826,79.8,-3.68,3.93,77.0,624428,518553,,foul,8.0,L,R,CHW,PIT,S,,,-0.19,1.3,Erich Bacchus,0.0,
132940,SL,20200826,79.4,-3.61,3.94,77.0,624428,518553,,swinging_strike,6.0,L,R,CHW,PIT,S,,,0.58,2.09,Erich Bacchus,-0.095,
132941,SL,20200826,78.5,-3.63,4.04,83.0,624428,518553,,ball,13.0,L,R,CHW,PIT,B,,,-1.38,2.04,Erich Bacchus,0.083,r
132942,SI,20200826,89.8,-3.58,4.03,247.0,624428,518553,,foul,8.0,L,R,CHW,PIT,S,,,-0.05,1.61,Erich Bacchus,-0.071,
132943,SI,20200826,88.5,-3.72,4.0,251.0,624428,518553,,ball,13.0,L,R,CHW,PIT,B,,,-1.45,2.12,Erich Bacchus,0.039,r
132944,SI,20200826,92.0,-3.64,3.87,250.0,607732,518553,single,hit_into_play,9.0,R,R,CHW,PIT,X,9.0,ground_ball,0.7,2.26,Erich Bacchus,0.329,
132945,SI,20200826,91.4,-3.74,3.96,246.0,607732,518553,,ball,13.0,R,R,CHW,PIT,B,,,-1.87,2.43,Erich Bacchus,0.103,r
132946,SI,20200826,89.2,-3.55,3.98,245.0,607732,518553,,called_strike,9.0,R,R,CHW,PIT,S,,,0.36,1.8,Erich Bacchus,-0.076,r
132947,SL,20200826,78.9,-3.69,3.87,79.0,607732,518553,,ball,14.0,R,R,CHW,PIT,B,,,0.89,0.98,Erich Bacchus,0.051,r
132948,SL,20200826,79.1,-3.48,3.89,83.0,607732,518553,,ball,14.0,R,R,CHW,PIT,B,,,1.17,1.25,Erich Bacchus,0.032,r
132949,SI,20200826,89.3,-3.74,4.0,253.0,607732,518553,,called_strike,9.0,R,R,CHW,PIT,S,,,0.65,2.13,Erich Bacchus,-0.042,r
132950,SI,20200826,95.0,-1.78,5.46,221.0,664901,641341,field_out,hit_into_play,8.0,R,R,CHW,PIT,X,6.0,ground_ball,-0.16,2.02,Erich Bacchus,-0.112,
132951,SL,20200826,80.0,-2.45,5.29,50.0,608577,641341,field_out,hit_into_play,4.0,L,R,CHW,PIT,X,5.0,ground_ball,-0.66,2.23,Erich Bacchus,-0.103,
132952,SL,20200826,81.3,-2.17,5.25,38.0,608577,641341,,swinging_strike,14.0,L,R,CHW,PIT,S,,,0.29,0.37,Erich Bacchus,-0.039,
132953,SI,20200826,94.2,-2.07,5.43,220.0,608577,641341,,called_strike,9.0,L,R,CHW,PIT,S,,,0.71,2.0,Erich Bacchus,-0.026,r
132954,SI,20200826,93.2,-1.99,5.48,223.0,673357,641341,field_out,hit_into_play,9.0,R,R,CHW,PIT,X,6.0,ground_ball,0.28,1.78,Erich Bacchus,-0.25,
132955,FF,20200826,97.6,-1.24,5.68,224.0,570256,641420,strikeout,swinging_strike,11.0,L,R,CHW,PIT,S,2.0,,-0.51,3.88,Erich Bacchus,-0.096,
132956,FF,20200826,96.8,-1.09,5.73,222.0,570256,641420,,swinging_strike,4.0,L,R,CHW,PIT,S,,,-0.4,3.09,Erich Bacchus,-0.032,
132957,FF,20200826,97.4,-1.21,5.66,222.0,570256,641420,,ball,12.0,L,R,CHW,PIT,B,,,1.15,2.99,Erich Bacchus,0.021,r
132958,FF,20200826,97.8,-1.22,5.69,218.0,570256,641420,,ball,14.0,L,R,CHW,PIT,B,,,1.21,2.19,Erich Bacchus,0.013,r
132959,SL,20200826,86.6,-1.28,5.66,159.0,570256,641420,,foul,9.0,L,R,CHW,PIT,S,,,0.59,2.41,Erich Bacchus,-0.017,
132960,SL,20200826,88.3,-1.35,5.59,95.0,605137,641420,field_out,hit_into_play,8.0,L,R,CHW,PIT,X,6.0,ground_ball,-0.13,2.12,Erich Bacchus,-0.208,
132961,FF,20200826,97.7,-1.15,5.69,224.0,605137,641420,,foul,2.0,L,R,CHW,PIT,S,,,-0.2,3.54,Erich Bacchus,0.0,
132962,SL,20200826,85.4,-1.37,5.61,81.0,605137,641420,,ball,11.0,L,R,CHW,PIT,B,,,-1.13,3.66,Erich Bacchus,0.06,r
132963,SL,20200826,87.5,-1.21,5.69,133.0,605137,641420,,foul,6.0,L,R,CHW,PIT,S,,,0.41,2.43,Erich Bacchus,-0.047,
132964,FF,20200826,97.1,-1.16,5.82,220.0,605137,641420,,foul,5.0,L,R,CHW,PIT,S,,,-0.09,2.88,Erich Bacchus,-0.039,
132965,CH,20200826,90.2,-1.13,5.8,247.0,605137,641420,,ball,11.0,L,R,CHW,PIT,B,,,-1.1,3.7,Erich Bacchus,0.04,r
132966,FF,20200826,97.1,-1.15,5.8,223.0,605137,641420,,ball,9.0,L,R,CHW,PIT,B,,,0.8,1.96,Erich Bacchus,0.027,w
132967,FF,20200826,97.8,-1.26,5.71,224.0,668804,641420,field_out,hit_into_play,11.0,L,R,CHW,PIT,X,8.0,fly_ball,-0.21,3.54,Erich Bacchus,-0.153,
132968,SL,20200826,88.0,-1.34,5.58,189.0,668804,641420,,swinging_strike,14.0,L,R,CHW,PIT,S,,,0.76,0.87,Erich Bacchus,-0.056,
132969,SL,20200826,88.0,-1.46,5.54,143.0,668804,641420,,swinging_strike,6.0,L,R,CHW,PIT,S,,,0.55,2.35,Erich Bacchus,-0.042,
132970,SL,20200826,88.9,-1.37,5.68,182.0,570481,641420,home_run,hit_into_play,7.0,R,R,CHW,PIT,X,,line_drive,-0.49,2.07,Erich Bacchus,1.07,
132971,FF,20200826,98.1,-1.09,5.86,221.0,570481,641420,,called_strike,9.0,R,R,CHW,PIT,S,,,0.81,1.7,Erich Bacchus,-0.06,r
132972,FF,20200826,96.7,-1.26,5.84,217.0,570481,641420,,called_strike,14.0,R,R,CHW,PIT,S,,,0.25,1.59,Erich Bacchus,-0.05,r
132973,FF,20200826,97.1,-1.21,5.9,220.0,570481,641420,,ball,14.0,R,R,CHW,PIT,B,,,0.17,1.45,Erich Bacchus,0.041,r
132974,SI,20200826,95.2,-1.8,5.44,220.0,429665,641341,grounded_into_double_play,hit_into_play,5.0,R,R,CHW,PIT,X,6.0,ground_ball,0.11,2.71,Erich Bacchus,-0.375,
132975,SL,20200826,81.6,-2.23,5.26,39.0,429665,641341,,ball,14.0,R,R,CHW,PIT,B,,,0.32,1.11,Erich Bacchus,0.065,r
132976,SL,20200826,82.0,-2.32,5.22,39.0,429665,641341,,foul,8.0,R,R,CHW,PIT,S,,,-0.09,2.04,Erich Bacchus,0.0,
132977,FF,20200826,94.2,-2.03,5.41,224.0,429665,641341,,foul,6.0,R,R,CHW,PIT,S,,,0.29,2.76,Erich Bacchus,-0.077,
132978,FF,20200826,94.2,-1.92,5.42,219.0,429665,641341,,called_strike,5.0,R,R,CHW,PIT,S,,,0.14,2.34,Erich Bacchus,-0.078,r
132979,SI,20200826,93.5,-1.94,5.39,216.0,429665,641341,,ball,13.0,R,R,CHW,PIT,B,,,-0.01,1.09,Erich Bacchus,0.073,r
132980,SL,20200826,83.9,-2.21,5.24,44.0,429665,641341,,blocked_ball,14.0,R,R,CHW,PIT,B,,,2.96,-0.58,Erich Bacchus,0.031,r
132981,SL,20200826,80.0,-2.24,5.19,45.0,650391,641341,single,hit_into_play,8.0,R,R,CHW,PIT,X,7.0,ground_ball,-0.23,2.16,Erich Bacchus,0.265,
132982,CH,20200826,85.2,-2.11,5.33,242.0,547989,641341,home_run,hit_into_play,1.0,R,R,CHW,PIT,X,,line_drive,-0.77,2.96,Erich Bacchus,1.532,
