,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
577632,CH,20190507,86.2,-1.51,5.79,234.0,542340,584171,field_out,hit_into_play,13.0,L,R,BAL,BOS,X,2.0,ground_ball,-1.29,2.1,Ryan Additon,-0.175
577633,FF,20190507,92.2,-1.56,5.65,209.0,542340,584171,,foul,6.0,L,R,BAL,BOS,S,,,0.78,2.49,Ryan Additon,0.0
577634,FF,20190507,92.6,-1.33,5.71,202.0,542340,584171,,ball,12.0,L,R,BAL,BOS,B,,,1.69,3.13,Ryan Additon,0.019
577635,SL,20190507,85.4,-1.3,5.87,163.0,542340,584171,,swinging_strike,14.0,L,R,BAL,BOS,S,,,1.31,1.76,Ryan Additon,-0.052
577636,CH,20190507,84.8,-1.47,5.88,237.0,542340,584171,,called_strike,13.0,L,R,BAL,BOS,S,,,-0.94,2.36,Ryan Additon,-0.039
577637,SL,20190507,82.3,-2.22,5.97,127.0,593428,605276,field_out,hit_into_play,6.0,R,R,BAL,BOS,X,2.0,popup,0.31,2.3,Ryan Additon,-0.099
577638,SL,20190507,82.2,-2.33,5.94,104.0,593428,605276,,ball,14.0,R,R,BAL,BOS,B,,,1.11,-0.05,Ryan Additon,0.019
577639,FF,20190507,92.0,-2.09,6.01,181.0,593428,605276,,foul,2.0,R,R,BAL,BOS,S,,,-0.01,3.35,Ryan Additon,-0.028
577640,FF,20190507,92.4,-2.27,5.92,187.0,593428,605276,,foul,6.0,R,R,BAL,BOS,S,,,0.57,2.27,Ryan Additon,-0.021
577641,SL,20190507,82.2,-2.24,6.05,116.0,593428,605276,,ball,14.0,R,R,BAL,BOS,B,,,1.39,0.45,Ryan Additon,0.015
577642,FF,20190507,93.5,-2.32,5.86,197.0,519048,605276,field_out,hit_into_play,6.0,L,R,BAL,BOS,X,7.0,fly_ball,0.36,2.47,Ryan Additon,-0.125
577643,FF,20190507,93.2,-2.14,5.92,198.0,519048,605276,,swinging_strike,2.0,L,R,BAL,BOS,S,,,0.04,3.31,Ryan Additon,-0.044
577644,FF,20190507,92.7,-2.28,5.93,191.0,519048,605276,,ball,12.0,L,R,BAL,BOS,B,,,0.97,3.87,Ryan Additon,0.022
577645,CU,20190507,77.0,-2.34,6.12,59.0,519048,605276,,called_strike,4.0,L,R,BAL,BOS,S,,,-0.75,2.6,Ryan Additon,-0.03
577646,FF,20190507,92.5,-2.32,6.02,203.0,502110,605276,home_run,hit_into_play,7.0,R,R,BAL,BOS,X,,fly_ball,-0.5,1.84,Ryan Additon,1.707
577647,FF,20190507,93.1,-2.2,5.9,190.0,605141,605276,walk,ball,14.0,R,R,BAL,BOS,B,,,0.4,1.07,Ryan Additon,0.157
577648,FF,20190507,92.1,-2.16,5.9,190.0,605141,605276,,ball,14.0,R,R,BAL,BOS,B,,,1.89,1.31,Ryan Additon,0.083
577649,SL,20190507,81.9,-2.39,6.03,95.0,605141,605276,,called_strike,5.0,R,R,BAL,BOS,S,,,0.09,2.34,Ryan Additon,-0.046
577650,SL,20190507,83.6,-2.34,5.98,133.0,605141,605276,,ball,14.0,R,R,BAL,BOS,B,,,1.27,0.83,Ryan Additon,0.049
577651,FF,20190507,91.9,-2.25,6.05,187.0,605141,605276,,ball,14.0,R,R,BAL,BOS,B,,,1.16,1.72,Ryan Additon,0.028
577652,FF,20190507,93.0,-2.26,6.0,187.0,643217,605276,field_out,hit_into_play,2.0,L,R,BAL,BOS,X,6.0,ground_ball,-0.25,3.26,Ryan Additon,-0.175
577653,SL,20190507,84.0,-2.23,5.93,132.0,643217,605276,,foul,9.0,L,R,BAL,BOS,S,,,0.42,1.8,Ryan Additon,0.0
577654,FF,20190507,92.0,-2.35,6.04,190.0,643217,605276,,ball,11.0,L,R,BAL,BOS,B,,,-0.72,4.79,Ryan Additon,0.019
577655,FF,20190507,92.4,-2.31,5.99,197.0,643217,605276,,called_strike,13.0,L,R,BAL,BOS,S,,,-0.84,2.33,Ryan Additon,-0.052
577656,FF,20190507,92.1,-2.25,6.02,193.0,643217,605276,,foul,5.0,L,R,BAL,BOS,S,,,-0.17,2.13,Ryan Additon,-0.039
650474,FF,20190418,94.9,2.02,6.06,175.0,543063,448281,strikeout,swinging_strike,11.0,L,L,WAS,SF,S,2.0,,-0.58,4.06,Ryan Additon,-0.283
650475,FF,20190418,93.6,2.08,6.0,180.0,543063,448281,,foul,2.0,L,L,WAS,SF,S,,,-0.23,2.96,Ryan Additon,-0.104
650476,FF,20190418,94.0,2.13,6.02,173.0,543063,448281,,foul,2.0,L,L,WAS,SF,S,,,-0.15,2.89,Ryan Additon,-0.071
650477,FF,20190418,95.2,1.94,6.02,175.0,446334,448281,single,hit_into_play,5.0,R,L,WAS,SF,X,9.0,line_drive,-0.23,2.57,Ryan Additon,1.078
650478,FF,20190418,93.3,2.03,5.96,170.0,446334,448281,,foul,2.0,R,L,WAS,SF,S,,,0.11,2.95,Ryan Additon,-0.072
650479,SL,20190418,81.2,2.52,5.74,237.0,467827,448281,single,hit_into_play,13.0,L,L,WAS,SF,X,8.0,line_drive,-1.17,1.93,Ryan Additon,0.389
650480,FF,20190418,94.8,1.92,6.08,176.0,467827,448281,,foul,4.0,L,L,WAS,SF,S,,,-0.45,2.36,Ryan Additon,0.0
650481,FF,20190418,94.9,2.03,6.07,178.0,467827,448281,,foul,11.0,L,L,WAS,SF,S,,,-1.04,3.34,Ryan Additon,0.0
650482,FF,20190418,91.3,2.13,6.01,158.0,467827,448281,,foul,14.0,L,L,WAS,SF,S,,,1.1,2.16,Ryan Additon,-0.064
650483,FF,20190418,92.8,2.13,6.03,176.0,467827,448281,,foul,7.0,L,L,WAS,SF,S,,,-0.71,2.05,Ryan Additon,-0.041
650484,FF,20190418,93.4,1.99,5.99,175.0,607680,448281,strikeout,called_strike,8.0,R,L,WAS,SF,S,2.0,,-0.06,1.89,Ryan Additon,-0.278
650485,FF,20190418,93.1,2.05,6.0,171.0,607680,448281,,foul,12.0,R,L,WAS,SF,S,,,0.01,3.51,Ryan Additon,-0.086
650486,FS,20190418,79.9,2.46,5.62,138.0,607680,448281,,blocked_ball,13.0,R,L,WAS,SF,B,,,-0.84,0.67,Ryan Additon,0.064
650487,FF,20190418,92.9,2.18,5.97,166.0,607680,448281,,foul,1.0,R,L,WAS,SF,S,,,-0.3,3.35,Ryan Additon,-0.061
650488,FF,20190418,93.0,2.08,5.99,167.0,607680,448281,,ball,12.0,R,L,WAS,SF,B,,,0.62,3.47,Ryan Additon,0.043
650489,FF,20190418,92.7,2.06,5.99,170.0,592122,448281,single,hit_into_play,7.0,R,L,WAS,SF,X,8.0,line_drive,-0.43,1.92,Ryan Additon,0.278
650490,FF,20190418,92.0,2.09,5.98,180.0,592122,448281,,called_strike,2.0,R,L,WAS,SF,S,,,0.17,3.39,Ryan Additon,-0.037
650491,FF,20190418,92.5,2.03,5.99,179.0,592122,448281,,ball,14.0,R,L,WAS,SF,B,,,0.57,-0.19,Ryan Additon,0.028
650492,SL,20190418,78.7,2.59,5.8,254.0,621453,448281,field_out,hit_into_play,4.0,L,L,WAS,SF,X,5.0,ground_ball,-0.72,2.21,Ryan Additon,-0.208
650493,FF,20190418,91.6,2.29,6.0,166.0,621453,448281,,foul,2.0,L,L,WAS,SF,S,,,0.24,3.14,Ryan Additon,-0.039
650494,FC,20190418,91.4,-1.56,6.24,156.0,645302,453343,field_out,hit_into_play,8.0,R,R,WAS,SF,X,5.0,ground_ball,0.25,1.92,Ryan Additon,-0.528
650495,KC,20190418,82.4,-1.34,6.31,27.0,645302,453343,,ball,9.0,R,R,WAS,SF,B,,,0.68,1.55,Ryan Additon,0.025
650496,KC,20190418,82.5,-1.59,6.24,27.0,572191,453343,strikeout,called_strike,6.0,R,R,WAS,SF,S,2.0,,0.8,2.59,Ryan Additon,-0.574
650497,KC,20190418,81.6,-1.59,6.32,10.0,572191,453343,,called_strike,4.0,R,R,WAS,SF,S,,,-0.4,2.12,Ryan Additon,-0.14
650498,KC,20190418,82.2,-1.48,6.33,25.0,572191,453343,,called_strike,5.0,R,R,WAS,SF,S,,,-0.06,2.46,Ryan Additon,-0.094
650499,KC,20190418,82.5,-1.4,6.35,10.0,572191,453343,,ball,14.0,R,R,WAS,SF,B,,,0.87,1.57,Ryan Additon,0.08
650500,FF,20190418,92.2,-1.62,6.38,208.0,572191,453343,,ball,11.0,R,R,WAS,SF,B,,,-1.36,2.84,Ryan Additon,0.051
650501,FC,20190418,92.3,-1.71,6.31,182.0,435062,453343,strikeout,swinging_strike,11.0,R,R,WAS,SF,S,2.0,,-0.81,3.53,Ryan Additon,-0.35
650502,FC,20190418,91.5,-1.44,6.33,172.0,435062,453343,,foul,2.0,R,R,WAS,SF,S,,,0.05,2.82,Ryan Additon,-0.16
650503,FC,20190418,92.3,-1.67,6.32,192.0,435062,453343,,called_strike,6.0,R,R,WAS,SF,S,,,0.79,2.51,Ryan Additon,-0.078
650504,FF,20190418,90.7,2.19,5.96,166.0,594694,664157,walk,ball,11.0,R,L,WAS,SF,B,,,-0.06,4.03,Ryan Additon,0.161
650505,CU,20190418,80.1,2.25,5.83,331.0,594694,664157,,blocked_ball,13.0,R,L,WAS,SF,B,,,-1.57,0.74,Ryan Additon,0.168
650506,FF,20190418,91.9,2.26,5.79,160.0,594694,664157,,ball,11.0,R,L,WAS,SF,B,,,-0.28,4.22,Ryan Additon,0.038
650507,FF,20190418,91.0,2.33,5.8,162.0,594694,664157,,ball,12.0,R,L,WAS,SF,B,,,0.13,3.82,Ryan Additon,0.037
650508,FF,20190418,91.4,2.22,5.76,162.0,572821,664157,double,hit_into_play,2.0,R,L,WAS,SF,X,7.0,line_drive,0.11,2.47,Ryan Additon,0.566
650509,FF,20190418,90.8,2.19,5.7,169.0,572821,664157,,foul,11.0,R,L,WAS,SF,S,,,-0.14,3.31,Ryan Additon,0.0
650510,FF,20190418,91.1,2.27,5.72,159.0,572821,664157,,ball,12.0,R,L,WAS,SF,B,,,1.54,3.04,Ryan Additon,0.102
650511,FF,20190418,91.6,2.28,5.85,168.0,572821,664157,,ball,12.0,R,L,WAS,SF,B,,,1.34,4.24,Ryan Additon,0.042
650512,CU,20190418,78.9,2.28,5.77,338.0,572821,664157,,called_strike,2.0,R,L,WAS,SF,S,,,0.01,2.78,Ryan Additon,-0.061
650513,CU,20190418,78.2,2.23,5.78,328.0,572821,664157,,ball,12.0,R,L,WAS,SF,B,,,1.6,5.31,Ryan Additon,0.027
650514,FF,20190418,90.5,2.22,5.74,164.0,572821,664157,,called_strike,3.0,R,L,WAS,SF,S,,,0.6,2.76,Ryan Additon,-0.039
650515,FF,20190418,93.1,-1.9,5.85,206.0,457763,607457,field_out,hit_into_play,12.0,R,R,WAS,SF,X,3.0,ground_ball,0.93,2.64,Ryan Additon,-0.295
650516,SL,20190418,83.2,-2.07,5.78,108.0,457763,607457,,called_strike,5.0,R,R,WAS,SF,S,,,0.25,2.84,Ryan Additon,-0.042
650517,SL,20190418,82.2,2.51,6.14,249.0,456124,571578,double,hit_into_play,7.0,R,L,WAS,SF,X,7.0,line_drive,-0.45,1.8,Ryan Additon,1.07
650518,FT,20190418,91.9,2.39,6.21,120.0,456124,571578,,foul,6.0,R,L,WAS,SF,S,,,0.35,2.93,Ryan Additon,0.0
650519,FT,20190418,91.1,2.53,6.12,128.0,456124,571578,,foul,13.0,R,L,WAS,SF,S,,,0.0,1.14,Ryan Additon,-0.071
650520,FT,20190418,91.1,2.48,6.19,126.0,456124,571578,,blocked_ball,14.0,R,L,WAS,SF,B,,,0.91,0.69,Ryan Additon,0.033
650521,SL,20190418,79.2,2.52,6.18,274.0,456124,571578,,blocked_ball,13.0,R,L,WAS,SF,B,,,-0.21,0.29,Ryan Additon,0.017
650522,SL,20190418,81.0,2.6,6.25,226.0,456124,571578,,foul,8.0,R,L,WAS,SF,S,,,0.1,2.01,Ryan Additon,-0.042
650523,FT,20190418,92.0,2.52,6.13,130.0,500208,571578,field_out,hit_into_play,9.0,R,L,WAS,SF,X,9.0,line_drive,0.83,1.83,Ryan Additon,-0.251
650524,SL,20190418,81.0,2.45,6.15,305.0,500208,571578,,foul,13.0,R,L,WAS,SF,S,,,-1.2,0.3,Ryan Additon,0.0
650525,SL,20190418,81.1,2.52,6.05,250.0,500208,571578,,blocked_ball,13.0,R,L,WAS,SF,B,,,-2.03,-0.8,Ryan Additon,0.03
650526,FF,20190418,92.1,2.36,6.16,143.0,500208,571578,,foul,11.0,R,L,WAS,SF,S,,,-0.27,3.48,Ryan Additon,0.0
650527,FF,20190418,90.9,2.52,6.23,149.0,500208,571578,,foul,12.0,R,L,WAS,SF,S,,,0.24,3.93,Ryan Additon,0.0
650528,SL,20190418,80.0,2.35,6.2,253.0,500208,571578,,foul,13.0,R,L,WAS,SF,S,,,-1.35,0.91,Ryan Additon,-0.078
650529,SL,20190418,80.9,2.61,6.22,249.0,500208,571578,,foul,7.0,R,L,WAS,SF,S,,,-0.71,1.86,Ryan Additon,-0.054
650530,SL,20190418,83.3,2.5,6.19,296.0,543063,571578,field_out,hit_into_play,5.0,L,L,WAS,SF,X,3.0,ground_ball,-0.08,2.73,Ryan Additon,-0.462
650531,FT,20190418,92.3,2.34,6.21,131.0,543063,571578,,foul,4.0,L,L,WAS,SF,S,,,-0.69,2.58,Ryan Additon,0.0
650532,FT,20190418,91.1,2.27,6.22,130.0,543063,571578,,called_strike,7.0,L,L,WAS,SF,S,,,-0.39,1.95,Ryan Additon,-0.122
650533,FT,20190418,90.9,2.36,6.24,130.0,543063,571578,,foul,4.0,L,L,WAS,SF,S,,,-0.32,2.72,Ryan Additon,-0.106
650534,SL,20190418,82.2,2.47,6.29,221.0,543063,571578,,ball,13.0,L,L,WAS,SF,B,,,-1.36,1.58,Ryan Additon,0.113
650535,FF,20190418,90.9,2.32,6.24,151.0,543063,571578,,ball,13.0,L,L,WAS,SF,B,,,-1.53,1.91,Ryan Additon,0.071
650536,SL,20190418,82.2,2.34,6.3,265.0,446334,571578,hit_by_pitch,hit_by_pitch,13.0,R,L,WAS,SF,B,,,-1.88,0.68,Ryan Additon,0.443
650537,FT,20190418,90.2,2.31,6.39,120.0,446334,571578,,called_strike,5.0,R,L,WAS,SF,S,,,0.12,2.73,Ryan Additon,-0.073
650538,FF,20190418,90.5,2.23,6.39,148.0,446334,571578,,ball,13.0,R,L,WAS,SF,B,,,-1.06,2.28,Ryan Additon,0.054
650539,CH,20190418,82.3,2.42,6.41,119.0,446334,571578,,ball,14.0,R,L,WAS,SF,B,,,1.21,0.97,Ryan Additon,0.027
650540,FT,20190418,88.6,2.45,6.44,129.0,446334,571578,,called_strike,9.0,R,L,WAS,SF,S,,,0.37,2.01,Ryan Additon,-0.039
650541,CH,20190418,88.1,-2.18,5.37,258.0,543228,473879,strikeout,swinging_strike,13.0,R,R,WAS,SF,S,2.0,,-0.92,2.22,Ryan Additon,-0.14
650542,FC,20190418,92.2,-2.24,5.38,172.0,543228,473879,,foul,12.0,R,R,WAS,SF,S,,,1.12,2.84,Ryan Additon,-0.064
650543,SI,20190418,94.9,-2.24,5.43,253.0,543228,473879,,called_strike,6.0,R,R,WAS,SF,S,,,0.29,2.53,Ryan Additon,-0.041
650544,SI,20190418,95.8,-2.17,5.42,251.0,475582,473879,walk,ball,11.0,R,R,WAS,SF,B,,,-1.56,3.45,Ryan Additon,0.072
650545,SI,20190418,95.9,-2.25,5.53,251.0,475582,473879,,ball,11.0,R,R,WAS,SF,B,,,-1.83,3.2,Ryan Additon,0.04
650546,SI,20190418,95.9,-2.2,5.44,265.0,475582,473879,,foul,11.0,R,R,WAS,SF,S,,,-1.36,2.55,Ryan Additon,-0.023
650547,FF,20190418,94.2,-2.2,5.43,214.0,475582,473879,,ball,11.0,R,R,WAS,SF,B,,,-0.76,3.58,Ryan Additon,0.025
650548,FF,20190418,95.3,-2.14,5.59,203.0,475582,473879,,ball,12.0,R,R,WAS,SF,B,,,1.29,2.64,Ryan Additon,0.015
650549,FC,20190418,92.6,-2.15,5.62,164.0,665742,473879,field_out,hit_into_play,3.0,L,R,WAS,SF,X,7.0,fly_ball,0.42,2.98,Ryan Additon,-0.206
650550,FC,20190418,92.7,-2.16,5.57,166.0,665742,473879,,ball,12.0,L,R,WAS,SF,B,,,1.8,3.53,Ryan Additon,0.028
650551,CH,20190418,88.4,-2.11,5.45,261.0,543685,473879,strikeout,swinging_strike,14.0,R,R,WAS,SF,S,2.0,,0.96,1.63,Ryan Additon,-0.157
650552,FC,20190418,92.0,-2.16,5.65,163.0,543685,473879,,foul,2.0,R,R,WAS,SF,S,,,0.2,3.12,Ryan Additon,0.0
650553,FC,20190418,92.2,-2.15,5.64,171.0,543685,473879,,called_strike,2.0,R,R,WAS,SF,S,,,0.14,2.98,Ryan Additon,-0.052
650554,SI,20190418,93.8,-2.22,5.58,254.0,543685,473879,,called_strike,11.0,R,R,WAS,SF,S,,,-0.86,2.41,Ryan Additon,-0.039
650555,FT,20190418,91.7,2.21,6.21,131.0,474832,571578,strikeout,called_strike,13.0,L,L,WAS,SF,S,2.0,,-1.0,2.1,Ryan Additon,-0.081
650556,SL,20190418,81.2,2.54,6.22,292.0,474832,571578,,called_strike,8.0,L,L,WAS,SF,S,,,0.18,1.57,Ryan Additon,-0.028
650557,FF,20190418,91.3,2.36,6.35,151.0,474832,571578,,swinging_strike,4.0,L,L,WAS,SF,S,,,-0.28,2.76,Ryan Additon,-0.021
650558,SL,20190418,79.8,2.41,6.32,298.0,474832,571578,,ball,13.0,L,L,WAS,SF,B,,,-0.97,1.09,Ryan Additon,0.015
650559,FF,20190418,91.5,2.45,6.22,159.0,607680,571578,field_out,hit_into_play,4.0,R,L,WAS,SF,X,6.0,popup,-0.33,2.51,Ryan Additon,-0.125
650560,SL,20190418,81.7,2.38,6.26,296.0,607680,571578,,foul,13.0,R,L,WAS,SF,S,,,-1.2,1.91,Ryan Additon,0.0
650561,FT,20190418,91.2,2.42,6.26,133.0,607680,571578,,foul,14.0,R,L,WAS,SF,S,,,0.98,1.48,Ryan Additon,0.0
650562,FT,20190418,90.3,2.36,6.29,137.0,607680,571578,,foul,13.0,R,L,WAS,SF,S,,,-0.34,1.42,Ryan Additon,-0.044
650563,SL,20190418,81.4,2.48,6.3,264.0,607680,571578,,ball,13.0,R,L,WAS,SF,B,,,-2.04,-0.84,Ryan Additon,0.022
650564,CU,20190418,66.5,2.46,6.59,247.0,607680,571578,,called_strike,8.0,R,L,WAS,SF,S,,,0.11,1.99,Ryan Additon,-0.03
650565,FT,20190418,89.6,2.37,6.43,129.0,592122,571578,field_out,hit_into_play,9.0,R,L,WAS,SF,X,5.0,ground_ball,0.29,1.65,Ryan Additon,-0.285
650566,FT,20190418,89.1,2.31,6.45,131.0,592122,571578,,ball,14.0,R,L,WAS,SF,B,,,0.28,1.3,Ryan Additon,0.037
650567,SI,20190418,95.5,-2.21,5.56,259.0,645302,473879,field_out,hit_into_play,7.0,R,R,WAS,SF,X,5.0,ground_ball,-0.66,1.83,Ryan Additon,-0.345
650568,SI,20190418,96.2,-2.23,5.58,260.0,645302,473879,,ball,13.0,R,R,WAS,SF,B,,,-1.95,1.75,Ryan Additon,0.033
650569,FF,20190418,95.0,-2.14,5.51,222.0,645302,473879,,foul,5.0,R,R,WAS,SF,S,,,-0.26,2.57,Ryan Additon,-0.052
650570,SI,20190418,94.9,-2.15,5.48,242.0,645302,473879,,ball,12.0,R,R,WAS,SF,B,,,2.01,2.59,Ryan Additon,0.026
650571,FF,20190418,94.9,-2.11,5.54,206.0,572191,473879,strikeout,swinging_strike,3.0,R,R,WAS,SF,S,2.0,,0.45,2.96,Ryan Additon,-0.266
650572,SL,20190418,82.9,-2.2,5.63,63.0,572191,473879,,ball,11.0,R,R,WAS,SF,B,,,-0.59,3.77,Ryan Additon,0.03
650573,SI,20190418,94.7,-2.07,5.62,236.0,572191,473879,,swinging_strike,3.0,R,R,WAS,SF,S,,,0.32,2.89,Ryan Additon,-0.078
650574,SI,20190418,94.7,-2.29,5.5,262.0,572191,473879,,foul,2.0,R,R,WAS,SF,S,,,-0.15,3.0,Ryan Additon,-0.054
650575,FC,20190418,91.9,-2.29,5.74,193.0,571578,473879,sac_bunt,hit_into_play,12.0,L,R,WAS,SF,X,5.0,ground_ball,1.24,3.17,Ryan Additon,-0.1
650576,SI,20190418,92.4,-2.32,5.72,266.0,594694,473879,single,hit_into_play,4.0,L,R,WAS,SF,X,7.0,ground_ball,-0.34,2.3,Ryan Additon,0.408
650577,FF,20190418,91.7,2.22,6.38,155.0,621453,571578,strikeout,called_strike,13.0,L,L,WAS,SF,S,2.0,,-0.92,2.01,Ryan Additon,-0.099
650578,FT,20190418,91.1,2.39,6.29,114.0,621453,571578,,foul,9.0,L,L,WAS,SF,S,,,0.71,2.16,Ryan Additon,-0.033
650579,FF,20190418,89.8,2.35,6.38,144.0,621453,571578,,called_strike,8.0,L,L,WAS,SF,S,,,0.04,1.86,Ryan Additon,-0.023
650580,FF,20190418,91.2,2.43,6.46,157.0,621453,571578,,ball,11.0,L,L,WAS,SF,B,,,-1.06,3.1,Ryan Additon,0.025
650581,SL,20190418,78.3,2.54,6.38,307.0,621453,571578,,ball,13.0,L,L,WAS,SF,B,,,-0.2,0.89,Ryan Additon,0.015
650582,FT,20190418,90.7,2.45,6.34,119.0,467055,571578,field_out,hit_into_play,14.0,R,L,WAS,SF,X,9.0,fly_ball,1.25,1.75,Ryan Additon,-0.147
650583,CU,20190418,66.8,2.58,6.61,271.0,467055,571578,,called_strike,5.0,R,L,WAS,SF,S,,,-0.26,2.31,Ryan Additon,-0.03
650584,FF,20190418,90.8,2.49,6.33,140.0,456124,571578,field_out,hit_into_play,12.0,R,L,WAS,SF,X,8.0,fly_ball,1.13,2.94,Ryan Additon,-0.175
650585,SL,20190418,80.5,2.83,6.28,294.0,456124,571578,,called_strike,9.0,R,L,WAS,SF,S,,,0.35,2.06,Ryan Additon,-0.061
650586,CU,20190418,66.5,2.62,6.46,276.0,456124,571578,,ball,13.0,R,L,WAS,SF,B,,,-0.66,0.02,Ryan Additon,0.027
650587,FT,20190418,88.9,2.42,6.45,137.0,456124,571578,,called_strike,14.0,R,L,WAS,SF,S,,,1.04,2.05,Ryan Additon,-0.039
650588,FF,20190418,94.1,-2.93,5.38,207.0,572821,641627,field_out,hit_into_play,12.0,R,R,WAS,SF,X,5.0,popup,0.21,3.16,Ryan Additon,-0.89
650589,CU,20190418,78.6,-2.79,5.42,37.0,572821,641627,,ball,14.0,R,R,WAS,SF,B,,,2.55,1.51,Ryan Additon,0.115
650590,FF,20190418,93.8,2.47,6.17,158.0,543228,519141,walk,ball,14.0,R,L,WAS,SF,B,,,1.44,1.42,Ryan Additon,0.842
650591,FF,20190418,93.8,2.48,6.19,160.0,543228,519141,,called_strike,3.0,R,L,WAS,SF,S,,,0.72,3.24,Ryan Additon,-0.212
650592,KC,20190418,83.7,2.49,6.1,345.0,543228,519141,,ball,13.0,R,L,WAS,SF,B,,,-0.94,0.98,Ryan Additon,0.298
650593,KC,20190418,81.8,2.43,6.2,340.0,543228,519141,,ball,12.0,R,L,WAS,SF,B,,,0.18,3.63,Ryan Additon,0.173
650594,FF,20190418,93.3,2.42,6.19,156.0,543228,519141,,called_strike,7.0,R,L,WAS,SF,S,,,-0.31,1.44,Ryan Additon,-0.22
650595,KC,20190418,82.3,2.51,6.23,343.0,543228,519141,,ball,11.0,R,L,WAS,SF,B,,,-0.12,3.44,Ryan Additon,0.115
650596,FF,20190418,93.6,2.54,6.34,158.0,475582,519141,strikeout,called_strike,6.0,R,L,WAS,SF,S,2.0,,0.52,2.36,Ryan Additon,-0.599
650597,KC,20190418,82.6,2.48,6.14,340.0,475582,519141,,called_strike,7.0,R,L,WAS,SF,S,,,-0.76,1.85,Ryan Additon,-0.218
650598,KC,20190418,81.9,2.54,6.23,353.0,475582,519141,,swinging_strike,7.0,R,L,WAS,SF,S,,,-0.53,1.7,Ryan Additon,-0.139
650599,KC,20190418,81.0,2.51,6.21,341.0,475582,519141,,ball,13.0,R,L,WAS,SF,B,,,-1.78,2.21,Ryan Additon,0.099
650600,FT,20190418,90.8,2.75,6.21,139.0,665742,519141,hit_by_pitch,hit_by_pitch,12.0,L,L,WAS,SF,B,,,1.77,3.64,Ryan Additon,0.246
650601,FC,20190418,87.9,2.83,6.08,181.0,543685,519141,field_out,hit_into_play,4.0,R,L,WAS,SF,X,4.0,popup,-0.67,2.36,Ryan Additon,-0.404
650602,FC,20190418,87.5,2.55,6.29,157.0,645302,519141,double,hit_into_play,5.0,R,L,WAS,SF,X,7.0,line_drive,-0.03,2.69,Ryan Additon,1.042
650603,KC,20190418,81.4,2.51,6.22,342.0,645302,519141,,ball,13.0,R,L,WAS,SF,B,,,-0.96,1.25,Ryan Additon,0.071
650604,KC,20190418,81.0,2.65,6.3,3.0,572191,519141,single,hit_into_play,4.0,R,L,WAS,SF,X,1.0,ground_ball,-0.45,2.32,Ryan Additon,0.408
650605,FF,20190418,91.2,2.37,6.29,146.0,500208,571578,field_out,hit_into_play,13.0,R,L,WAS,SF,X,5.0,ground_ball,-0.84,2.23,Ryan Additon,-0.337
650606,SL,20190418,79.7,2.67,6.3,264.0,543063,571578,field_out,hit_into_play,8.0,L,L,WAS,SF,X,9.0,line_drive,-0.24,1.99,Ryan Additon,-0.353
650607,FF,20190418,91.1,2.36,6.19,144.0,446334,571578,double,hit_into_play,8.0,R,L,WAS,SF,X,8.0,line_drive,0.14,1.93,Ryan Additon,0.454
650608,SL,20190418,77.4,2.45,6.45,317.0,446334,571578,,called_strike,8.0,R,L,WAS,SF,S,,,0.19,1.89,Ryan Additon,-0.03
650609,FF,20190418,92.0,2.17,6.31,155.0,474832,571578,strikeout,called_strike,11.0,L,L,WAS,SF,S,2.0,,-1.16,2.41,Ryan Additon,-0.319
650610,FF,20190418,92.6,2.31,6.32,147.0,474832,571578,,foul,5.0,L,L,WAS,SF,S,,,-0.22,2.37,Ryan Additon,0.0
650611,FT,20190418,91.7,2.25,6.22,140.0,474832,571578,,ball,11.0,L,L,WAS,SF,B,,,-1.34,2.52,Ryan Additon,0.102
650612,SL,20190418,82.8,2.61,6.22,278.0,474832,571578,,ball,13.0,L,L,WAS,SF,B,,,-0.66,0.65,Ryan Additon,0.042
650613,SL,20190418,82.9,2.38,6.23,282.0,474832,571578,,ball,13.0,L,L,WAS,SF,B,,,-1.77,0.97,Ryan Additon,0.019
650614,FF,20190418,90.6,2.43,6.39,154.0,474832,571578,,called_strike,4.0,L,L,WAS,SF,S,,,-0.74,2.4,Ryan Additon,-0.052
650615,FF,20190418,90.8,2.3,6.45,160.0,474832,571578,,called_strike,13.0,L,L,WAS,SF,S,,,-1.06,1.93,Ryan Additon,-0.039
650616,FF,20190418,92.7,2.55,6.21,155.0,571578,519141,strikeout,swinging_strike,5.0,L,L,WAS,SF,S,2.0,,-0.02,2.79,Ryan Additon,-0.081
650617,KC,20190418,80.8,2.68,6.19,349.0,571578,519141,,swinging_strike,13.0,L,L,WAS,SF,S,,,-0.49,1.04,Ryan Additon,-0.028
650618,KC,20190418,81.3,2.56,6.21,354.0,571578,519141,,ball,13.0,L,L,WAS,SF,B,,,-1.27,1.33,Ryan Additon,0.012
650619,FF,20190418,91.5,2.67,6.21,160.0,571578,519141,,called_strike,2.0,L,L,WAS,SF,S,,,-0.13,3.3,Ryan Additon,-0.019
650620,FT,20190418,91.3,2.57,6.23,138.0,594694,519141,home_run,hit_into_play,5.0,R,L,WAS,SF,X,,fly_ball,-0.18,2.16,Ryan Additon,0.943
