,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
44672,39089,FF,20200918,98.9,-1.62,6.1,202.0,642082,607192,,foul,5.0,L,R,BAL,TB,S,,,-0.19,2.82,Ryan Wills,-0.041
44673,39090,FF,20200918,98.1,-1.34,6.12,187.0,663624,607192,walk,ball,14.0,R,R,BAL,TB,B,,,0.51,1.43,Ryan Wills,0.116
44674,39091,FF,20200918,96.7,-1.43,6.22,212.0,663624,607192,,called_strike,6.0,R,R,BAL,TB,S,,,0.63,2.37,Ryan Wills,-0.041
44675,39092,FF,20200918,96.7,-1.5,6.12,193.0,663624,607192,,called_strike,8.0,R,R,BAL,TB,S,,,0.27,1.86,Ryan Wills,-0.023
44676,39093,FF,20200918,96.8,-1.37,6.19,190.0,663624,607192,,ball,13.0,R,R,BAL,TB,B,,,-0.65,1.1,Ryan Wills,0.042
44677,39094,FF,20200918,96.5,-1.38,6.21,180.0,663624,607192,,ball,14.0,R,R,BAL,TB,B,,,1.08,2.22,Ryan Wills,0.027
44678,39095,CU,20200918,82.5,-1.42,6.32,1.0,663624,607192,,ball,14.0,R,R,BAL,TB,B,,,0.26,-0.21,Ryan Wills,0.018
44679,39096,CU,20200918,83.7,-1.51,6.34,19.0,621466,607192,strikeout,swinging_strike,9.0,L,R,BAL,TB,S,2.0,,0.28,1.45,Ryan Wills,-0.118
44680,39097,CU,20200918,84.2,-1.44,6.28,10.0,621466,607192,,ball,14.0,L,R,BAL,TB,B,,,0.63,-0.91,Ryan Wills,0.015
44681,39098,FF,20200918,96.9,-1.6,6.11,185.0,621466,607192,,foul,2.0,L,R,BAL,TB,S,,,0.22,2.95,Ryan Wills,0.0
44682,39099,CU,20200918,83.1,-1.56,6.33,113.0,621466,607192,,swinging_strike,14.0,L,R,BAL,TB,S,,,0.53,-1.31,Ryan Wills,-0.039
44683,39100,FF,20200918,95.8,-1.64,6.17,178.0,621466,607192,,foul,6.0,L,R,BAL,TB,S,,,0.69,2.5,Ryan Wills,-0.026
44684,39101,FF,20200918,95.8,-1.46,6.17,192.0,593643,607192,field_out,hit_into_play,9.0,R,R,BAL,TB,X,1.0,ground_ball,0.43,1.84,Ryan Wills,-0.351
44685,39102,FF,20200918,95.3,-1.52,6.19,190.0,593643,607192,,ball,11.0,R,R,BAL,TB,B,,,-0.17,3.88,Ryan Wills,0.06
44686,39103,CU,20200918,79.2,-1.53,6.47,26.0,593643,607192,,ball,12.0,R,R,BAL,TB,B,,,0.03,4.15,Ryan Wills,0.041
44687,39104,FS,20200918,86.3,-1.93,6.33,229.0,663993,502171,grounded_into_double_play,hit_into_play,5.0,L,R,BAL,TB,X,4.0,ground_ball,0.15,2.32,Ryan Wills,-0.535
44688,39105,SI,20200918,92.1,-1.85,6.22,216.0,663993,502171,,ball,12.0,L,R,BAL,TB,B,,,0.63,3.6,Ryan Wills,0.074
44689,39106,KC,20200918,81.6,-1.96,6.16,16.0,663993,502171,,swinging_strike_blocked,14.0,L,R,BAL,TB,S,,,0.66,0.81,Ryan Wills,-0.078
44690,39107,SI,20200918,92.0,-1.98,6.21,215.0,670712,502171,fielders_choice,hit_into_play,4.0,R,R,BAL,TB,X,5.0,ground_ball,-0.56,2.17,Ryan Wills,-0.31
44691,39108,SI,20200918,92.4,-1.96,6.19,212.0,670712,502171,,foul,6.0,R,R,BAL,TB,S,,,0.65,2.29,Ryan Wills,0.0
44692,39109,SI,20200918,93.2,-1.86,6.18,212.0,670712,502171,,ball,14.0,R,R,BAL,TB,B,,,0.51,0.79,Ryan Wills,0.037
44693,39110,FS,20200918,87.7,-1.83,6.21,229.0,670712,502171,,blocked_ball,13.0,R,R,BAL,TB,B,,,0.0,-0.53,Ryan Wills,0.016
44694,39111,SI,20200918,92.5,-1.91,6.23,215.0,670712,502171,,called_strike,7.0,R,R,BAL,TB,S,,,-0.83,1.75,Ryan Wills,-0.059
44695,39112,SI,20200918,92.2,-1.82,6.14,215.0,670712,502171,,foul,8.0,R,R,BAL,TB,S,,,0.07,2.09,Ryan Wills,-0.044
44696,39113,FS,20200918,86.0,-2.04,6.32,240.0,664040,502171,single,hit_into_play,6.0,L,R,BAL,TB,X,9.0,line_drive,0.76,2.43,Ryan Wills,0.508
44697,39114,KC,20200918,82.5,-1.89,6.23,23.0,664040,502171,,ball,12.0,L,R,BAL,TB,B,,,0.96,2.62,Ryan Wills,0.033
44698,39115,FS,20200918,85.4,-2.0,6.34,242.0,668227,502171,strikeout,swinging_strike,3.0,R,R,BAL,TB,S,2.0,,0.65,3.21,Ryan Wills,-0.549
44699,39116,SI,20200918,92.2,-1.91,6.26,214.0,668227,502171,,foul,11.0,R,R,BAL,TB,S,,,-1.55,3.27,Ryan Wills,0.0
44700,39117,SI,20200918,92.6,-1.9,6.21,210.0,668227,502171,,foul,13.0,R,R,BAL,TB,S,,,-0.89,1.91,Ryan Wills,-0.094
44701,39118,SI,20200918,92.4,-1.92,6.18,229.0,668227,502171,,ball,13.0,R,R,BAL,TB,B,,,-0.95,1.23,Ryan Wills,0.158
44702,39119,SI,20200918,92.3,-1.76,6.24,212.0,668227,502171,,swinging_strike,7.0,R,R,BAL,TB,S,,,-0.58,1.64,Ryan Wills,-0.016
44703,39120,KC,20200918,83.0,-1.8,6.28,11.0,668227,502171,,ball,14.0,R,R,BAL,TB,B,,,0.92,1.9,Ryan Wills,0.064
44704,39121,SI,20200918,92.9,-1.8,6.24,214.0,668227,502171,,ball,13.0,R,R,BAL,TB,B,,,-1.25,1.13,Ryan Wills,-0.006
44705,39122,SI,20200918,92.1,-1.92,6.16,216.0,660294,502171,triple,hit_into_play,6.0,L,R,BAL,TB,X,9.0,fly_ball,0.46,2.51,Ryan Wills,0.884
44706,39123,SI,20200918,90.9,-1.91,6.22,217.0,660294,502171,,foul_tip,1.0,L,R,BAL,TB,S,,,-0.29,2.95,Ryan Wills,-0.094
44707,39124,FS,20200918,86.3,-1.98,6.29,230.0,660294,502171,,ball,14.0,L,R,BAL,TB,B,,,1.02,1.4,Ryan Wills,0.122
44708,39125,FS,20200918,86.5,-1.9,6.21,222.0,660294,502171,,ball,14.0,L,R,BAL,TB,B,,,0.06,0.29,Ryan Wills,0.051
44709,39126,FS,20200918,87.5,-1.99,6.26,228.0,660294,502171,,ball,13.0,L,R,BAL,TB,B,,,-0.44,0.22,Ryan Wills,0.032
44710,39127,SI,20200918,92.3,-1.86,6.26,210.0,660294,502171,,called_strike,7.0,L,R,BAL,TB,S,,,-0.29,1.92,Ryan Wills,-0.042
44711,39128,FF,20200918,98.5,-1.57,6.04,185.0,656775,607192,field_out,hit_into_play,7.0,L,R,BAL,TB,X,7.0,fly_ball,-0.39,1.96,Ryan Wills,-0.861
44712,39129,FF,20200918,99.4,-1.57,6.14,189.0,656775,607192,,ball,14.0,L,R,BAL,TB,B,,,0.23,0.91,Ryan Wills,0.156
44713,39130,FF,20200918,97.2,-1.56,6.08,198.0,656775,607192,,foul,9.0,L,R,BAL,TB,S,,,0.73,1.69,Ryan Wills,-0.141
44714,39131,CU,20200918,82.2,-1.49,6.33,14.0,656775,607192,,ball,12.0,L,R,BAL,TB,B,,,1.21,2.81,Ryan Wills,0.109
44715,39132,FF,20200918,98.8,-1.52,6.0,194.0,623205,607192,strikeout,swinging_strike,4.0,L,R,BAL,TB,S,2.0,,-0.61,2.53,Ryan Wills,-0.635
44716,39133,FF,20200918,98.8,-1.46,6.1,192.0,623205,607192,,foul,6.0,L,R,BAL,TB,S,,,0.42,2.18,Ryan Wills,0.0
44717,39134,CU,20200918,85.9,-1.38,6.25,4.0,623205,607192,,blocked_ball,14.0,L,R,BAL,TB,B,,,1.4,-0.22,Ryan Wills,0.071
44718,39135,FF,20200918,99.3,-1.67,6.09,199.0,623205,607192,,called_strike,8.0,L,R,BAL,TB,S,,,-0.15,1.87,Ryan Wills,-0.179
44719,39136,FF,20200918,98.0,-1.61,6.16,195.0,623205,607192,,swinging_strike,5.0,L,R,BAL,TB,S,,,0.19,2.47,Ryan Wills,-0.218
44720,39137,CU,20200918,83.8,-1.35,6.35,5.0,623205,607192,,blocked_ball,14.0,L,R,BAL,TB,B,,,0.93,0.82,Ryan Wills,0.099
44721,39138,FF,20200918,98.9,-1.28,6.15,189.0,592407,607192,strikeout,called_strike,9.0,R,R,BAL,TB,S,2.0,,0.3,1.64,Ryan Wills,-0.672
44722,39139,FF,20200918,98.4,-1.46,6.15,188.0,592407,607192,,foul,2.0,R,R,BAL,TB,S,,,-0.02,2.92,Ryan Wills,-0.269
44723,39140,FF,20200918,99.8,-1.24,6.15,189.0,592407,607192,,ball,9.0,R,R,BAL,TB,B,,,0.36,1.43,Ryan Wills,0.216
44724,39141,FF,20200918,97.8,-1.17,6.11,196.0,592407,607192,,called_strike,5.0,R,R,BAL,TB,S,,,-0.13,2.04,Ryan Wills,-0.118
44725,39142,CU,20200918,82.5,-1.38,6.29,18.0,592407,607192,,ball,14.0,R,R,BAL,TB,B,,,1.24,1.71,Ryan Wills,0.071
44726,39143,FF,20200918,98.4,-1.55,6.11,190.0,547004,607192,single,hit_into_play,5.0,L,R,BAL,TB,X,8.0,line_drive,0.25,2.44,Ryan Wills,0.948
44727,39144,FF,20200918,99.9,-1.29,6.14,188.0,669720,607192,walk,ball,14.0,R,R,BAL,TB,B,,,1.1,0.97,Ryan Wills,0.37
44728,39145,CU,20200918,81.9,-1.29,6.35,16.0,669720,607192,,foul,2.0,R,R,BAL,TB,S,,,-0.04,2.9,Ryan Wills,0.0
44729,39146,CU,20200918,84.5,-1.33,6.32,14.0,669720,607192,,blocked_ball,14.0,R,R,BAL,TB,B,,,0.88,0.28,Ryan Wills,0.142
44730,39147,FF,20200918,98.1,-1.32,6.22,190.0,669720,607192,,foul,3.0,R,R,BAL,TB,S,,,0.46,3.2,Ryan Wills,0.0
44731,39148,CU,20200918,85.0,-1.26,6.35,15.0,669720,607192,,ball,14.0,R,R,BAL,TB,B,,,1.52,0.47,Ryan Wills,0.069
44732,39149,CU,20200918,83.5,-1.39,6.34,8.0,669720,607192,,swinging_strike_blocked,14.0,R,R,BAL,TB,S,,,0.14,0.51,Ryan Wills,-0.08
44733,39150,FF,20200918,97.3,-1.51,6.14,191.0,669720,607192,,foul,1.0,R,R,BAL,TB,S,,,-0.4,3.21,Ryan Wills,-0.071
44734,39151,FF,20200918,97.2,-1.46,6.24,193.0,669720,607192,,ball,12.0,R,R,BAL,TB,B,,,0.55,3.92,Ryan Wills,0.039
44735,39152,CU,20200918,82.2,-1.67,6.41,30.0,642082,607192,single,hit_into_play,7.0,L,R,BAL,TB,X,8.0,ground_ball,-0.36,2.03,Ryan Wills,0.439
44736,39153,FF,20200918,95.9,-1.58,6.21,192.0,642082,607192,,called_strike,5.0,L,R,BAL,TB,S,,,-0.01,2.62,Ryan Wills,-0.042
44737,39154,SI,20200918,93.2,-1.72,6.21,213.0,605421,502171,field_out,hit_into_play,6.0,L,R,BAL,TB,X,9.0,line_drive,0.56,2.14,Ryan Wills,-0.112
44738,39155,KC,20200918,83.1,-1.8,6.26,27.0,642715,502171,field_out,hit_into_play,8.0,R,R,BAL,TB,X,6.0,ground_ball,-0.11,2.01,Ryan Wills,-0.168
44739,39156,SI,20200918,93.1,-1.79,6.2,217.0,592669,502171,strikeout,called_strike,6.0,R,R,BAL,TB,S,2.0,,0.81,2.2,Ryan Wills,-0.215
44740,39157,SI,20200918,93.1,-1.71,6.28,211.0,592669,502171,,foul,14.0,R,R,BAL,TB,S,,,1.11,2.26,Ryan Wills,0.0
44741,39158,FS,20200918,88.1,-1.86,6.35,217.0,592669,502171,,foul,7.0,R,R,BAL,TB,S,,,-0.81,2.01,Ryan Wills,0.0
44742,39159,FS,20200918,87.8,-2.0,6.29,226.0,592669,502171,,ball,14.0,R,R,BAL,TB,B,,,0.26,1.1,Ryan Wills,0.035
44743,39160,SI,20200918,92.0,-1.83,6.2,214.0,592669,502171,,ball,12.0,R,R,BAL,TB,B,,,1.18,2.74,Ryan Wills,0.027
44744,39161,KC,20200918,82.8,-1.79,6.14,29.0,592669,502171,,swinging_strike,14.0,R,R,BAL,TB,S,,,0.28,0.15,Ryan Wills,-0.056
44745,39162,SI,20200918,92.5,-1.76,6.33,211.0,592669,502171,,called_strike,2.0,R,R,BAL,TB,S,,,0.11,2.89,Ryan Wills,-0.042
44746,39163,CU,20200918,83.3,-1.25,6.39,13.0,663624,607192,strikeout,swinging_strike,9.0,R,R,BAL,TB,S,2.0,,0.61,1.78,Ryan Wills,-0.263
44747,39164,FF,20200918,98.9,-1.18,6.26,183.0,663624,607192,,foul,8.0,R,R,BAL,TB,S,,,0.01,2.13,Ryan Wills,0.0
44748,39165,CU,20200918,83.2,-1.35,6.4,14.0,663624,607192,,foul,14.0,R,R,BAL,TB,S,,,1.27,1.68,Ryan Wills,0.0
44749,39166,FF,20200918,97.7,-1.28,6.22,186.0,663624,607192,,called_strike,8.0,R,R,BAL,TB,S,,,0.13,1.55,Ryan Wills,-0.092
44750,39167,FF,20200918,97.9,-1.15,6.23,186.0,663624,607192,,ball,14.0,R,R,BAL,TB,B,,,1.19,1.96,Ryan Wills,0.03
44751,39168,FF,20200918,96.9,-1.32,6.22,193.0,663624,607192,,foul,2.0,R,R,BAL,TB,S,,,-0.19,3.38,Ryan Wills,-0.048
44752,39169,FF,20200918,96.4,-1.25,6.32,197.0,663624,607192,,ball,12.0,R,R,BAL,TB,B,,,1.01,3.36,Ryan Wills,0.04
44753,39170,FF,20200918,97.3,-1.51,6.15,189.0,621466,607192,strikeout,swinging_strike,5.0,L,R,BAL,TB,S,2.0,,0.11,2.46,Ryan Wills,-0.392
44754,39171,FF,20200918,97.8,-1.42,6.15,191.0,621466,607192,,foul,14.0,L,R,BAL,TB,S,,,0.9,2.04,Ryan Wills,0.0
44755,39172,FF,20200918,98.9,-1.76,6.08,195.0,621466,607192,,blocked_ball,13.0,L,R,BAL,TB,B,,,0.0,0.46,Ryan Wills,0.106
44756,39173,FF,20200918,100.9,-1.64,6.03,200.0,621466,607192,,ball,14.0,L,R,BAL,TB,B,,,0.96,0.34,Ryan Wills,0.037
44757,39174,CU,20200918,82.8,-1.39,6.35,15.0,621466,607192,,foul,9.0,L,R,BAL,TB,S,,,0.3,1.72,Ryan Wills,0.0
44758,39175,FF,20200918,100.1,-1.49,6.17,190.0,621466,607192,,foul,12.0,L,R,BAL,TB,S,,,0.99,2.8,Ryan Wills,0.0
44759,39176,CU,20200918,83.5,-1.41,6.36,18.0,621466,607192,,blocked_ball,14.0,L,R,BAL,TB,B,,,0.52,0.46,Ryan Wills,0.016
44760,39177,CU,20200918,84.1,-1.47,6.48,19.0,621466,607192,,foul,5.0,L,R,BAL,TB,S,,,0.2,2.02,Ryan Wills,0.0
44761,39178,FF,20200918,97.0,-1.51,6.29,190.0,621466,607192,,called_strike,8.0,L,R,BAL,TB,S,,,-0.24,1.35,Ryan Wills,-0.059
44762,39179,FF,20200918,97.6,-1.68,6.17,199.0,621466,607192,,called_strike,9.0,L,R,BAL,TB,S,,,0.41,1.51,Ryan Wills,-0.044
44763,39180,CU,20200918,83.6,-1.46,6.47,13.0,593643,607192,single,hit_into_play,14.0,R,R,BAL,TB,X,1.0,ground_ball,1.58,1.05,Ryan Wills,0.33
44764,39181,FF,20200918,97.4,-1.58,6.29,205.0,593643,607192,,foul,9.0,R,R,BAL,TB,S,,,0.32,1.75,Ryan Wills,-0.039
44765,39182,FF,20200918,96.4,-1.58,6.34,193.0,593643,607192,,called_strike,9.0,R,R,BAL,TB,S,,,0.32,1.68,Ryan Wills,-0.026
44766,39183,FF,20200918,98.3,-1.82,6.2,196.0,656775,607192,strikeout,called_strike,9.0,L,R,BAL,TB,S,2.0,,0.5,1.8,Ryan Wills,-0.18
44767,39184,FF,20200918,96.9,-1.76,6.31,200.0,656775,607192,,foul,7.0,L,R,BAL,TB,S,,,-0.77,1.91,Ryan Wills,-0.06
44768,39185,FF,20200918,95.1,-1.77,6.33,198.0,656775,607192,,foul,7.0,L,R,BAL,TB,S,,,-0.43,1.6,Ryan Wills,-0.05
44769,39186,FF,20200918,96.5,-1.83,6.39,199.0,656775,607192,,ball,11.0,L,R,BAL,TB,B,,,-1.71,3.77,Ryan Wills,0.041
44770,39187,KC,20200918,81.7,-1.88,6.18,34.0,622534,502171,field_out,hit_into_play,6.0,R,R,BAL,TB,X,1.0,ground_ball,0.48,2.4,Ryan Wills,-0.264
44771,39188,SI,20200918,93.6,-2.04,6.18,211.0,622534,502171,,foul,12.0,R,R,BAL,TB,S,,,0.86,2.62,Ryan Wills,-0.116
44772,39189,KC,20200918,82.7,-1.91,6.36,26.0,622534,502171,,called_strike,6.0,R,R,BAL,TB,S,,,0.53,2.66,Ryan Wills,-0.086
44773,39190,SI,20200918,92.9,-2.02,6.23,215.0,663993,502171,single,hit_into_play,9.0,L,R,BAL,TB,X,9.0,line_drive,0.53,1.77,Ryan Wills,0.724
44774,39191,SI,20200918,93.0,-2.0,6.23,210.0,663993,502171,,ball,14.0,L,R,BAL,TB,B,,,1.09,2.42,Ryan Wills,0.057
44775,39192,FS,20200918,88.3,-2.02,6.25,216.0,663993,502171,,ball,14.0,L,R,BAL,TB,B,,,0.84,1.09,Ryan Wills,0.061
44776,39193,SI,20200918,93.1,-1.83,6.22,218.0,663993,502171,,ball,14.0,L,R,BAL,TB,B,,,0.88,1.66,Ryan Wills,0.055
44777,39194,FS,20200918,88.6,-1.96,6.25,227.0,670712,502171,walk,blocked_ball,14.0,R,R,BAL,TB,B,,,0.05,-0.04,Ryan Wills,0.116
44778,39195,SI,20200918,92.8,-1.94,6.25,213.0,670712,502171,,called_strike,5.0,R,R,BAL,TB,S,,,0.01,2.55,Ryan Wills,-0.033
44779,39196,SI,20200918,92.9,-2.03,6.22,212.0,670712,502171,,ball,2.0,R,R,BAL,TB,B,,,-0.21,3.14,Ryan Wills,0.064
44780,39197,SI,20200918,92.9,-1.95,6.29,214.0,670712,502171,,ball,11.0,R,R,BAL,TB,B,,,-1.37,3.13,Ryan Wills,0.044
44781,39198,SI,20200918,93.4,-1.94,6.25,218.0,670712,502171,,ball,14.0,R,R,BAL,TB,B,,,0.62,1.03,Ryan Wills,0.033
44782,39199,FS,20200918,88.6,-2.13,6.34,226.0,664040,502171,single,hit_into_play,1.0,L,R,BAL,TB,X,9.0,line_drive,-0.62,2.82,Ryan Wills,0.121
44783,39200,SI,20200918,93.3,-1.88,6.25,214.0,664040,502171,,ball,12.0,L,R,BAL,TB,B,,,0.94,2.41,Ryan Wills,0.018
44784,39201,SI,20200918,93.3,-1.99,6.27,215.0,668227,502171,field_out,hit_into_play,5.0,R,R,BAL,TB,X,6.0,ground_ball,0.12,2.62,Ryan Wills,-0.234
44785,39202,SI,20200918,93.7,-1.82,6.25,213.0,668227,502171,,ball,14.0,R,R,BAL,TB,B,,,1.3,1.1,Ryan Wills,0.04
44786,39203,KC,20200918,82.4,-1.77,6.28,14.0,668227,502171,,ball,14.0,R,R,BAL,TB,B,,,1.29,-0.89,Ryan Wills,0.027
44787,39204,SI,20200918,92.7,-1.99,6.21,214.0,660294,502171,strikeout,called_strike,3.0,L,R,BAL,TB,S,2.0,,0.55,2.82,Ryan Wills,-0.215
44788,39205,FS,20200918,89.0,-2.04,6.27,217.0,660294,502171,,ball,13.0,L,R,BAL,TB,B,,,-0.65,0.82,Ryan Wills,0.035
44789,39206,SI,20200918,92.7,-2.03,6.18,215.0,660294,502171,,called_strike,6.0,L,R,BAL,TB,S,,,0.33,2.67,Ryan Wills,-0.06
44790,39207,SI,20200918,92.6,-1.9,6.25,214.0,660294,502171,,swinging_strike,2.0,L,R,BAL,TB,S,,,0.19,3.2,Ryan Wills,-0.05
44791,39208,SI,20200918,93.1,-1.87,6.23,212.0,660294,502171,,ball,11.0,L,R,BAL,TB,B,,,-1.01,3.18,Ryan Wills,0.041
6031,6573,FF,20211002,96.2,-1.63,6.02,193.0,641933,592858,strikeout,swinging_strike,6.0,R,R,STL,CHC,S,2.0,,0.37,2.51,Ryan Wills,-0.155
6032,6574,KC,20211002,78.1,-1.87,6.03,21.0,641933,592858,,foul,4.0,R,R,STL,CHC,S,,,-0.52,2.23,Ryan Wills,-0.059
6033,6575,FF,20211002,92.0,-1.75,6.02,164.0,641933,592858,,ball,12.0,R,R,STL,CHC,B,,,0.1,3.9,Ryan Wills,0.029
6034,6576,SL,20211002,89.2,-1.65,5.98,174.0,641933,592858,,swinging_strike,2.0,R,R,STL,CHC,S,,,-0.16,3.12,Ryan Wills,-0.041
6035,6577,FF,20211002,95.8,-1.76,6.01,191.0,572761,592858,field_out,hit_into_play,4.0,L,R,STL,CHC,X,7.0,fly_ball,-0.43,2.34,Ryan Wills,-0.499
6036,6578,FF,20211002,94.9,-1.77,5.98,200.0,572761,592858,,called_strike,13.0,L,R,STL,CHC,S,,,-0.89,2.35,Ryan Wills,-0.055
6037,6579,FF,20211002,95.6,-1.69,6.1,189.0,572761,592858,,ball,11.0,L,R,STL,CHC,B,,,-0.36,4.15,Ryan Wills,0.131
6038,6580,FC,20211002,93.3,-1.67,5.98,173.0,572761,592858,,ball,14.0,L,R,STL,CHC,B,,,1.67,1.7,Ryan Wills,0.07
6039,6581,FF,20211002,95.6,-1.77,6.07,192.0,572761,592858,,ball,13.0,L,R,STL,CHC,B,,,-1.05,2.26,Ryan Wills,0.046
6040,6582,KC,20211002,78.8,-1.82,6.05,25.0,664056,592858,strikeout,swinging_strike,8.0,R,R,STL,CHC,S,2.0,,-0.09,1.51,Ryan Wills,-0.332
6041,6583,FF,20211002,95.8,-1.6,6.08,193.0,664056,592858,,foul,2.0,R,R,STL,CHC,S,,,0.26,3.12,Ryan Wills,0.0
6042,6584,FF,20211002,95.3,-1.6,6.11,187.0,664056,592858,,foul,2.0,R,R,STL,CHC,S,,,0.25,3.17,Ryan Wills,-0.109
6043,6585,FC,20211002,91.9,-1.7,6.05,170.0,664056,592858,,blocked_ball,14.0,R,R,STL,CHC,B,,,0.61,0.85,Ryan Wills,0.076
6044,6586,FC,20211002,92.5,-1.76,6.06,175.0,664056,592858,,foul,6.0,R,R,STL,CHC,S,,,0.35,2.48,Ryan Wills,-0.073
6045,6587,FF,20211002,94.3,-1.61,6.09,196.0,664056,592858,,ball,9.0,R,R,STL,CHC,B,,,0.35,1.39,Ryan Wills,0.055
6046,6588,FF,20211002,94.9,-1.67,6.06,180.0,602922,592858,walk,ball,14.0,R,R,STL,CHC,B,,,0.98,1.48,Ryan Wills,0.329
6047,6589,KC,20211002,78.9,-1.72,6.03,17.0,602922,592858,,ball,14.0,R,R,STL,CHC,B,,,0.62,0.32,Ryan Wills,0.101
6048,6590,FF,20211002,95.8,-1.57,6.04,192.0,602922,592858,,ball,8.0,R,R,STL,CHC,B,,,0.08,1.47,Ryan Wills,0.043
6049,6591,KC,20211002,76.6,-1.64,6.12,21.0,602922,592858,,foul,7.0,R,R,STL,CHC,S,,,-0.78,2.0,Ryan Wills,0.0
6050,6592,FF,20211002,94.5,-1.54,6.24,185.0,602922,592858,,ball,11.0,R,R,STL,CHC,B,,,-0.33,4.36,Ryan Wills,0.022
6051,6593,FC,20211002,91.9,-1.62,6.13,174.0,602922,592858,,swinging_strike,1.0,R,R,STL,CHC,S,,,-0.45,3.1,Ryan Wills,-0.052
6052,6594,FC,20211002,92.3,-1.64,6.14,178.0,602922,592858,,called_strike,2.0,R,R,STL,CHC,S,,,-0.06,3.46,Ryan Wills,-0.038
6053,6595,SI,20211002,97.5,-2.56,6.34,208.0,622110,472610,field_out,hit_into_play,5.0,R,R,STL,CHC,X,6.0,ground_ball,0.21,2.4,Ryan Wills,-0.143
6054,6596,SI,20211002,97.2,-2.56,6.37,213.0,622110,472610,,ball,11.0,R,R,STL,CHC,B,,,-1.15,3.63,Ryan Wills,0.024
6055,6597,SL,20211002,84.3,-2.52,6.42,67.0,622110,472610,,ball,11.0,R,R,STL,CHC,B,,,-1.38,4.05,Ryan Wills,0.016
6056,6598,SI,20211002,97.6,-2.6,6.3,216.0,664023,472610,home_run,hit_into_play,4.0,L,R,STL,CHC,X,,fly_ball,-0.42,2.61,Ryan Wills,1.791
6057,6599,FS,20211002,88.2,-2.37,6.42,222.0,664023,472610,,blocked_ball,13.0,L,R,STL,CHC,B,,,-0.06,0.61,Ryan Wills,0.05
6058,6600,FS,20211002,87.3,-2.39,6.5,218.0,664023,472610,,ball,13.0,L,R,STL,CHC,B,,,-1.26,2.35,Ryan Wills,0.036
6059,6601,SI,20211002,99.1,-2.3,6.29,211.0,643524,472610,force_out,hit_into_play,5.0,R,R,STL,CHC,X,5.0,ground_ball,-0.19,2.68,Ryan Wills,-0.311
6060,6602,SL,20211002,87.8,-2.44,6.28,94.0,643524,472610,,foul,2.0,R,R,STL,CHC,S,,,-0.1,3.18,Ryan Wills,0.0
6061,6603,SL,20211002,87.4,-2.43,6.29,84.0,643524,472610,,ball,9.0,R,R,STL,CHC,B,,,0.37,1.62,Ryan Wills,0.051
6062,6604,SI,20211002,98.9,-2.42,6.43,214.0,643524,472610,,foul,2.0,R,R,STL,CHC,S,,,0.07,3.2,Ryan Wills,-0.086
6063,6605,SI,20211002,98.7,-2.37,6.4,213.0,643524,472610,,foul,11.0,R,R,STL,CHC,S,,,-1.03,3.81,Ryan Wills,-0.051
6064,6606,SI,20211002,99.5,-2.35,6.38,209.0,643524,472610,,ball,9.0,R,R,STL,CHC,B,,,0.68,1.89,Ryan Wills,0.046
6065,6607,SI,20211002,99.5,-2.19,6.38,216.0,602080,472610,walk,ball,12.0,R,R,STL,CHC,B,,,1.32,2.26,Ryan Wills,0.214
6066,6608,SI,20211002,98.8,-2.15,6.38,219.0,602080,472610,,ball,14.0,R,R,STL,CHC,B,,,0.92,1.77,Ryan Wills,0.07
6067,6609,SI,20211002,97.9,-2.32,6.51,209.0,602080,472610,,foul,11.0,R,R,STL,CHC,S,,,-1.32,2.94,Ryan Wills,0.0
6068,6610,SL,20211002,86.4,-2.2,6.36,61.0,602080,472610,,ball,14.0,R,R,STL,CHC,B,,,1.96,0.24,Ryan Wills,0.028
6069,6611,SI,20211002,98.5,-2.36,6.41,211.0,602080,472610,,called_strike,8.0,R,R,STL,CHC,S,,,-0.18,1.54,Ryan Wills,-0.043
6070,6612,SI,20211002,98.7,-2.41,6.44,211.0,602080,472610,,ball,11.0,R,R,STL,CHC,B,,,-1.0,3.89,Ryan Wills,0.021
6071,6613,SL,20211002,84.2,-2.52,6.36,68.0,602080,472610,,foul,7.0,R,R,STL,CHC,S,,,-0.43,1.78,Ryan Wills,-0.027
6072,6614,SI,20211002,98.0,-2.49,6.38,216.0,542364,472610,field_out,hit_into_play,11.0,L,R,STL,CHC,X,6.0,ground_ball,-0.92,2.46,Ryan Wills,-0.151
6073,6615,FS,20211002,88.3,-2.34,6.48,225.0,542364,472610,,swinging_strike,14.0,L,R,STL,CHC,S,,,0.27,0.72,Ryan Wills,-0.052
6074,6616,SI,20211002,98.4,-2.44,6.43,213.0,542364,472610,,called_strike,11.0,L,R,STL,CHC,S,,,-0.12,3.48,Ryan Wills,-0.038
6075,6617,CH,20211002,90.1,-1.93,6.18,241.0,657557,592094,field_out,hit_into_play,14.0,R,R,STL,CHC,X,5.0,ground_ball,0.32,1.18,Ryan Wills,-0.085
6076,6618,FF,20211002,94.7,-1.89,5.96,211.0,657557,592094,,swinging_strike,6.0,R,R,STL,CHC,S,,,0.53,2.65,Ryan Wills,-0.018
