,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
32,32,32,32,32,902,SI,20200927,100.3,-1.21,6.4,206.0,663330,660813,,ball,11.0,R,R,LAD,LAA,B,,,-0.98,3.38,Malachi Moore,0.041,0.02,0.1200000000000001,in,in,w
33,33,33,33,33,903,SI,20200927,86.5,2.85,4.3,101.0,666158,571948,field_out,hit_into_play,5.0,L,L,LAD,LAA,X,8.0,line_drive,-0.02,2.62,Malachi Moore,-0.176,0.98,0.8799999999999999,in,in,r
34,34,34,34,34,904,CH,20200927,79.1,2.83,4.31,89.0,666158,571948,,ball,13.0,L,L,LAD,LAA,B,,,-1.45,1.13,Malachi Moore,0.047,0.4499999999999999,0.3700000000000001,out,out,r
35,35,35,35,35,905,CS,20200927,75.0,2.82,4.43,304.0,666158,571948,,ball,13.0,L,L,LAD,LAA,B,,,-1.07,1.06,Malachi Moore,0.021,0.07,0.4399999999999999,out,out,r
36,36,36,36,36,906,SI,20200927,86.9,2.92,4.39,102.0,666158,571948,,ball,12.0,L,L,LAD,LAA,B,,,1.36,2.41,Malachi Moore,0.013,0.3600000000000001,0.91,out,in,r
37,37,37,37,37,907,SI,20200927,87.1,2.76,4.33,102.0,666158,571948,,called_strike,8.0,L,L,LAD,LAA,S,,,-0.16,1.44,Malachi Moore,-0.017,0.84,0.06,in,out,r
38,38,38,38,38,908,SI,20200927,87.5,2.63,4.44,103.0,621458,571948,field_out,hit_into_play,4.0,L,L,LAD,LAA,X,7.0,fly_ball,-0.41,2.53,Malachi Moore,-0.118,0.5900000000000001,0.9700000000000002,in,in,r
39,39,39,39,39,909,CS,20200927,74.7,2.75,4.39,297.0,621458,571948,,called_strike,8.0,L,L,LAD,LAA,S,,,0.14,1.56,Malachi Moore,-0.044,0.86,0.06,in,in,r
40,40,40,40,40,910,CS,20200927,75.5,2.86,4.4,295.0,621458,571948,,swinging_strike,13.0,L,L,LAD,LAA,S,,,-0.92,1.36,Malachi Moore,-0.033,0.0799999999999999,0.1399999999999999,in,out,r
41,41,41,41,41,911,CU,20200927,78.4,2.87,4.43,297.0,621458,571948,,ball,13.0,L,L,LAD,LAA,B,,,-1.61,1.25,Malachi Moore,0.027,0.6100000000000001,0.25,out,out,r
42,42,42,42,42,912,SI,20200927,87.5,2.99,4.38,98.0,608369,571948,field_out,hit_into_play,6.0,L,L,LAD,LAA,X,7.0,fly_ball,0.59,2.48,Malachi Moore,-0.25,0.41,0.98,in,in,r
43,43,43,43,43,913,SI,20200927,88.1,3.01,4.42,101.0,572041,571948,home_run,hit_into_play,5.0,R,L,LAD,LAA,X,,fly_ball,-0.07,2.28,Malachi Moore,1.32,0.93,0.7799999999999998,in,in,r
44,44,44,44,44,914,SI,20200927,85.6,2.72,4.37,100.0,572041,571948,,ball,4.0,R,L,LAD,LAA,B,,,-0.79,2.43,Malachi Moore,0.213,0.2099999999999999,0.9300000000000002,in,in,w
45,45,45,45,45,915,CH,20200927,76.2,3.03,4.32,88.0,572041,571948,,ball,13.0,R,L,LAD,LAA,B,,,-0.5,0.73,Malachi Moore,0.083,0.5,0.77,in,out,r
46,46,46,46,46,916,CS,20200927,74.9,2.85,4.36,289.0,572041,571948,,called_strike,6.0,R,L,LAD,LAA,S,,,0.82,2.69,Malachi Moore,-0.071,0.18,0.81,in,in,r
47,47,47,47,47,917,CS,20200927,75.1,2.71,4.52,289.0,572041,571948,,ball,12.0,R,L,LAD,LAA,B,,,1.01,3.28,Malachi Moore,0.039,0.01,0.2200000000000002,out,in,r
48,48,48,48,48,918,SI,20200927,87.2,2.95,4.37,203.0,592626,571948,single,hit_into_play,4.0,L,L,LAD,LAA,X,8.0,ground_ball,-0.36,2.87,Malachi Moore,0.397,0.64,0.6299999999999999,in,in,r
49,49,49,49,49,919,SI,20200927,97.7,-2.9,6.26,236.0,457708,595014,field_out,hit_into_play,7.0,R,R,LAD,LAA,X,5.0,ground_ball,-0.65,2.1,Malachi Moore,-0.135,0.35,0.6000000000000001,in,in,r
50,50,50,50,50,920,SL,20200927,88.1,-2.93,6.39,59.0,457708,595014,,ball,14.0,R,R,LAD,LAA,B,,,1.41,0.72,Malachi Moore,0.039,0.4099999999999999,0.78,out,out,r
51,51,51,51,51,921,FF,20200927,96.9,-2.88,6.07,261.0,457708,595014,,foul,6.0,R,R,LAD,LAA,S,,,0.4,2.56,Malachi Moore,0.0,0.6,0.94,in,in,r
52,52,52,52,52,922,FC,20200927,93.3,-2.82,6.43,211.0,457708,595014,,swinging_strike,9.0,R,R,LAD,LAA,S,,,0.78,1.95,Malachi Moore,-0.032,0.2199999999999999,0.4499999999999999,in,in,r
53,53,53,53,53,923,SI,20200927,96.8,-2.88,6.11,232.0,457708,595014,,ball,14.0,R,R,LAD,LAA,B,,,0.47,0.9,Malachi Moore,0.021,0.53,0.6,in,out,r
54,54,54,54,54,924,SI,20200927,98.2,-2.88,6.25,232.0,457708,595014,,foul,1.0,R,R,LAD,LAA,S,,,-0.49,3.17,Malachi Moore,-0.022,0.51,0.33,in,in,r
55,55,55,55,55,925,SI,20200927,97.5,-2.87,6.27,239.0,457708,595014,,ball,9.0,R,R,LAD,LAA,B,,,0.68,1.58,Malachi Moore,0.018,0.3199999999999999,0.08,in,in,w
56,56,56,56,56,926,FC,20200927,94.8,-2.9,6.29,197.0,621532,595014,field_out,hit_into_play,2.0,L,R,LAD,LAA,X,1.0,ground_ball,0.08,2.67,Malachi Moore,-0.168,0.92,0.8300000000000001,in,in,r
57,57,57,57,57,927,SL,20200927,88.3,-2.96,6.35,49.0,666176,595014,field_out,hit_into_play,9.0,R,R,LAD,LAA,X,6.0,line_drive,0.75,2.29,Malachi Moore,-0.18,0.25,0.79,in,in,r
58,58,58,58,58,928,SL,20200927,89.3,-3.1,6.23,87.0,666176,595014,,ball,14.0,R,R,LAD,LAA,B,,,1.71,0.38,Malachi Moore,0.027,0.71,1.12,out,out,r
59,59,59,59,59,929,SI,20200927,97.5,-2.91,6.31,229.0,666176,595014,,swinging_strike,13.0,R,R,LAD,LAA,S,,,-0.38,1.58,Malachi Moore,-0.056,0.62,0.08,in,in,r
60,60,60,60,60,930,SI,20200927,96.1,-2.95,6.19,240.0,666176,595014,,foul,7.0,R,R,LAD,LAA,S,,,-0.33,2.33,Malachi Moore,-0.042,0.6699999999999999,0.8300000000000001,in,in,r
61,61,61,61,61,931,FF,20200927,94.6,-1.89,5.78,199.0,605131,606930,field_out,hit_into_play,2.0,R,R,LAD,LAA,X,8.0,fly_ball,0.07,3.29,Malachi Moore,-0.177,0.93,0.2099999999999999,in,in,r
62,62,62,62,62,932,FC,20200927,86.5,-2.0,5.66,144.0,605131,606930,,swinging_strike,14.0,R,R,LAD,LAA,S,,,0.5,0.89,Malachi Moore,-0.057,0.5,0.61,in,out,r
63,63,63,63,63,933,FF,20200927,94.3,-1.89,5.85,195.0,605131,606930,,foul,5.0,R,R,LAD,LAA,S,,,0.08,2.04,Malachi Moore,-0.052,0.92,0.54,in,in,r
64,64,64,64,64,934,FF,20200927,93.7,-1.95,5.74,201.0,605131,606930,,ball,14.0,R,R,LAD,LAA,B,,,0.73,1.38,Malachi Moore,0.033,0.27,0.1200000000000001,in,out,r
65,65,65,65,65,935,FF,20200927,94.2,-1.8,5.8,200.0,571771,606930,field_out,hit_into_play,11.0,R,R,LAD,LAA,X,2.0,popup,-1.08,2.68,Malachi Moore,-0.268,0.08,0.8199999999999998,out,in,w
66,66,66,66,66,936,FC,20200927,87.3,-1.97,5.71,123.0,571771,606930,,swinging_strike,14.0,R,R,LAD,LAA,S,,,1.07,0.98,Malachi Moore,-0.062,0.07,0.52,out,out,r
67,67,67,67,67,937,FC,20200927,89.3,-2.04,5.75,167.0,571771,606930,,ball,13.0,R,R,LAD,LAA,B,,,-0.09,1.45,Malachi Moore,0.031,0.91,0.05,in,out,r
68,68,68,68,68,938,FC,20200927,87.9,-2.04,5.76,149.0,621035,606930,single,hit_into_play,6.0,R,R,LAD,LAA,X,8.0,line_drive,0.56,2.31,Malachi Moore,0.265,0.4399999999999999,0.81,in,in,r
69,69,69,69,69,939,FC,20200927,86.8,-1.96,5.72,140.0,669257,606930,strikeout,swinging_strike_blocked,14.0,R,R,LAD,LAA,S,2.0,,0.34,0.73,Malachi Moore,-0.319,0.6599999999999999,0.77,in,out,r
70,70,70,70,70,940,FF,20200927,93.5,-1.73,5.81,197.0,669257,606930,,ball,13.0,R,R,LAD,LAA,B,,,-0.98,1.29,Malachi Moore,0.103,0.02,0.2099999999999999,in,out,r
71,71,71,71,71,941,FC,20200927,87.7,-2.05,5.7,165.0,669257,606930,,ball,14.0,R,R,LAD,LAA,B,,,1.54,1.16,Malachi Moore,0.035,0.54,0.3400000000000001,out,out,r
72,72,72,72,72,942,FC,20200927,88.1,-2.09,5.75,175.0,669257,606930,,swinging_strike,14.0,R,R,LAD,LAA,S,,,0.69,1.15,Malachi Moore,-0.06,0.31,0.3500000000000001,in,out,r
73,73,73,73,73,943,FF,20200927,92.6,-1.82,5.86,168.0,669257,606930,,ball,11.0,R,R,LAD,LAA,B,,,-0.92,2.81,Malachi Moore,0.032,0.0799999999999999,0.69,in,in,w
74,74,74,74,74,944,FF,20200927,95.1,-2.03,5.9,210.0,669257,606930,,called_strike,6.0,R,R,LAD,LAA,S,,,0.35,2.26,Malachi Moore,-0.042,0.65,0.7599999999999998,in,in,r
75,75,75,75,75,945,SL,20200927,86.1,-0.41,6.48,188.0,660271,520980,field_out,hit_into_play,5.0,L,R,LAD,LAA,X,6.0,popup,0.27,2.48,Malachi Moore,-0.177,0.73,0.98,in,in,r
76,76,76,76,76,946,FF,20200927,93.1,-0.23,6.42,207.0,660271,520980,,ball,11.0,L,R,LAD,LAA,B,,,-0.09,4.5,Malachi Moore,0.018,0.91,1.0,in,out,r
77,77,77,77,77,947,FF,20200927,94.2,-0.46,6.42,211.0,660271,520980,,foul,3.0,L,R,LAD,LAA,S,,,0.69,3.45,Malachi Moore,-0.053,0.31,0.0499999999999998,in,in,r
78,78,78,78,78,948,CH,20200927,87.1,-0.35,6.45,242.0,660271,520980,,called_strike,1.0,L,R,LAD,LAA,S,,,-0.82,3.23,Malachi Moore,-0.041,0.18,0.27,in,in,r
79,79,79,79,79,949,CH,20200927,85.0,-0.3,6.5,223.0,621493,520980,walk,ball,11.0,R,R,LAD,LAA,B,,,-0.69,4.32,Malachi Moore,0.116,0.31,0.8200000000000003,in,out,r
80,80,80,80,80,950,CH,20200927,87.4,-0.36,6.46,217.0,621493,520980,,ball,14.0,R,R,LAD,LAA,B,,,0.05,0.78,Malachi Moore,0.039,0.95,0.72,in,out,r
81,81,81,81,81,951,FF,20200927,93.8,-0.28,6.44,207.0,621493,520980,,foul,6.0,R,R,LAD,LAA,S,,,0.39,2.5,Malachi Moore,0.0,0.61,,in,in,r
82,82,82,82,82,952,FF,20200927,94.3,-0.37,6.45,208.0,621493,520980,,ball,11.0,R,R,LAD,LAA,B,,,-0.07,4.3,Malachi Moore,0.018,0.93,0.7999999999999998,in,out,r
83,83,83,83,83,953,SL,20200927,87.1,-0.31,6.46,200.0,621493,520980,,ball,14.0,R,R,LAD,LAA,B,,,1.11,0.94,Malachi Moore,0.011,0.1100000000000001,0.56,out,out,r
84,84,84,84,84,954,SL,20200927,87.1,-0.3,6.47,189.0,621493,520980,,swinging_strike,14.0,R,R,LAD,LAA,S,,,0.65,1.04,Malachi Moore,-0.027,0.35,0.4599999999999999,in,out,r
85,85,85,85,85,955,SL,20200927,87.5,-0.46,6.45,199.0,621493,520980,,swinging_strike,14.0,R,R,LAD,LAA,S,,,0.45,0.47,Malachi Moore,-0.017,0.55,1.03,in,out,r
86,86,86,86,86,956,CH,20200927,86.2,-0.39,6.43,216.0,665120,520980,field_out,hit_into_play,4.0,L,R,LAD,LAA,X,8.0,fly_ball,-0.45,2.45,Malachi Moore,-0.142,0.55,0.9500000000000002,in,in,r
87,87,87,87,87,957,CH,20200927,86.7,-0.65,6.45,212.0,665120,520980,,swinging_strike,7.0,L,R,LAD,LAA,S,,,-0.29,1.56,Malachi Moore,-0.026,0.71,0.06,in,in,r
88,88,88,88,88,958,SL,20200927,86.3,-0.74,6.5,197.0,664058,520980,field_out,hit_into_play,7.0,R,R,LAD,LAA,X,5.0,ground_ball,-0.33,1.47,Malachi Moore,-0.241,0.6699999999999999,0.03,in,out,w
89,89,89,89,89,959,SL,20200927,84.9,-0.39,6.6,187.0,664058,520980,,called_strike,5.0,R,R,LAD,LAA,S,,,0.27,2.11,Malachi Moore,-0.05,0.73,0.6099999999999999,in,in,r
90,90,90,90,90,960,FF,20200927,92.7,-0.52,6.55,213.0,664058,520980,,ball,11.0,R,R,LAD,LAA,B,,,-1.3,3.59,Malachi Moore,0.041,0.3,0.0899999999999998,out,out,r
91,91,91,91,91,961,SL,20200927,80.6,-1.71,6.25,54.0,571970,592135,field_out,hit_into_play,4.0,L,R,LAD,LAA,X,4.0,ground_ball,-0.31,2.7,Malachi Moore,-0.476,0.69,0.7999999999999998,in,in,r
92,92,92,92,92,962,FS,20200927,84.2,-1.92,6.08,217.0,571970,592135,,ball,11.0,L,R,LAD,LAA,B,,,-1.96,2.52,Malachi Moore,0.058,0.96,0.98,out,in,r
93,93,93,93,93,963,FF,20200927,91.6,-1.66,6.19,201.0,571970,592135,,called_strike,11.0,L,R,LAD,LAA,S,,,-1.1,2.94,Malachi Moore,-0.103,0.1,0.56,out,in,r
94,94,94,94,94,964,SL,20200927,81.0,-1.63,6.1,40.0,571970,592135,,blocked_ball,13.0,L,R,LAD,LAA,B,,,-0.3,0.35,Malachi Moore,0.055,0.7,1.15,in,out,r
95,95,95,95,95,965,FF,20200927,92.5,-1.25,6.31,190.0,457759,592135,walk,ball,12.0,R,R,LAD,LAA,B,,,1.8,2.6,Malachi Moore,0.2,0.8,0.8999999999999999,out,in,r
96,96,96,96,96,966,SL,20200927,84.1,-1.43,6.16,54.0,457759,592135,,ball,14.0,R,R,LAD,LAA,B,,,1.27,1.5,Malachi Moore,0.062,0.27,0.0,out,in,r
97,97,97,97,97,967,FF,20200927,93.2,-1.34,6.31,190.0,457759,592135,,foul,2.0,R,R,LAD,LAA,S,,,0.03,3.31,Malachi Moore,-0.064,0.97,0.1899999999999999,in,in,r
98,98,98,98,98,968,FF,20200927,92.5,-1.34,6.28,195.0,457759,592135,,called_strike,8.0,R,R,LAD,LAA,S,,,-0.09,1.78,Malachi Moore,-0.05,0.91,0.28,in,in,r
99,99,99,99,99,969,SL,20200927,82.1,-1.43,6.13,26.0,457759,592135,,blocked_ball,14.0,R,R,LAD,LAA,B,,,0.78,0.89,Malachi Moore,0.044,0.2199999999999999,0.61,in,out,r
100,100,100,100,100,970,SL,20200927,81.5,-1.61,6.27,28.0,457759,592135,,ball,14.0,R,R,LAD,LAA,B,,,0.22,1.0,Malachi Moore,0.033,0.78,0.5,in,out,r
101,101,101,101,101,971,SL,20200927,80.9,-1.61,6.25,39.0,608369,592135,field_out,hit_into_play,8.0,L,R,LAD,LAA,X,8.0,fly_ball,-0.13,1.63,Malachi Moore,-0.268,0.87,0.1299999999999999,in,in,r
102,102,102,102,102,972,SL,20200927,80.6,-1.73,6.19,50.0,608369,592135,,foul,13.0,L,R,LAD,LAA,S,,,-1.03,1.82,Malachi Moore,-0.062,0.03,0.32,out,in,r
103,103,103,103,103,973,FF,20200927,91.9,-1.5,6.3,200.0,608369,592135,,ball,11.0,L,R,LAD,LAA,B,,,-1.38,2.62,Malachi Moore,0.031,0.3799999999999999,0.8799999999999999,out,in,r
104,104,104,104,104,974,SL,20200927,82.0,-1.49,6.2,35.0,572041,592135,single,hit_into_play,6.0,R,R,LAD,LAA,X,4.0,line_drive,0.7,2.35,Malachi Moore,0.285,0.3,0.8500000000000001,in,in,r
105,105,105,105,105,975,SL,20200927,80.1,-1.67,6.19,38.0,572041,592135,,swinging_strike,14.0,R,R,LAD,LAA,S,,,0.6,1.07,Malachi Moore,-0.047,0.4,0.4299999999999999,in,out,r
106,106,106,106,106,976,SL,20200927,79.0,-1.57,6.25,41.0,572041,592135,,ball,12.0,R,R,LAD,LAA,B,,,0.24,3.9,Malachi Moore,0.033,0.76,0.3999999999999999,in,out,r
107,107,107,107,107,977,FF,20200927,91.4,-1.44,6.35,196.0,572041,592135,,foul,2.0,R,R,LAD,LAA,S,,,0.12,3.21,Malachi Moore,-0.033,0.88,0.29,in,in,r
108,108,108,108,108,978,SL,20200927,79.6,-1.65,6.3,46.0,572041,592135,,ball,11.0,R,R,LAD,LAA,B,,,-0.1,3.84,Malachi Moore,0.027,0.9,0.3399999999999998,in,out,r
109,109,109,109,109,979,FF,20200927,90.9,-1.52,6.3,201.0,592626,592135,field_out,hit_into_play,6.0,L,R,LAD,LAA,X,3.0,ground_ball,0.6,2.77,Malachi Moore,-0.241,0.4,0.73,in,in,r
110,110,110,110,110,980,FF,20200927,91.1,-1.43,6.3,,592626,592135,,ball,14.0,L,R,LAD,LAA,B,,,0.88,1.25,Malachi Moore,0.032,0.12,0.25,in,out,r
111,111,111,111,111,981,SL,20200927,78.7,-1.84,6.31,59.0,592626,592135,,called_strike,11.0,L,R,LAD,LAA,S,,,-0.87,3.16,Malachi Moore,-0.042,0.13,0.3399999999999998,in,in,r
112,112,112,112,112,982,SI,20200927,96.9,-2.44,5.13,242.0,519303,669160,force_out,hit_into_play,1.0,R,R,LAD,LAA,X,6.0,ground_ball,-0.43,3.28,Malachi Moore,-0.25,0.5700000000000001,0.2200000000000002,in,in,r
113,113,113,113,113,983,SI,20200927,98.6,-2.17,5.22,229.0,663330,669160,single,hit_into_play,5.0,R,R,LAD,LAA,X,8.0,line_drive,0.26,2.44,Malachi Moore,0.139,0.74,0.94,in,in,r
114,114,114,114,114,984,FC,20200927,92.1,-2.26,5.18,189.0,457708,669160,grounded_into_double_play,hit_into_play,7.0,R,R,LAD,LAA,X,5.0,ground_ball,-0.34,2.09,Malachi Moore,-0.455,0.6599999999999999,0.5899999999999999,in,in,r
115,115,115,115,115,985,CU,20200927,85.7,-2.2,5.22,48.0,457708,669160,,ball,14.0,R,R,LAD,LAA,B,,,0.94,1.1,Malachi Moore,0.069,0.06,0.3999999999999999,in,out,r
116,116,116,116,116,986,SI,20200927,96.3,-2.28,5.14,241.0,457708,669160,,foul,1.0,R,R,LAD,LAA,S,,,-0.49,3.13,Malachi Moore,-0.08,0.51,0.3700000000000001,in,in,r
117,117,117,117,117,987,SI,20200927,97.3,-2.33,5.2,238.0,457708,669160,,called_strike,7.0,R,R,LAD,LAA,S,,,-0.41,2.12,Malachi Moore,-0.071,0.5900000000000001,0.6200000000000001,in,in,r
118,118,118,118,118,988,SI,20200927,97.4,-2.38,5.16,236.0,457708,669160,,ball,11.0,R,R,LAD,LAA,B,,,-1.39,2.62,Malachi Moore,0.039,0.3899999999999999,0.8799999999999999,out,in,r
119,119,119,119,119,989,SI,20200927,97.6,-2.23,5.33,231.0,621532,669160,walk,ball,14.0,L,R,LAD,LAA,B,,,0.6,1.15,Malachi Moore,0.238,0.4,0.3500000000000001,in,out,r
120,120,120,120,120,990,FC,20200927,91.8,-2.27,5.26,205.0,621532,669160,,ball,14.0,L,R,LAD,LAA,B,,,1.56,2.23,Malachi Moore,0.122,0.56,0.73,out,in,r
121,121,121,121,121,991,FC,20200927,93.1,-2.32,5.37,199.0,621532,669160,,ball,14.0,L,R,LAD,LAA,B,,,1.44,1.32,Malachi Moore,0.051,0.4399999999999999,0.1799999999999999,out,out,r
122,122,122,122,122,992,SI,20200927,96.9,-2.28,5.26,241.0,621532,669160,,foul,8.0,L,R,LAD,LAA,S,,,-0.03,1.96,Malachi Moore,-0.05,0.97,0.4599999999999999,in,in,r
123,123,123,123,123,993,SI,20200927,96.5,-2.22,5.25,244.0,621532,669160,,ball,13.0,L,R,LAD,LAA,B,,,-1.03,2.02,Malachi Moore,0.041,0.03,0.52,out,in,r
