Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,call
118615,SI,20210904,94.2,-1.33,6.01,217.0,606192,642152,,ball,11.0,R,R,TOR,OAK,B,,,-0.94,3.67,Dan Merzel,0.114,r
118616,SI,20210904,94.7,-1.23,6.0,207.0,606192,642152,,ball,11.0,R,R,TOR,OAK,B,,,-0.9,4.21,Dan Merzel,0.089,r
118617,CH,20210904,86.4,-1.26,5.97,260.0,606192,642152,,ball,13.0,R,R,TOR,OAK,B,,,-1.49,1.63,Dan Merzel,0.057,r
118618,CU,20210904,76.0,-1.18,6.17,58.0,666182,642152,hit_by_pitch,hit_by_pitch,11.0,R,R,TOR,OAK,B,,,-1.98,3.95,Dan Merzel,0.237,
118619,SI,20210904,95.3,-1.16,6.01,208.0,666182,642152,,ball,12.0,R,R,TOR,OAK,B,,,0.06,3.94,Dan Merzel,0.029,r
118620,FF,20210904,95.1,-1.16,6.04,222.0,666182,642152,,swinging_strike,11.0,R,R,TOR,OAK,S,,,-0.9,3.81,Dan Merzel,-0.041,
118621,SI,20210904,95.9,-1.28,5.97,216.0,665489,642152,single,hit_into_play,8.0,R,R,TOR,OAK,X,6.0,ground_ball,-0.13,1.96,Dan Merzel,0.106,
118622,SI,20210904,96.2,-1.3,5.96,217.0,665489,642152,,swinging_strike,9.0,R,R,TOR,OAK,S,,,0.68,1.57,Dan Merzel,-0.024,
118623,CH,20210904,88.3,-1.36,5.97,256.0,665489,642152,,ball,14.0,R,R,TOR,OAK,B,,,1.46,1.41,Dan Merzel,0.024,r
118624,FC,20210904,93.7,-1.24,6.08,205.0,665489,642152,,ball,14.0,R,R,TOR,OAK,B,,,1.06,1.75,Dan Merzel,0.016,r
118625,SI,20210904,95.8,-1.15,6.04,223.0,543760,642152,field_out,hit_into_play,1.0,R,R,TOR,OAK,X,7.0,line_drive,-0.35,3.06,Dan Merzel,-0.195,
118626,CH,20210904,85.9,-1.36,6.01,262.0,543760,642152,,ball,13.0,R,R,TOR,OAK,B,,,-1.5,2.35,Dan Merzel,0.038,r
118627,FC,20210904,92.8,-1.34,6.11,199.0,543760,642152,,ball,14.0,R,R,TOR,OAK,B,,,1.17,1.59,Dan Merzel,0.039,r
118628,SI,20210904,94.9,-1.26,6.04,219.0,543760,642152,,foul,5.0,R,R,TOR,OAK,S,,,-0.18,2.13,Dan Merzel,-0.057,
118629,FF,20210904,96.2,-1.53,5.99,224.0,543807,642152,hit_by_pitch,hit_by_pitch,11.0,R,R,TOR,OAK,B,,,-3.37,3.35,Dan Merzel,0.367,
118630,FC,20210904,93.4,-1.24,6.07,208.0,543807,642152,,ball,14.0,R,R,TOR,OAK,B,,,2.75,1.08,Dan Merzel,0.038,r
118631,SI,20210904,95.7,1.64,6.48,141.0,621566,641835,field_out,hit_into_play,9.0,L,L,TOR,OAK,X,6.0,ground_ball,0.52,1.77,Dan Merzel,-0.153,
118632,SI,20210904,94.6,1.74,6.5,134.0,621566,641835,,swinging_strike,1.0,L,L,TOR,OAK,S,,,-0.41,3.52,Dan Merzel,-0.059,
118633,SL,20210904,89.4,1.83,6.27,146.0,621566,641835,,ball,13.0,L,L,TOR,OAK,B,,,-1.92,0.92,Dan Merzel,0.029,r
118634,SI,20210904,94.6,1.75,6.52,140.0,621566,641835,,called_strike,4.0,L,L,TOR,OAK,S,,,-0.54,2.82,Dan Merzel,-0.041,r
118635,SL,20210904,87.7,1.94,6.44,89.0,501981,641835,strikeout,swinging_strike_blocked,13.0,R,L,TOR,OAK,S,2.0,,-0.96,0.68,Dan Merzel,-0.21,
118636,SI,20210904,93.6,1.67,6.48,132.0,501981,641835,,called_strike,13.0,R,L,TOR,OAK,S,,,-1.0,1.89,Dan Merzel,-0.086,r
118637,SI,20210904,92.6,1.62,6.65,143.0,501981,641835,,called_strike,2.0,R,L,TOR,OAK,S,,,0.21,3.48,Dan Merzel,-0.051,r
118638,SI,20210904,92.4,1.77,6.6,141.0,501981,641835,,ball,2.0,R,L,TOR,OAK,B,,,0.21,3.53,Dan Merzel,0.046,r
118639,SL,20210904,86.5,2.04,6.51,104.0,543281,641835,single,hit_into_play,4.0,R,L,TOR,OAK,X,7.0,line_drive,-0.29,2.21,Dan Merzel,0.236,
118640,SI,20210904,94.7,1.69,6.55,138.0,543281,641835,,ball,13.0,R,L,TOR,OAK,B,,,-1.23,1.07,Dan Merzel,0.026,r
118641,SL,20210904,87.7,1.93,6.54,103.0,621450,641835,strikeout,swinging_strike,13.0,R,L,TOR,OAK,S,2.0,,-1.37,1.57,Dan Merzel,-0.216,
118642,SL,20210904,88.3,1.79,6.56,120.0,621450,641835,,ball,13.0,R,L,TOR,OAK,B,,,-1.86,0.39,Dan Merzel,0.043,r
118643,SI,20210904,93.5,1.8,6.61,141.0,621450,641835,,called_strike,5.0,R,L,TOR,OAK,S,,,-0.2,2.24,Dan Merzel,-0.057,r
118644,SI,20210904,92.3,1.72,6.61,141.0,621450,641835,,foul,5.0,R,L,TOR,OAK,S,,,-0.2,2.5,Dan Merzel,-0.049,
118645,SI,20210904,92.2,1.69,6.65,142.0,621450,641835,,ball,7.0,R,L,TOR,OAK,B,,,-0.57,1.5,Dan Merzel,0.038,w
118646,FF,20210904,96.4,2.76,5.75,122.0,643376,518617,field_out,hit_into_play,4.0,R,L,TOR,OAK,X,2.0,popup,-0.68,2.8,Dan Merzel,-0.264,
118647,SI,20210904,96.4,2.71,5.66,123.0,643376,518617,,swinging_strike,11.0,R,L,TOR,OAK,S,,,0.0,3.68,Dan Merzel,-0.069,
118648,SI,20210904,96.5,2.72,5.63,121.0,643376,518617,,ball,13.0,R,L,TOR,OAK,B,,,-0.64,1.2,Dan Merzel,0.077,r
118649,SL,20210904,83.3,3.03,5.67,294.0,643376,518617,,ball,14.0,R,L,TOR,OAK,B,,,0.47,1.03,Dan Merzel,0.041,r
118650,SI,20210904,95.7,2.87,5.61,125.0,643376,518617,,called_strike,2.0,R,L,TOR,OAK,S,,,-0.1,3.16,Dan Merzel,-0.048,r
118651,SL,20210904,82.8,2.89,5.71,297.0,643376,518617,,ball,12.0,R,L,TOR,OAK,B,,,0.46,3.38,Dan Merzel,0.036,w
118652,SI,20210904,96.4,2.67,5.71,120.0,591971,518617,strikeout,called_strike,7.0,R,L,TOR,OAK,S,2.0,,-0.78,1.52,Dan Merzel,-0.378,r
118653,SI,20210904,95.5,2.58,5.62,123.0,591971,518617,,foul,1.0,R,L,TOR,OAK,S,,,-0.55,3.11,Dan Merzel,-0.115,
118654,FF,20210904,95.4,2.76,5.76,122.0,591971,518617,,called_strike,2.0,R,L,TOR,OAK,S,,,-0.11,3.16,Dan Merzel,-0.055,r
118655,SI,20210904,95.1,2.68,5.71,123.0,591971,518617,,ball,12.0,R,L,TOR,OAK,B,,,0.95,3.38,Dan Merzel,0.131,w
118656,SI,20210904,95.5,2.79,5.69,123.0,591971,518617,,ball,12.0,R,L,TOR,OAK,B,,,0.49,3.42,Dan Merzel,0.07,w
118657,SL,20210904,81.6,2.88,5.79,293.0,591971,518617,,ball,12.0,R,L,TOR,OAK,B,,,2.78,4.28,Dan Merzel,0.046,r
118658,FF,20210904,95.5,2.92,5.64,125.0,545341,518617,single,hit_into_play,5.0,R,L,TOR,OAK,X,7.0,line_drive,-0.02,2.22,Dan Merzel,0.289,
118659,SI,20210904,96.2,2.83,5.75,124.0,545341,518617,,called_strike,12.0,R,L,TOR,OAK,S,,,0.35,3.34,Dan Merzel,-0.027,r
118660,FF,20210904,95.1,2.68,5.75,121.0,666971,518617,field_out,hit_into_play,8.0,R,L,TOR,OAK,X,9.0,line_drive,-0.13,1.82,Dan Merzel,-0.173,
118661,SL,20210904,81.8,2.82,5.59,303.0,666971,518617,,ball,14.0,R,L,TOR,OAK,B,,,1.32,0.43,Dan Merzel,0.022,r
118662,SL,20210904,83.3,3.08,5.63,307.0,666971,518617,,foul,13.0,R,L,TOR,OAK,S,,,-0.73,0.99,Dan Merzel,0.0,
118663,SL,20210904,84.4,3.06,5.61,320.0,666971,518617,,swinging_strike,7.0,R,L,TOR,OAK,S,,,-0.58,1.82,Dan Merzel,-0.052,
118664,FF,20210904,96.5,2.87,5.79,124.0,666971,518617,,foul,9.0,R,L,TOR,OAK,S,,,0.35,2.09,Dan Merzel,-0.038,
118665,FF,20210904,96.1,2.56,5.84,124.0,606192,518617,home_run,hit_into_play,1.0,R,L,TOR,OAK,X,,fly_ball,-0.4,3.59,Dan Merzel,2.0,
118666,FF,20210904,96.2,2.72,5.83,120.0,606192,518617,,foul,1.0,R,L,TOR,OAK,S,,,-0.31,3.15,Dan Merzel,0.0,
118667,FF,20210904,96.6,2.44,5.88,121.0,606192,518617,,ball,12.0,R,L,TOR,OAK,B,,,0.25,3.88,Dan Merzel,0.096,r
118668,SL,20210904,82.7,2.83,5.74,314.0,606192,518617,,called_strike,13.0,R,L,TOR,OAK,S,,,-0.6,1.41,Dan Merzel,-0.124,w
118669,SI,20210904,95.9,2.68,5.78,123.0,606192,518617,,called_strike,4.0,R,L,TOR,OAK,S,,,-0.29,2.52,Dan Merzel,-0.104,r
118670,SL,20210904,83.8,2.85,5.75,328.0,606192,518617,,ball,13.0,R,L,TOR,OAK,B,,,-1.03,0.9,Dan Merzel,0.079,r
118671,SI,20210904,96.3,2.78,5.75,124.0,666182,518617,single,hit_into_play,3.0,R,L,TOR,OAK,X,9.0,ground_ball,0.46,2.83,Dan Merzel,0.698,
118672,SI,20210904,96.6,2.67,5.89,124.0,665489,518617,walk,ball,12.0,R,L,TOR,OAK,B,,,0.9,4.04,Dan Merzel,0.251,r
118673,FF,20210904,96.0,2.58,5.93,122.0,665489,518617,,ball,12.0,R,L,TOR,OAK,B,,,1.78,3.88,Dan Merzel,0.113,r
118674,SI,20210904,96.7,2.69,5.77,119.0,665489,518617,,swinging_strike,3.0,R,L,TOR,OAK,S,,,0.62,3.31,Dan Merzel,-0.067,
118675,FF,20210904,95.8,2.58,5.9,125.0,665489,518617,,ball,13.0,R,L,TOR,OAK,B,,,-1.73,1.48,Dan Merzel,0.07,r
118676,FF,20210904,95.2,2.7,5.96,125.0,665489,518617,,ball,6.0,R,L,TOR,OAK,B,,,0.8,2.25,Dan Merzel,0.038,w
118677,SL,20210904,79.1,-3.97,2.15,105.0,669221,643256,force_out,hit_into_play,6.0,R,R,TOR,OAK,X,5.0,ground_ball,0.78,2.35,Dan Merzel,-0.136,
118678,SI,20210904,87.8,-4.01,2.11,283.0,669221,643256,,called_strike,14.0,R,R,TOR,OAK,S,,,0.92,2.17,Dan Merzel,-0.047,r
118679,SL,20210904,77.6,-4.11,2.01,101.0,669221,643256,,foul,7.0,R,R,TOR,OAK,S,,,-0.3,1.79,Dan Merzel,-0.041,
118680,SI,20210904,87.5,-4.19,2.12,282.0,640461,643256,single,hit_into_play,4.0,R,R,TOR,OAK,X,8.0,ground_ball,-0.79,2.81,Dan Merzel,0.67,
118681,SI,20210904,88.1,-4.07,2.09,282.0,640461,643256,,ball,12.0,R,R,TOR,OAK,B,,,1.43,2.49,Dan Merzel,0.039,r
118682,SI,20210904,87.2,-4.04,2.12,276.0,640461,643256,,ball,12.0,R,R,TOR,OAK,B,,,1.01,2.52,Dan Merzel,0.025,r
118683,CU,20210904,83.5,-3.47,5.34,60.0,592192,621244,single,hit_into_play,6.0,R,R,TOR,OAK,X,7.0,line_drive,0.28,2.19,Dan Merzel,0.734,
118684,CU,20210904,84.2,-3.55,5.32,56.0,476704,621244,strikeout,swinging_strike,14.0,L,R,TOR,OAK,S,2.0,,1.2,1.22,Dan Merzel,-0.315,
118685,FF,20210904,94.9,-3.3,5.51,226.0,476704,621244,,ball,13.0,L,R,TOR,OAK,B,,,-1.7,2.49,Dan Merzel,0.046,r
118686,CH,20210904,82.1,-3.25,5.29,263.0,476704,621244,,foul,9.0,L,R,TOR,OAK,S,,,0.56,1.47,Dan Merzel,0.0,
118687,CU,20210904,82.4,-3.4,5.29,55.0,476704,621244,,blocked_ball,13.0,L,R,TOR,OAK,B,,,-0.23,0.06,Dan Merzel,0.039,r
118688,FF,20210904,94.9,-3.32,5.5,216.0,476704,621244,,called_strike,4.0,L,R,TOR,OAK,S,,,-0.7,2.83,Dan Merzel,-0.079,r
118689,CU,20210904,81.3,-3.5,5.31,60.0,476704,621244,,foul,4.0,L,R,TOR,OAK,S,,,-0.82,2.25,Dan Merzel,-0.046,
118690,FF,20210904,95.1,-3.27,5.48,224.0,656305,621244,strikeout,swinging_strike,4.0,R,R,TOR,OAK,S,2.0,,-0.33,2.78,Dan Merzel,-0.376,
118691,CH,20210904,84.1,-3.35,5.32,258.0,656305,621244,,foul,13.0,R,R,TOR,OAK,S,,,-0.92,1.75,Dan Merzel,0.0,
118692,SI,20210904,94.0,-3.07,5.47,218.0,656305,621244,,foul,13.0,R,R,TOR,OAK,S,,,-0.83,1.83,Dan Merzel,0.0,
118693,CU,20210904,82.3,-3.46,5.22,49.0,656305,621244,,ball,14.0,R,R,TOR,OAK,B,,,1.15,1.13,Dan Merzel,0.029,r
118694,CH,20210904,83.1,-3.46,5.19,259.0,656305,621244,,foul,13.0,R,R,TOR,OAK,S,,,-1.01,2.05,Dan Merzel,0.0,
118695,CU,20210904,82.1,-3.39,5.21,59.0,656305,621244,,ball,14.0,R,R,TOR,OAK,B,,,1.15,0.95,Dan Merzel,0.028,r
118696,CU,20210904,79.1,-3.62,5.14,59.0,656305,621244,,foul,5.0,R,R,TOR,OAK,S,,,0.23,2.36,Dan Merzel,-0.082,
118697,FF,20210904,93.0,-3.24,5.46,224.0,656305,621244,,called_strike,13.0,R,R,TOR,OAK,S,,,-0.91,1.75,Dan Merzel,-0.052,r
118698,FF,20210904,93.8,-3.3,5.42,228.0,621566,621244,double,hit_into_play,4.0,L,R,TOR,OAK,X,8.0,fly_ball,-0.62,2.7,Dan Merzel,0.706,
118699,CU,20210904,81.7,-3.49,5.27,53.0,621566,621244,,swinging_strike,9.0,L,R,TOR,OAK,S,,,0.57,1.78,Dan Merzel,-0.057,
118700,FF,20210904,93.2,-3.33,5.4,236.0,621566,621244,,ball,13.0,L,R,TOR,OAK,B,,,-1.69,2.26,Dan Merzel,0.027,r
118701,FF,20210904,93.1,-3.34,5.46,224.0,621566,621244,,foul,4.0,L,R,TOR,OAK,S,,,-0.29,2.56,Dan Merzel,-0.038,
118702,SI,20210904,94.7,-2.39,6.18,224.0,543760,641726,field_out,hit_into_play,9.0,R,R,TOR,OAK,X,6.0,ground_ball,0.33,1.62,Dan Merzel,-0.258,
118703,SI,20210904,94.9,-2.47,6.07,226.0,543760,641726,,foul,5.0,R,R,TOR,OAK,S,,,0.18,2.46,Dan Merzel,-0.071,
118704,CH,20210904,87.3,-2.43,6.1,244.0,543760,641726,,ball,14.0,R,R,TOR,OAK,B,,,1.21,1.21,Dan Merzel,0.04,r
118705,SI,20210904,95.0,-2.47,6.08,225.0,543760,641726,,ball,14.0,R,R,TOR,OAK,B,,,0.76,1.36,Dan Merzel,0.018,r
118706,FC,20210904,92.5,-2.62,6.07,209.0,543760,641726,,called_strike,8.0,R,R,TOR,OAK,S,,,0.02,1.73,Dan Merzel,-0.045,r
118707,FC,20210904,92.4,-2.73,6.01,205.0,543807,641726,field_out,hit_into_play,9.0,R,R,TOR,OAK,X,1.0,ground_ball,0.48,2.1,Dan Merzel,-0.328,
118708,FF,20210904,94.5,-2.65,6.15,222.0,543807,641726,,ball,11.0,R,R,TOR,OAK,B,,,-2.49,2.93,Dan Merzel,0.032,r
118709,FF,20210904,94.2,-2.58,6.1,224.0,643376,641726,double,hit_into_play,5.0,R,R,TOR,OAK,X,8.0,line_drive,0.01,2.76,Dan Merzel,0.416,
118710,SI,20210904,93.1,-2.57,6.17,224.0,643376,641726,,foul,5.0,R,R,TOR,OAK,S,,,0.22,2.46,Dan Merzel,-0.032,
118711,FF,20210904,92.9,-2.64,6.14,219.0,643376,641726,,ball,11.0,R,R,TOR,OAK,B,,,-0.74,3.49,Dan Merzel,0.026,w
118712,CH,20210904,87.4,-2.64,6.03,247.0,591971,641726,field_out,hit_into_play,9.0,L,R,TOR,OAK,X,3.0,line_drive,0.52,1.54,Dan Merzel,-0.23,
118713,CH,20210904,87.4,-2.58,6.02,245.0,591971,641726,,called_strike,5.0,L,R,TOR,OAK,S,,,-0.16,2.48,Dan Merzel,-0.049,r
118714,FF,20210904,91.9,-2.58,6.21,219.0,591971,641726,,ball,11.0,L,R,TOR,OAK,B,,,-1.12,3.97,Dan Merzel,0.038,r
118715,SI,20210904,94.7,-3.23,5.5,228.0,643393,621244,field_out,hit_into_play,8.0,L,R,TOR,OAK,X,8.0,line_drive,0.1,1.67,Dan Merzel,-0.187,
118716,CH,20210904,81.1,-3.45,5.16,263.0,643393,621244,,foul,13.0,L,R,TOR,OAK,S,,,-0.52,1.08,Dan Merzel,0.0,
118717,CU,20210904,81.3,-3.46,5.19,62.0,643393,621244,,foul,13.0,L,R,TOR,OAK,S,,,-0.84,1.54,Dan Merzel,0.0,
118718,SI,20210904,92.4,-3.27,5.52,224.0,643393,621244,,called_strike,8.0,L,R,TOR,OAK,S,,,-0.1,1.51,Dan Merzel,-0.086,r
118719,CH,20210904,83.5,-3.37,5.33,257.0,643393,621244,,called_strike,6.0,L,R,TOR,OAK,S,,,0.35,2.02,Dan Merzel,-0.045,r
118720,CU,20210904,83.1,-3.39,5.29,59.0,543281,621244,double,hit_into_play,14.0,R,R,TOR,OAK,X,7.0,line_drive,0.53,0.76,Dan Merzel,0.23,
118721,CU,20210904,83.8,-3.28,5.38,53.0,543281,621244,,ball,14.0,R,R,TOR,OAK,B,,,1.07,-0.13,Dan Merzel,0.018,r
118722,SI,20210904,92.4,-3.21,5.54,220.0,543281,621244,,foul,8.0,R,R,TOR,OAK,S,,,-0.19,1.75,Dan Merzel,-0.027,
118723,SI,20210904,92.8,-3.23,5.51,220.0,543281,621244,,foul,11.0,R,R,TOR,OAK,S,,,-1.18,2.43,Dan Merzel,-0.02,
118724,CH,20210904,84.7,-3.47,5.33,248.0,543281,621244,,ball,13.0,R,R,TOR,OAK,B,,,-0.62,1.31,Dan Merzel,0.016,r
118725,FF,20210904,93.8,-3.37,5.48,232.0,621450,621244,field_out,hit_into_play,13.0,L,R,TOR,OAK,X,7.0,line_drive,-0.95,2.45,Dan Merzel,-0.239,
118726,FF,20210904,92.9,-3.26,5.46,215.0,621450,621244,,ball,12.0,L,R,TOR,OAK,B,,,0.88,2.71,Dan Merzel,0.05,w
118727,CU,20210904,81.0,-3.52,5.32,54.0,621450,621244,,ball,14.0,L,R,TOR,OAK,B,,,0.23,1.26,Dan Merzel,0.026,r
118728,CU,20210904,82.8,-3.5,5.21,58.0,669221,621244,field_out,hit_into_play,8.0,R,R,TOR,OAK,X,6.0,ground_ball,0.15,1.74,Dan Merzel,-0.216,
118729,CU,20210904,81.9,-3.48,5.33,52.0,669221,621244,,called_strike,7.0,R,R,TOR,OAK,S,,,-0.75,2.08,Dan Merzel,-0.066,r
118730,SI,20210904,92.3,-3.25,5.57,223.0,669221,621244,,ball,11.0,R,R,TOR,OAK,B,,,-1.85,2.72,Dan Merzel,0.052,r
118731,SI,20210904,92.1,-3.09,5.45,222.0,669221,621244,,ball,8.0,R,R,TOR,OAK,B,,,0.02,1.46,Dan Merzel,0.027,r
118732,FF,20210904,93.6,-3.24,5.48,223.0,669221,621244,,foul,6.0,R,R,TOR,OAK,S,,,0.43,2.87,Dan Merzel,-0.038,
118733,CH,20210904,87.5,-2.73,6.05,245.0,572816,641726,field_out,hit_into_play,7.0,L,R,TOR,OAK,X,3.0,ground_ball,-0.29,1.83,Dan Merzel,-0.225,
118734,SI,20210904,93.9,-2.55,6.01,226.0,666971,641726,field_out,hit_into_play,7.0,R,R,TOR,OAK,X,8.0,fly_ball,-0.49,2.17,Dan Merzel,-0.258,
118735,SI,20210904,92.8,-2.65,6.03,227.0,666971,641726,,called_strike,4.0,R,R,TOR,OAK,S,,,-0.76,2.86,Dan Merzel,-0.048,r
118736,SI,20210904,93.9,-2.54,6.16,221.0,606192,641726,hit_by_pitch,hit_by_pitch,11.0,R,R,TOR,OAK,B,,,-2.36,3.81,Dan Merzel,0.29,
118737,FC,20210904,91.0,-2.63,6.06,210.0,606192,641726,,called_strike,5.0,R,R,TOR,OAK,S,,,0.13,2.72,Dan Merzel,-0.027,r
118738,SI,20210904,93.8,-2.58,6.14,224.0,666182,641726,field_out,hit_into_play,1.0,R,R,TOR,OAK,X,9.0,fly_ball,-0.82,3.2,Dan Merzel,-0.23,
118739,CU,20210904,79.5,-2.52,6.19,65.0,666182,641726,,ball,14.0,R,R,TOR,OAK,B,,,1.75,1.04,Dan Merzel,0.027,r
118740,CU,20210904,78.8,-2.52,6.22,77.0,666182,641726,,swinging_strike,2.0,R,R,TOR,OAK,S,,,0.17,3.39,Dan Merzel,-0.038,
118741,FF,20210904,95.1,-3.22,5.69,224.0,640461,621244,strikeout,swinging_strike,11.0,R,R,TOR,OAK,S,2.0,,-0.87,3.7,Dan Merzel,-0.073,
118742,CH,20210904,84.8,-3.36,5.37,255.0,640461,621244,,ball,13.0,R,R,TOR,OAK,B,,,-0.03,1.18,Dan Merzel,0.011,r
118743,SI,20210904,91.8,-3.2,5.48,220.0,640461,621244,,foul,7.0,R,R,TOR,OAK,S,,,-0.29,1.89,Dan Merzel,-0.024,
118744,SI,20210904,92.3,-3.18,5.48,221.0,640461,621244,,called_strike,6.0,R,R,TOR,OAK,S,,,0.67,2.33,Dan Merzel,-0.018,r
118745,CU,20210904,82.8,-3.35,5.34,56.0,592192,621244,field_out,hit_into_play,6.0,R,R,TOR,OAK,X,6.0,ground_ball,0.53,2.66,Dan Merzel,-0.114,
118746,CH,20210904,85.0,-3.31,5.29,252.0,592192,621244,,swinging_strike,13.0,R,R,TOR,OAK,S,,,-0.28,0.58,Dan Merzel,-0.043,
118747,CH,20210904,84.2,-3.44,5.29,257.0,592192,621244,,ball,11.0,R,R,TOR,OAK,B,,,-1.31,2.71,Dan Merzel,0.021,r
118748,SI,20210904,92.4,-3.12,5.54,219.0,592192,621244,,called_strike,8.0,R,R,TOR,OAK,S,,,0.08,1.96,Dan Merzel,-0.027,r
118749,CU,20210904,83.1,-3.51,5.41,36.0,476704,621244,field_out,hit_into_play,13.0,L,R,TOR,OAK,X,5.0,ground_ball,-0.45,1.35,Dan Merzel,-0.216,
118750,SI,20210904,94.5,-3.12,5.53,227.0,476704,621244,,ball,14.0,L,R,TOR,OAK,B,,,1.17,1.53,Dan Merzel,0.043,r
118751,CH,20210904,84.3,-3.44,5.3,253.0,476704,621244,,foul,11.0,L,R,TOR,OAK,S,,,-0.96,2.51,Dan Merzel,-0.057,
118752,CH,20210904,84.2,-3.46,5.34,256.0,476704,621244,,ball,13.0,L,R,TOR,OAK,B,,,-1.19,2.51,Dan Merzel,0.027,r
118753,CU,20210904,81.0,-3.53,5.4,48.0,476704,621244,,called_strike,5.0,L,R,TOR,OAK,S,,,0.04,2.55,Dan Merzel,-0.038,r
118754,FF,20210904,93.6,-3.48,5.39,229.0,656305,621244,home_run,hit_into_play,8.0,R,R,TOR,OAK,X,,fly_ball,-0.1,1.58,Dan Merzel,0.892,
118755,CH,20210904,85.2,-3.34,5.34,255.0,656305,621244,,ball,11.0,R,R,TOR,OAK,B,,,-1.47,2.85,Dan Merzel,0.07,r
118756,SI,20210904,93.3,-3.18,5.55,225.0,656305,621244,,ball,14.0,R,R,TOR,OAK,B,,,0.84,1.5,Dan Merzel,0.038,w
118757,SI,20210904,93.8,-2.71,5.94,231.0,665489,641726,field_out,hit_into_play,5.0,R,R,TOR,OAK,X,9.0,line_drive,0.09,2.47,Dan Merzel,-0.419,
118758,FC,20210904,92.2,-2.55,6.08,209.0,665489,641726,,called_strike,5.0,R,R,TOR,OAK,S,,,-0.24,3.04,Dan Merzel,-0.067,r
118759,SI,20210904,92.7,-0.66,6.02,203.0,543760,621112,single,hit_into_play,14.0,R,R,TOR,OAK,X,5.0,ground_ball,1.1,1.7,Dan Merzel,0.793,
118760,SI,20210904,92.2,-0.62,6.05,204.0,543760,621112,,foul,9.0,R,R,TOR,OAK,S,,,0.7,1.92,Dan Merzel,-0.071,
118761,SI,20210904,92.1,-0.54,6.06,205.0,543760,621112,,blocked_ball,14.0,R,R,TOR,OAK,B,,,2.01,-0.23,Dan Merzel,0.04,r
118762,CH,20210904,85.7,-0.87,6.2,202.0,543760,621112,,called_strike,2.0,R,R,TOR,OAK,S,,,-0.16,2.94,Dan Merzel,-0.053,r
118763,SI,20210904,92.4,-0.64,6.06,202.0,543760,621112,,ball,14.0,R,R,TOR,OAK,B,,,1.07,1.94,Dan Merzel,0.025,r
118764,SI,20210904,91.3,-0.72,6.07,199.0,543807,621112,field_out,hit_into_play,1.0,R,R,TOR,OAK,X,5.0,ground_ball,-0.59,3.13,Dan Merzel,-0.376,
118765,SI,20210904,92.5,-0.89,6.09,200.0,543807,621112,,ball,13.0,R,R,TOR,OAK,B,,,-1.96,2.29,Dan Merzel,0.048,r
118766,SI,20210904,90.7,-0.86,6.13,200.0,543807,621112,,ball,13.0,R,R,TOR,OAK,B,,,-1.93,2.34,Dan Merzel,0.032,r
118767,FC,20210904,86.8,-0.64,6.2,156.0,643376,621112,double,hit_into_play,9.0,R,R,TOR,OAK,X,7.0,line_drive,0.32,2.12,Dan Merzel,0.409,
118768,FC,20210904,88.4,-0.78,6.13,165.0,591971,621112,home_run,hit_into_play,6.0,L,R,TOR,OAK,X,,fly_ball,0.66,2.75,Dan Merzel,1.777,
118769,SI,20210904,91.1,-0.71,6.13,199.0,591971,621112,,called_strike,6.0,L,R,TOR,OAK,S,,,0.36,2.3,Dan Merzel,-0.048,r
118770,CH,20210904,85.9,-0.83,6.24,215.0,572816,621112,field_out,hit_into_play,8.0,L,R,TOR,OAK,X,4.0,line_drive,0.14,1.57,Dan Merzel,-0.443,
118771,FC,20210904,86.9,-0.79,6.14,153.0,572816,621112,,ball,12.0,L,R,TOR,OAK,B,,,1.12,2.58,Dan Merzel,0.055,r
118772,CU,20210904,78.5,-0.8,6.17,28.0,666971,621112,single,hit_into_play,2.0,R,R,TOR,OAK,X,7.0,line_drive,-0.1,3.24,Dan Merzel,0.403,
118773,FF,20210904,96.1,-3.32,5.51,228.0,621566,621244,strikeout,swinging_strike,8.0,L,R,TOR,OAK,S,2.0,,0.08,1.76,Dan Merzel,-0.091,
118774,FF,20210904,93.7,-3.35,5.51,222.0,621566,621244,,foul,1.0,L,R,TOR,OAK,S,,,-0.51,3.64,Dan Merzel,-0.028,
118775,CH,20210904,82.3,-3.4,5.26,257.0,621566,621244,,ball,11.0,L,R,TOR,OAK,B,,,-2.55,3.34,Dan Merzel,0.02,r
118776,CU,20210904,76.8,-3.76,5.19,52.0,621566,621244,,ball,13.0,L,R,TOR,OAK,B,,,-1.69,2.13,Dan Merzel,0.014,r
118777,FF,20210904,93.8,-3.41,5.46,226.0,621566,621244,,called_strike,7.0,L,R,TOR,OAK,S,,,-0.74,2.26,Dan Merzel,-0.018,r
118778,SI,20210904,92.6,-3.29,5.39,230.0,643393,621244,field_out,hit_into_play,8.0,L,R,TOR,OAK,X,8.0,line_drive,-0.17,1.72,Dan Merzel,-0.163,
118779,CU,20210904,82.3,-3.49,5.3,57.0,543281,621244,field_out,hit_into_play,9.0,R,R,TOR,OAK,X,9.0,fly_ball,0.4,1.76,Dan Merzel,-0.216,
118780,SI,20210904,94.6,-3.26,5.65,223.0,543281,621244,,ball,11.0,R,R,TOR,OAK,B,,,-0.76,4.29,Dan Merzel,0.043,r
