,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
10,10,10,10,10,88849,FF,20200906,89.0,2.57,6.21,133.0,460075,543272,,ball,14.0,R,L,CLE,MIL,B,,,1.24,2.61,Jeremy Riggs,0.041,0.24,0.8900000000000001,out,in,r
11,11,11,11,11,88850,SL,20200906,77.2,2.62,4.86,291.0,571980,592222,field_out,hit_into_play,13.0,L,L,CLE,MIL,X,6.0,popup,-0.22,0.89,Jeremy Riggs,-0.525,0.78,0.61,in,out,w
12,12,12,12,12,88851,SL,20200906,75.8,2.93,4.77,268.0,571980,592222,,ball,14.0,L,L,CLE,MIL,B,,,1.11,2.04,Jeremy Riggs,0.004,0.1100000000000001,0.54,out,in,r
13,13,13,13,13,88852,SI,20200906,86.4,2.55,4.81,98.0,571980,592222,,called_strike,4.0,L,L,CLE,MIL,S,,,-0.59,2.39,Jeremy Riggs,-0.109,0.41,0.8900000000000001,in,in,r
14,14,14,14,14,88853,SL,20200906,75.8,2.68,4.94,281.0,571980,592222,,foul,7.0,L,L,CLE,MIL,S,,,-0.7,1.77,Jeremy Riggs,-0.107,0.3,0.27,in,in,r
15,15,15,15,15,88854,SL,20200906,87.0,-2.47,5.94,47.0,547379,656876,strikeout,called_strike,8.0,R,R,CLE,MIL,S,2.0,,-0.01,1.75,Jeremy Riggs,-0.564,0.99,0.25,in,in,r
16,16,16,16,16,88855,FF,20200906,97.5,-1.95,6.18,205.0,547379,656876,,swinging_strike,2.0,R,R,CLE,MIL,S,,,-0.04,2.92,Jeremy Riggs,-0.179,0.96,0.5800000000000001,in,in,r
17,17,17,17,17,88856,SL,20200906,86.5,-2.54,5.87,53.0,547379,656876,,ball,14.0,R,R,CLE,MIL,B,,,0.11,1.29,Jeremy Riggs,0.063,0.89,0.2099999999999999,in,out,r
18,18,18,18,18,88857,CU,20200906,80.5,-2.39,6.07,26.0,547379,656876,,foul,4.0,R,R,CLE,MIL,S,,,-0.32,2.6,Jeremy Riggs,-0.182,0.6799999999999999,0.8999999999999999,in,in,r
19,19,19,19,19,88858,FF,20200906,97.6,-2.38,6.0,202.0,656669,656876,single,hit_into_play,14.0,R,R,CLE,MIL,X,4.0,ground_ball,0.1,1.46,Jeremy Riggs,0.879,0.9,0.04,in,out,w
20,20,20,20,20,88859,FF,20200906,98.3,-2.1,6.04,197.0,656669,656876,,ball,14.0,R,R,CLE,MIL,B,,,0.6,0.64,Jeremy Riggs,0.131,0.4,0.86,in,out,r
21,21,21,21,21,88860,CU,20200906,81.0,-2.48,5.97,32.0,656669,656876,,foul,4.0,R,R,CLE,MIL,S,,,-0.32,2.47,Jeremy Riggs,-0.133,0.6799999999999999,0.9700000000000002,in,in,r
22,22,22,22,22,88861,FF,20200906,98.1,-1.95,6.23,199.0,656669,656876,,ball,12.0,R,R,CLE,MIL,B,,,0.97,3.12,Jeremy Riggs,0.079,0.03,0.3799999999999999,in,in,w
23,23,23,23,23,88862,FF,20200906,97.3,-2.05,6.19,200.0,656669,656876,,foul_tip,5.0,R,R,CLE,MIL,S,,,-0.05,2.58,Jeremy Riggs,-0.061,0.95,0.92,in,in,r
24,24,24,24,24,88863,SL,20200906,86.0,-2.66,5.92,38.0,656669,656876,,ball,14.0,R,R,CLE,MIL,B,,,1.13,2.45,Jeremy Riggs,0.056,0.1299999999999999,0.9500000000000002,out,in,r
25,25,25,25,25,88864,FF,20200906,98.3,-1.91,6.15,206.0,614177,656876,field_out,hit_into_play,9.0,R,R,CLE,MIL,X,9.0,fly_ball,0.38,2.17,Jeremy Riggs,-0.777,0.62,0.6699999999999999,in,in,r
26,26,26,26,26,88865,FF,20200906,98.7,-2.09,6.08,206.0,614177,656876,,ball,14.0,R,R,CLE,MIL,B,,,1.4,1.9,Jeremy Riggs,0.269,0.3999999999999999,0.3999999999999999,out,in,r
27,27,27,27,27,88866,SL,20200906,87.8,-2.54,5.86,44.0,614177,656876,,blocked_ball,14.0,R,R,CLE,MIL,B,,,1.68,0.12,Jeremy Riggs,0.105,0.6799999999999999,1.38,out,out,r
28,28,28,28,28,88867,FF,20200906,97.8,-2.1,6.1,209.0,614177,656876,,swinging_strike,5.0,R,R,CLE,MIL,S,,,0.12,3.02,Jeremy Riggs,-0.097,0.88,0.48,in,in,r
29,29,29,29,29,88868,FF,20200906,98.5,-2.13,6.14,204.0,614177,656876,,foul,8.0,R,R,CLE,MIL,S,,,0.06,2.24,Jeremy Riggs,-0.139,0.94,0.7400000000000002,in,in,r
30,30,30,30,30,88869,FF,20200906,97.1,-2.07,6.05,206.0,614177,656876,,ball,14.0,R,R,CLE,MIL,B,,,0.87,1.6,Jeremy Riggs,0.092,0.13,0.1,in,in,w
31,31,31,31,31,88870,FF,20200906,97.0,-2.05,6.14,205.0,467793,656876,walk,ball,13.0,L,R,CLE,MIL,B,,,-1.04,1.09,Jeremy Riggs,0.489,0.04,0.4099999999999999,out,out,r
32,32,32,32,32,88871,FF,20200906,97.3,-2.01,6.21,205.0,467793,656876,,foul,4.0,L,R,CLE,MIL,S,,,-0.37,2.48,Jeremy Riggs,-0.147,0.63,0.98,in,in,r
33,33,33,33,33,88872,FF,20200906,96.9,-2.06,6.18,201.0,467793,656876,,ball,13.0,L,R,CLE,MIL,B,,,-1.22,0.86,Jeremy Riggs,0.213,0.2199999999999999,0.64,out,out,r
34,34,34,34,34,88873,FF,20200906,97.6,-2.16,6.15,203.0,467793,656876,,ball,11.0,L,R,CLE,MIL,B,,,-1.82,2.89,Jeremy Riggs,0.083,0.8200000000000001,0.6099999999999999,out,in,r
35,35,35,35,35,88874,FF,20200906,96.8,-2.28,6.15,211.0,467793,656876,,swinging_strike,11.0,L,R,CLE,MIL,S,,,-1.18,3.3,Jeremy Riggs,-0.071,0.1799999999999999,0.2000000000000001,out,in,r
36,36,36,36,36,88875,CU,20200906,81.4,-2.33,6.18,29.0,467793,656876,,ball,13.0,L,R,CLE,MIL,B,,,-0.1,1.51,Jeremy Riggs,0.039,0.9,0.01,in,in,w
37,37,37,37,37,88876,FF,20200906,97.8,-2.07,6.29,206.0,596019,656876,walk,ball,11.0,L,R,CLE,MIL,B,,,-1.53,2.76,Jeremy Riggs,0.332,0.53,0.7400000000000002,out,in,r
38,38,38,38,38,88877,FF,20200906,97.6,-2.13,6.17,205.0,596019,656876,,foul,2.0,L,R,CLE,MIL,S,,,-0.26,3.34,Jeremy Riggs,-0.094,0.74,0.1600000000000001,in,in,r
39,39,39,39,39,88878,FF,20200906,96.9,-2.16,6.19,205.0,596019,656876,,ball,11.0,L,R,CLE,MIL,B,,,-1.58,2.6,Jeremy Riggs,0.122,0.5800000000000001,0.8999999999999999,out,in,r
40,40,40,40,40,88879,FF,20200906,97.9,-2.07,6.22,198.0,596019,656876,,ball,11.0,L,R,CLE,MIL,B,,,-1.15,3.58,Jeremy Riggs,0.051,0.1499999999999999,0.08,out,out,r
41,41,41,41,41,88880,FF,20200906,97.6,-1.95,6.23,204.0,596019,656876,,ball,13.0,L,R,CLE,MIL,B,,,-1.18,1.62,Jeremy Riggs,0.032,0.1799999999999999,0.1200000000000001,out,in,r
42,42,42,42,42,88881,FF,20200906,97.1,-2.11,6.22,209.0,596019,656876,,called_strike,1.0,L,R,CLE,MIL,S,,,-0.53,3.07,Jeremy Riggs,-0.042,0.47,0.4300000000000001,in,in,r
43,43,43,43,43,88882,FF,20200906,92.1,-2.07,5.77,220.0,649966,621295,field_out,hit_into_play,4.0,R,R,CLE,MIL,X,6.0,ground_ball,-0.28,2.11,Jeremy Riggs,-0.108,0.72,0.6099999999999999,in,in,r
44,44,44,44,44,88883,FF,20200906,92.0,-1.96,5.82,218.0,649966,621295,,ball,13.0,R,R,CLE,MIL,B,,,-1.36,1.71,Jeremy Riggs,0.013,0.3600000000000001,0.2099999999999999,out,in,r
45,45,45,45,45,88884,SL,20200906,85.1,-2.12,5.74,115.0,649966,621295,,foul,4.0,R,R,CLE,MIL,S,,,-0.29,2.47,Jeremy Riggs,-0.017,0.71,0.9700000000000002,in,in,r
46,46,46,46,46,88885,SL,20200906,84.9,-2.22,5.78,152.0,606115,621295,field_out,hit_into_play,9.0,R,R,CLE,MIL,X,6.0,ground_ball,0.6,2.02,Jeremy Riggs,-0.208,0.4,0.52,in,in,r
47,47,47,47,47,88886,FF,20200906,92.8,-1.83,5.86,215.0,606115,621295,,ball,13.0,R,R,CLE,MIL,B,,,-0.17,1.43,Jeremy Riggs,0.06,0.83,0.07,in,out,r
48,48,48,48,48,88887,FF,20200906,92.2,-1.98,5.88,213.0,606115,621295,,ball,11.0,R,R,CLE,MIL,B,,,-1.88,2.57,Jeremy Riggs,0.03,0.8799999999999999,0.9300000000000002,out,in,r
49,49,49,49,49,88888,SL,20200906,83.9,-2.2,5.82,115.0,606115,621295,,foul,9.0,R,R,CLE,MIL,S,,,0.67,2.0,Jeremy Riggs,-0.044,0.3299999999999999,0.5,in,in,r
50,50,50,50,50,88889,CH,20200906,86.1,-2.23,5.65,240.0,606115,621295,,called_strike,11.0,R,R,CLE,MIL,S,,,-0.87,2.92,Jeremy Riggs,-0.033,0.13,0.5800000000000001,in,in,r
51,51,51,51,51,88890,SL,20200906,85.6,-2.05,5.73,125.0,606115,621295,,ball,14.0,R,R,CLE,MIL,B,,,0.78,0.62,Jeremy Riggs,0.027,0.2199999999999999,0.88,in,out,r
52,52,52,52,52,88891,FF,20200906,92.1,-2.09,5.92,212.0,596129,621295,field_out,hit_into_play,2.0,L,R,CLE,MIL,X,8.0,line_drive,0.06,2.95,Jeremy Riggs,-0.319,0.94,0.5499999999999998,in,in,r
53,53,53,53,53,88892,FF,20200906,91.9,-2.08,5.9,224.0,596129,621295,,called_strike,9.0,L,R,CLE,MIL,S,,,0.48,1.77,Jeremy Riggs,-0.094,0.52,0.27,in,in,r
54,54,54,54,54,88893,FF,20200906,92.2,-1.94,5.94,223.0,596129,621295,,ball,14.0,L,R,CLE,MIL,B,,,1.54,1.26,Jeremy Riggs,0.122,0.54,0.24,out,out,r
55,55,55,55,55,88894,CH,20200906,85.4,-2.34,5.67,241.0,596129,621295,,ball,13.0,L,R,CLE,MIL,B,,,-0.12,0.74,Jeremy Riggs,0.051,0.88,0.76,in,out,r
56,56,56,56,56,88895,CH,20200906,83.5,-2.32,5.72,240.0,596129,621295,,ball,13.0,L,R,CLE,MIL,B,,,-0.29,1.2,Jeremy Riggs,0.032,0.71,0.3,in,out,r
57,57,57,57,57,88896,FF,20200906,91.3,-2.05,5.93,220.0,596129,621295,,called_strike,13.0,L,R,CLE,MIL,S,,,-1.0,1.96,Jeremy Riggs,-0.042,0.0,0.4599999999999999,in,in,r
58,58,58,58,58,88897,CH,20200906,84.5,-2.34,5.95,237.0,608070,458676,strikeout,called_strike,7.0,L,R,CLE,MIL,S,2.0,,-0.8,1.72,Jeremy Riggs,-0.096,0.1999999999999999,0.2199999999999999,in,in,r
59,59,59,59,59,88898,FC,20200906,84.0,-2.43,5.97,175.0,608070,458676,,ball,13.0,L,R,CLE,MIL,B,,,-1.08,2.13,Jeremy Riggs,0.018,0.08,0.6299999999999999,out,in,r
60,60,60,60,60,88899,FF,20200906,90.0,-2.26,5.95,208.0,608070,458676,,foul,12.0,L,R,CLE,MIL,S,,,0.93,3.16,Jeremy Riggs,0.0,0.0699999999999999,0.3399999999999998,in,in,r
61,61,61,61,61,88900,CH,20200906,85.0,-2.33,5.97,239.0,608070,458676,,called_strike,7.0,L,R,CLE,MIL,S,,,-0.35,1.48,Jeremy Riggs,-0.029,0.65,0.02,in,out,r
62,62,62,62,62,88901,FC,20200906,85.5,-2.3,5.98,181.0,608070,458676,,called_strike,3.0,L,R,CLE,MIL,S,,,0.32,2.84,Jeremy Riggs,-0.022,0.6799999999999999,0.6600000000000001,in,in,r
63,63,63,63,63,88902,CU,20200906,71.1,-2.23,6.28,48.0,608070,458676,,ball,11.0,L,R,CLE,MIL,B,,,-1.1,3.7,Jeremy Riggs,0.018,0.1,0.2000000000000001,out,out,r
64,64,64,64,64,88903,CU,20200906,71.4,-2.16,6.19,48.0,514917,458676,field_out,hit_into_play,7.0,L,R,CLE,MIL,X,7.0,line_drive,-0.41,1.98,Jeremy Riggs,-0.118,0.5900000000000001,0.48,in,in,r
65,65,65,65,65,88904,FF,20200906,89.0,-2.35,5.95,207.0,514917,458676,,foul,12.0,L,R,CLE,MIL,S,,,1.01,3.17,Jeremy Riggs,0.0,0.01,0.33,out,in,r
66,66,66,66,66,88905,FF,20200906,89.4,-2.37,5.9,208.0,514917,458676,,ball,12.0,L,R,CLE,MIL,B,,,0.6,3.71,Jeremy Riggs,0.015,0.4,0.2099999999999999,in,out,r
67,67,67,67,67,88906,CH,20200906,84.1,-2.39,6.01,233.0,514917,458676,,swinging_strike,13.0,L,R,CLE,MIL,S,,,-0.42,0.88,Jeremy Riggs,-0.039,0.5800000000000001,0.62,in,out,r
68,68,68,68,68,88907,FF,20200906,89.8,-2.32,5.96,207.0,514917,458676,,called_strike,8.0,L,R,CLE,MIL,S,,,0.14,1.79,Jeremy Riggs,-0.026,0.86,0.29,in,in,r
69,69,69,69,69,88908,FF,20200906,89.7,-2.35,5.95,203.0,640458,458676,strikeout,swinging_strike,2.0,R,R,CLE,MIL,S,2.0,,-0.25,3.49,Jeremy Riggs,-0.215,0.75,0.0099999999999997,in,in,r
70,70,70,70,70,88909,FS,20200906,84.4,-2.31,6.05,223.0,640458,458676,,ball,14.0,R,R,CLE,MIL,B,,,0.6,0.73,Jeremy Riggs,0.035,0.4,0.77,in,out,r
71,71,71,71,71,88910,SL,20200906,74.8,-2.4,5.91,63.0,640458,458676,,foul,2.0,R,R,CLE,MIL,S,,,-0.02,2.91,Jeremy Riggs,0.0,0.98,0.5899999999999999,in,in,r
72,72,72,72,72,88911,SL,20200906,75.5,-2.51,5.92,64.0,640458,458676,,ball,14.0,R,R,CLE,MIL,B,,,1.97,2.02,Jeremy Riggs,0.027,0.97,0.52,out,in,r
73,73,73,73,73,88912,FF,20200906,89.8,-2.43,5.94,208.0,640458,458676,,called_strike,1.0,R,R,CLE,MIL,S,,,-0.58,3.19,Jeremy Riggs,-0.056,0.42,0.31,in,in,r
74,74,74,74,74,88913,FF,20200906,89.4,-2.42,5.98,213.0,640458,458676,,called_strike,9.0,R,R,CLE,MIL,S,,,0.39,1.82,Jeremy Riggs,-0.042,0.61,0.32,in,in,r
75,75,75,75,75,88914,SL,20200906,84.6,-2.64,5.95,71.0,592885,608678,strikeout,swinging_strike,13.0,L,R,CLE,MIL,S,2.0,,-0.61,1.54,Jeremy Riggs,-0.216,0.39,0.04,in,in,r
76,76,76,76,76,88915,SL,20200906,85.1,-2.49,5.94,58.0,592885,608678,,blocked_ball,14.0,L,R,CLE,MIL,B,,,1.5,-0.35,Jeremy Riggs,0.039,0.5,1.85,out,out,r
77,77,77,77,77,88916,FF,20200906,94.8,-2.73,5.89,218.0,592885,608678,,called_strike,4.0,L,R,CLE,MIL,S,,,-0.44,2.71,Jeremy Riggs,-0.057,0.56,0.79,in,in,r
78,78,78,78,78,88917,FF,20200906,94.8,-2.68,5.93,211.0,592885,608678,,called_strike,1.0,L,R,CLE,MIL,S,,,-0.65,3.31,Jeremy Riggs,-0.052,0.35,0.1899999999999999,in,in,r
79,79,79,79,79,88918,SL,20200906,85.3,-2.41,5.97,62.0,592885,608678,,ball,13.0,L,R,CLE,MIL,B,,,-0.02,1.21,Jeremy Riggs,0.033,0.98,0.29,in,out,r
80,80,80,80,80,88919,FC,20200906,89.3,-2.55,5.93,166.0,669374,608678,field_out,hit_into_play,6.0,R,R,CLE,MIL,X,8.0,fly_ball,0.63,2.19,Jeremy Riggs,-0.314,0.37,0.69,in,in,r
81,81,81,81,81,88920,FF,20200906,96.0,-2.46,5.95,216.0,669374,608678,,foul,14.0,R,R,CLE,MIL,S,,,1.12,1.77,Jeremy Riggs,0.0,0.1200000000000001,0.27,out,in,r
82,82,82,82,82,88921,FC,20200906,90.7,-2.54,5.93,154.0,669374,608678,,foul,14.0,R,R,CLE,MIL,S,,,1.29,1.36,Jeremy Riggs,0.0,0.29,0.1399999999999999,out,out,r
83,83,83,83,83,88922,FF,20200906,95.8,-2.47,5.94,214.0,669374,608678,,ball,14.0,R,R,CLE,MIL,B,,,0.86,1.35,Jeremy Riggs,0.065,0.14,0.1499999999999999,in,out,r
84,84,84,84,84,88923,FC,20200906,90.2,-2.58,5.95,171.0,669374,608678,,foul,9.0,R,R,CLE,MIL,S,,,0.62,1.54,Jeremy Riggs,-0.077,0.38,0.04,in,in,r
85,85,85,85,85,88924,SI,20200906,94.0,-2.54,5.89,209.0,669374,608678,,ball,13.0,R,R,CLE,MIL,B,,,-0.11,1.27,Jeremy Riggs,0.057,0.89,0.2299999999999999,in,out,r
86,86,86,86,86,88925,FC,20200906,90.3,-2.43,5.95,166.0,669374,608678,,ball,14.0,R,R,CLE,MIL,B,,,2.07,0.91,Jeremy Riggs,0.013,1.0699999999999998,0.59,out,out,r
87,87,87,87,87,88926,FC,20200906,90.0,-2.66,5.91,165.0,669374,608678,,foul,8.0,R,R,CLE,MIL,S,,,0.25,1.76,Jeremy Riggs,-0.044,0.75,0.26,in,in,r
88,88,88,88,88,88927,FF,20200906,95.0,-2.74,5.88,216.0,592325,608678,walk,ball,13.0,L,R,CLE,MIL,B,,,-1.14,2.25,Jeremy Riggs,0.168,0.1399999999999999,0.75,out,in,r
89,89,89,89,89,88928,FF,20200906,94.1,-2.72,5.91,210.0,592325,608678,,called_strike,4.0,L,R,CLE,MIL,S,,,-0.68,2.5,Jeremy Riggs,-0.059,0.3199999999999999,,in,in,r
90,90,90,90,90,88929,FF,20200906,95.0,-2.78,5.9,209.0,592325,608678,,ball,14.0,L,R,CLE,MIL,B,,,0.53,0.8,Jeremy Riggs,0.091,0.47,0.7,in,out,r
91,91,91,91,91,88930,FC,20200906,90.0,-2.62,5.96,166.0,592325,608678,,ball,14.0,L,R,CLE,MIL,B,,,1.96,1.56,Jeremy Riggs,0.04,0.96,0.06,out,in,r
92,92,92,92,92,88931,FF,20200906,94.2,-2.73,6.01,211.0,592325,608678,,ball,12.0,L,R,CLE,MIL,B,,,0.1,4.12,Jeremy Riggs,0.027,0.9,0.6200000000000001,in,out,r
93,93,93,93,93,88932,FF,20200906,94.8,-2.5,5.99,216.0,641924,608678,strikeout,swinging_strike,12.0,R,R,CLE,MIL,S,2.0,,0.89,2.87,Jeremy Riggs,-0.319,0.1099999999999999,0.6299999999999999,in,in,r
94,94,94,94,94,88933,FF,20200906,95.3,-2.67,5.97,214.0,641924,608678,,foul,9.0,R,R,CLE,MIL,S,,,0.32,2.03,Jeremy Riggs,-0.094,0.6799999999999999,0.5299999999999998,in,in,r
95,95,95,95,95,88934,FC,20200906,90.6,-2.62,5.9,181.0,641924,608678,,ball,14.0,R,R,CLE,MIL,B,,,1.3,0.75,Jeremy Riggs,0.122,0.3,0.75,out,out,r
96,96,96,96,96,88935,SL,20200906,83.5,-2.65,6.03,47.0,641924,608678,,ball,14.0,R,R,CLE,MIL,B,,,1.46,0.7,Jeremy Riggs,0.051,0.4599999999999999,0.8,out,out,r
97,97,97,97,97,88936,FC,20200906,89.5,-2.63,6.01,142.0,641924,608678,,ball,14.0,R,R,CLE,MIL,B,,,1.42,1.62,Jeremy Riggs,0.032,0.4199999999999999,0.1200000000000001,out,in,r
98,98,98,98,98,88937,FF,20200906,95.1,-2.54,6.06,216.0,641924,608678,,called_strike,12.0,R,R,CLE,MIL,S,,,0.9,2.52,Jeremy Riggs,-0.042,0.0999999999999999,0.98,in,in,r
99,99,99,99,99,88938,CU,20200906,72.8,-2.94,2.3,100.0,571980,642233,strikeout,swinging_strike,8.0,L,R,CLE,MIL,S,2.0,,0.24,1.8,Jeremy Riggs,-0.446,0.76,0.3,in,in,r
100,100,100,100,100,88939,CU,20200906,73.2,-2.91,2.33,101.0,571980,642233,,ball,13.0,L,R,CLE,MIL,B,,,-1.13,1.16,Jeremy Riggs,0.041,0.1299999999999999,0.3400000000000001,out,out,r
101,101,101,101,101,88940,SI,20200906,87.6,-2.99,2.45,293.0,571980,642233,,foul,14.0,L,R,CLE,MIL,S,,,0.42,0.73,Jeremy Riggs,0.0,0.5800000000000001,0.77,in,out,r
102,102,102,102,102,88941,CU,20200906,73.0,-2.97,2.21,105.0,571980,642233,,ball,13.0,L,R,CLE,MIL,B,,,-1.72,1.48,Jeremy Riggs,0.043,0.72,0.02,out,out,r
103,103,103,103,103,88942,SI,20200906,88.1,-2.98,2.59,291.0,571980,642233,,foul,7.0,L,R,CLE,MIL,S,,,-0.34,1.88,Jeremy Riggs,-0.115,0.6599999999999999,0.3799999999999999,in,in,r
104,104,104,104,104,88943,SI,20200906,88.4,-2.9,2.62,295.0,571980,642233,,called_strike,5.0,L,R,CLE,MIL,S,,,-0.13,2.32,Jeremy Riggs,-0.071,0.87,0.8199999999999998,in,in,r
105,105,105,105,105,88944,SI,20200906,87.1,-3.01,2.54,284.0,547379,642233,single,hit_into_play,13.0,R,R,CLE,MIL,X,8.0,line_drive,-1.28,1.94,Jeremy Riggs,0.281,0.28,0.4399999999999999,out,in,w
106,106,106,106,106,88945,CU,20200906,72.8,-2.93,2.33,95.0,547379,642233,,ball,14.0,R,R,CLE,MIL,B,,,1.13,1.84,Jeremy Riggs,0.046,0.1299999999999999,0.3400000000000001,out,in,r
107,107,107,107,107,88946,SI,20200906,86.8,-2.91,2.55,291.0,547379,642233,,called_strike,7.0,R,R,CLE,MIL,S,,,-0.55,1.58,Jeremy Riggs,-0.052,0.4499999999999999,0.08,in,in,r
108,108,108,108,108,88947,CU,20200906,72.5,-2.87,2.31,98.0,547379,642233,,ball,13.0,R,R,CLE,MIL,B,,,-1.12,1.27,Jeremy Riggs,0.033,0.1200000000000001,0.2299999999999999,out,out,r
109,109,109,109,109,88948,SI,20200906,87.3,-2.92,2.64,287.0,656669,642233,walk,ball,14.0,R,R,CLE,MIL,B,,,1.15,2.32,Jeremy Riggs,0.052,0.1499999999999999,0.8199999999999998,out,in,r
110,110,110,110,110,88949,SI,20200906,87.3,-2.97,2.56,291.0,656669,642233,,ball,14.0,R,R,CLE,MIL,B,,,1.05,1.0,Jeremy Riggs,0.042,0.05,0.5,out,out,r
111,111,111,111,111,88950,SI,20200906,88.3,-2.96,2.58,292.0,656669,642233,,ball,13.0,R,R,CLE,MIL,B,,,-0.99,1.11,Jeremy Riggs,0.027,0.01,0.3899999999999999,in,out,r
112,112,112,112,112,88951,SI,20200906,88.1,-2.89,2.59,293.0,656669,642233,,ball,14.0,R,R,CLE,MIL,B,,,1.52,2.34,Jeremy Riggs,0.018,0.52,0.8399999999999999,out,in,r
113,113,113,113,113,88952,CU,20200906,74.6,-2.87,2.33,95.0,614177,642233,grounded_into_double_play,hit_into_play,14.0,R,R,CLE,MIL,X,6.0,ground_ball,1.26,2.41,Jeremy Riggs,-0.328,0.26,0.91,out,in,w
114,114,114,114,114,88953,CU,20200906,73.3,-2.75,2.3,94.0,614177,642233,,ball,14.0,R,R,CLE,MIL,B,,,3.08,1.97,Jeremy Riggs,0.139,2.08,0.47,out,in,r
115,115,115,115,115,88954,SI,20200906,87.4,-2.76,2.47,296.0,614177,642233,,blocked_ball,13.0,R,R,CLE,MIL,B,,,-0.2,0.27,Jeremy Riggs,-0.084,0.8,1.23,in,out,r
116,116,116,116,116,88955,SI,20200906,87.9,-2.88,2.51,289.0,614177,642233,,foul,4.0,R,R,CLE,MIL,S,,,-0.6,2.78,Jeremy Riggs,0.0,0.4,0.7200000000000002,in,in,r
117,117,117,117,117,88956,SI,20200906,88.0,-2.93,2.55,287.0,614177,642233,,foul,8.0,R,R,CLE,MIL,S,,,-0.13,2.29,Jeremy Riggs,-0.078,0.87,0.79,in,in,r
118,118,118,118,118,88957,SI,20200906,88.7,-2.74,2.7,291.0,614177,642233,,called_strike,6.0,R,R,CLE,MIL,S,,,0.4,2.66,Jeremy Riggs,-0.096,0.6,0.8399999999999999,in,in,r
119,119,119,119,119,88958,CH,20200906,83.4,1.78,6.42,126.0,467793,474463,single,hit_into_play,9.0,R,L,CLE,MIL,X,7.0,ground_ball,0.73,2.07,Jeremy Riggs,0.61,0.27,0.5699999999999998,in,in,r
120,120,120,120,120,88959,CH,20200906,82.9,1.79,6.37,129.0,467793,474463,,blocked_ball,13.0,R,L,CLE,MIL,B,,,-0.13,0.56,Jeremy Riggs,0.086,0.87,0.94,in,out,r
121,121,121,121,121,88960,FC,20200906,86.9,1.41,6.25,157.0,467793,474463,,ball,13.0,R,L,CLE,MIL,B,,,-1.02,2.36,Jeremy Riggs,0.162,0.02,0.8599999999999999,out,in,r
