,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
17,17,17,17,17,129847,FF,20200828,93.9,-2.25,6.09,202.0,665750,669952,walk,ball,11.0,L,R,TEX,LAD,B,,,-1.23,3.61,Nate Tomlinson,0.144,0.2299999999999999,0.1099999999999998,out,out,r
18,18,18,18,18,129848,CU,20200828,81.9,-2.5,5.9,26.0,665750,669952,,blocked_ball,14.0,L,R,TEX,LAD,B,,,1.17,0.57,Nate Tomlinson,0.081,0.1699999999999999,0.93,out,out,r
19,19,19,19,19,129849,SI,20200828,93.8,-2.43,5.98,207.0,665750,669952,,called_strike,7.0,L,R,TEX,LAD,S,,,-0.7,1.85,Nate Tomlinson,-0.092,0.3,0.3500000000000001,in,in,r
20,20,20,20,20,129850,SI,20200828,92.5,-2.4,6.01,203.0,665750,669952,,swinging_strike,1.0,L,R,TEX,LAD,S,,,-0.58,3.28,Nate Tomlinson,-0.078,0.42,0.2200000000000002,in,in,r
21,21,21,21,21,129851,SI,20200828,93.7,-2.47,5.94,210.0,665750,669952,,ball,13.0,L,R,TEX,LAD,B,,,-1.87,1.86,Nate Tomlinson,0.06,0.8700000000000001,0.3600000000000001,out,in,r
22,22,22,22,22,129852,CU,20200828,82.1,-2.48,6.01,22.0,665750,669952,,blocked_ball,14.0,L,R,TEX,LAD,B,,,1.35,0.28,Nate Tomlinson,0.04,0.3500000000000001,1.22,out,out,r
23,23,23,23,23,129853,SI,20200828,92.9,-2.45,5.95,205.0,595981,669952,field_out,hit_into_play,4.0,R,R,TEX,LAD,X,9.0,fly_ball,-0.42,2.15,Nate Tomlinson,-0.328,0.5800000000000001,0.6499999999999999,in,in,r
24,24,24,24,24,129854,SL,20200828,85.9,-2.62,6.0,166.0,595981,669952,,called_strike,2.0,R,R,TEX,LAD,S,,,-0.13,3.28,Nate Tomlinson,-0.056,0.87,0.2200000000000002,in,in,r
25,25,25,25,25,129855,CU,20200828,81.0,-2.38,6.11,28.0,595981,669952,,ball,13.0,R,R,TEX,LAD,B,,,-0.21,1.23,Nate Tomlinson,0.031,0.79,0.27,in,out,r
26,26,26,26,26,129856,SL,20200828,88.7,-2.47,5.99,163.0,643396,669952,single,hit_into_play,12.0,R,R,TEX,LAD,X,9.0,fly_ball,1.21,2.55,Nate Tomlinson,0.238,0.2099999999999999,0.9500000000000002,out,in,w
27,27,27,27,27,129857,FF,20200828,94.2,-2.37,6.02,206.0,643396,669952,,foul,5.0,R,R,TEX,LAD,S,,,-0.25,2.53,Nate Tomlinson,-0.039,0.75,0.9700000000000002,in,in,r
28,28,28,28,28,129858,FF,20200828,93.9,-2.32,5.99,198.0,643396,669952,,ball,13.0,R,R,TEX,LAD,B,,,-0.32,0.33,Nate Tomlinson,0.04,0.6799999999999999,1.17,in,out,r
29,29,29,29,29,129859,FF,20200828,93.9,-2.41,5.98,206.0,643396,669952,,ball,14.0,R,R,TEX,LAD,B,,,1.13,1.03,Nate Tomlinson,0.027,0.1299999999999999,0.47,out,out,r
30,30,30,30,30,129860,FF,20200828,94.3,-2.38,5.97,207.0,518618,669952,field_out,hit_into_play,8.0,L,R,TEX,LAD,X,6.0,popup,0.17,1.96,Nate Tomlinson,-0.351,0.83,0.4599999999999999,in,in,r
31,31,31,31,31,129861,CU,20200828,81.2,-2.53,6.05,25.0,518618,669952,,ball,11.0,L,R,TEX,LAD,B,,,-1.11,2.56,Nate Tomlinson,0.06,0.1100000000000001,0.94,out,in,r
32,32,32,32,32,129862,SI,20200828,94.5,-2.53,5.98,208.0,518618,669952,,ball,13.0,L,R,TEX,LAD,B,,,-2.66,2.12,Nate Tomlinson,0.041,1.66,0.6200000000000001,out,in,r
33,33,33,33,33,129863,CH,20200828,91.7,-1.49,5.27,228.0,571970,642546,strikeout,swinging_strike,13.0,L,R,TEX,LAD,S,2.0,,-0.23,1.25,Nate Tomlinson,-0.135,0.77,0.25,in,out,r
34,34,34,34,34,129864,SL,20200828,91.4,-1.5,5.45,182.0,571970,642546,,ball,14.0,L,R,TEX,LAD,B,,,0.55,1.04,Nate Tomlinson,0.039,0.4499999999999999,0.4599999999999999,in,out,r
35,35,35,35,35,129865,SI,20200828,98.7,-1.43,5.45,242.0,571970,642546,,foul,5.0,L,R,TEX,LAD,S,,,-0.02,2.42,Nate Tomlinson,0.0,0.98,0.92,in,in,r
36,36,36,36,36,129866,SL,20200828,92.8,-1.33,5.44,205.0,571970,642546,,ball,14.0,L,R,TEX,LAD,B,,,1.38,0.12,Nate Tomlinson,0.018,0.3799999999999999,1.38,out,out,r
37,37,37,37,37,129867,CH,20200828,91.9,-1.48,5.46,237.0,571970,642546,,called_strike,13.0,L,R,TEX,LAD,S,,,-0.9,1.55,Nate Tomlinson,-0.029,0.0999999999999999,0.05,in,in,r
38,38,38,38,38,129868,SI,20200828,99.8,-1.32,5.52,239.0,571970,642546,,ball,14.0,L,R,TEX,LAD,B,,,1.62,2.06,Nate Tomlinson,0.013,0.6200000000000001,0.56,out,in,r
39,39,39,39,39,129869,CH,20200828,91.7,-1.57,5.4,238.0,571970,642546,,called_strike,13.0,L,R,TEX,LAD,S,,,-0.9,1.52,Nate Tomlinson,-0.017,0.0999999999999999,0.02,in,in,r
40,40,40,40,40,129870,SI,20200828,99.3,-1.52,5.58,243.0,621035,642546,field_out,hit_into_play,4.0,R,R,TEX,LAD,X,9.0,fly_ball,-0.7,2.74,Nate Tomlinson,-0.266,0.3,0.7599999999999998,in,in,r
41,41,41,41,41,129871,SI,20200828,99.3,-1.42,5.4,240.0,621035,642546,,ball,14.0,R,R,TEX,LAD,B,,,0.9,0.56,Nate Tomlinson,0.072,0.0999999999999999,0.94,in,out,r
42,42,42,42,42,129872,SI,20200828,98.4,-1.52,5.53,241.0,621035,642546,,foul,13.0,R,R,TEX,LAD,S,,,-1.06,2.45,Nate Tomlinson,-0.039,0.06,0.9500000000000002,out,in,r
43,43,43,43,43,129873,SI,20200828,98.9,-1.29,5.49,247.0,621035,642546,,ball,14.0,R,R,TEX,LAD,B,,,0.62,0.65,Nate Tomlinson,0.04,0.38,0.85,in,out,r
44,44,44,44,44,129874,SL,20200828,90.4,-1.5,5.61,153.0,621035,642546,,ball,11.0,R,R,TEX,LAD,B,,,-0.44,3.57,Nate Tomlinson,0.027,0.56,0.0699999999999998,in,out,r
45,45,45,45,45,129875,SL,20200828,90.0,-1.6,5.5,159.0,572041,642546,field_out,hit_into_play,6.0,R,R,TEX,LAD,X,8.0,fly_ball,0.47,2.68,Nate Tomlinson,-0.241,0.53,0.8199999999999998,in,in,r
46,46,46,46,46,129876,SL,20200828,90.9,-1.39,5.49,193.0,572041,642546,,ball,14.0,R,R,TEX,LAD,B,,,2.1,0.88,Nate Tomlinson,0.032,1.1,0.62,out,out,r
47,47,47,47,47,129877,SI,20200828,98.2,-1.52,5.51,244.0,572041,642546,,called_strike,5.0,R,R,TEX,LAD,S,,,0.24,2.1,Nate Tomlinson,-0.042,0.76,0.6000000000000001,in,in,r
48,48,48,48,48,129878,SI,20200828,91.6,-3.17,5.95,222.0,453943,571670,field_out,hit_into_play,4.0,R,R,TEX,LAD,X,9.0,fly_ball,-0.47,2.26,Nate Tomlinson,-0.427,0.53,0.7599999999999998,in,in,r
49,49,49,49,49,129879,SL,20200828,87.0,-3.68,5.89,219.0,453943,571670,,foul,5.0,R,R,TEX,LAD,S,,,0.15,2.29,Nate Tomlinson,-0.103,0.85,0.79,in,in,r
50,50,50,50,50,129880,SL,20200828,87.3,-3.42,5.94,219.0,453943,571670,,ball,14.0,R,R,TEX,LAD,B,,,1.92,1.99,Nate Tomlinson,0.055,0.92,0.49,out,in,r
51,51,51,51,51,129881,SI,20200828,94.2,-3.28,6.04,219.0,624431,571670,sac_fly,hit_into_play,4.0,R,R,TEX,LAD,X,9.0,line_drive,-0.47,2.05,Nate Tomlinson,-0.599,0.53,0.5499999999999998,in,in,r
52,52,52,52,52,129882,SI,20200828,93.4,-3.22,5.97,222.0,624431,571670,,ball,8.0,R,R,TEX,LAD,B,,,0.16,1.64,Nate Tomlinson,0.186,0.84,0.1399999999999999,in,in,w
53,53,53,53,53,129883,SL,20200828,88.0,-3.47,5.88,216.0,624431,571670,,foul,5.0,R,R,TEX,LAD,S,,,0.16,2.18,Nate Tomlinson,-0.095,0.84,0.6800000000000002,in,in,r
54,54,54,54,54,129884,SL,20200828,88.0,-3.34,5.94,224.0,624431,571670,,ball,14.0,R,R,TEX,LAD,B,,,1.58,1.06,Nate Tomlinson,0.066,0.5800000000000001,0.4399999999999999,out,out,r
55,55,55,55,55,129885,SI,20200828,93.3,-3.2,6.06,218.0,624431,571670,,ball,14.0,R,R,TEX,LAD,B,,,0.22,1.34,Nate Tomlinson,0.059,0.78,0.1599999999999999,in,out,r
56,56,56,56,56,129886,SL,20200828,86.9,-3.23,5.89,217.0,669256,571670,double,hit_into_play,6.0,R,R,TEX,LAD,X,8.0,line_drive,0.49,2.39,Nate Tomlinson,1.437,0.51,0.8900000000000001,in,in,r
57,57,57,57,57,129887,CH,20200828,85.8,-3.61,5.61,252.0,669256,571670,,blocked_ball,13.0,R,R,TEX,LAD,B,,,-0.43,0.59,Nate Tomlinson,-0.007,0.5700000000000001,0.91,in,out,r
58,58,58,58,58,129888,SI,20200828,92.7,-3.26,6.02,221.0,669256,571670,,foul,13.0,R,R,TEX,LAD,S,,,-1.77,2.04,Nate Tomlinson,0.0,0.77,0.54,out,in,r
59,59,59,59,59,129889,SL,20200828,87.4,-3.38,5.88,222.0,669256,571670,,foul,14.0,R,R,TEX,LAD,S,,,1.05,1.97,Nate Tomlinson,0.0,0.05,0.47,out,in,r
60,60,60,60,60,129890,SI,20200828,92.1,-3.22,6.04,222.0,669256,571670,,foul,13.0,R,R,TEX,LAD,S,,,-1.06,2.08,Nate Tomlinson,-0.112,0.06,0.5800000000000001,out,in,r
61,61,61,61,61,129891,SL,20200828,85.5,-3.47,5.85,219.0,669256,571670,,called_strike,9.0,R,R,TEX,LAD,S,,,0.3,1.73,Nate Tomlinson,-0.068,0.7,0.2299999999999999,in,in,r
62,62,62,62,62,129892,FF,20200828,94.3,1.9,5.72,135.0,425783,459429,single,hit_into_play,3.0,L,L,TEX,LAD,X,8.0,ground_ball,0.42,2.99,Nate Tomlinson,1.03,0.5800000000000001,0.5099999999999998,in,in,r
63,63,63,63,63,129893,FF,20200828,94.9,2.07,5.77,136.0,425783,459429,,foul,8.0,L,L,TEX,LAD,S,,,-0.15,2.04,Nate Tomlinson,-0.078,0.85,0.54,in,in,r
64,64,64,64,64,129894,FF,20200828,96.0,1.85,5.71,145.0,665750,459429,strikeout,swinging_strike,2.0,R,L,TEX,LAD,S,2.0,,0.19,3.12,Nate Tomlinson,-0.433,0.81,0.3799999999999999,in,in,r
65,65,65,65,65,129895,FF,20200828,96.0,2.12,5.63,133.0,665750,459429,,ball,12.0,R,L,TEX,LAD,B,,,1.76,3.07,Nate Tomlinson,0.035,0.76,0.4300000000000001,out,in,r
66,66,66,66,66,129896,SL,20200828,82.2,2.15,5.81,229.0,665750,459429,,foul,14.0,R,L,TEX,LAD,S,,,0.84,2.46,Nate Tomlinson,0.0,0.16,0.96,in,in,r
67,67,67,67,67,129897,FF,20200828,96.3,1.98,5.74,135.0,665750,459429,,foul,3.0,R,L,TEX,LAD,S,,,0.73,3.27,Nate Tomlinson,0.0,0.27,0.2299999999999999,in,in,r
68,68,68,68,68,129898,FF,20200828,95.2,2.0,5.77,136.0,665750,459429,,foul_bunt,12.0,R,L,TEX,LAD,S,,,0.81,4.54,Nate Tomlinson,-0.088,0.1899999999999999,1.04,in,out,r
69,69,69,69,69,129899,FF,20200828,95.1,1.91,5.68,133.0,665750,459429,,foul,4.0,R,L,TEX,LAD,S,,,-0.32,2.25,Nate Tomlinson,-0.091,0.6799999999999999,0.75,in,in,r
70,70,70,70,70,129900,FF,20200828,95.9,2.04,5.71,129.0,595981,459429,single,hit_into_play,14.0,R,L,TEX,LAD,X,9.0,ground_ball,1.07,1.9,Nate Tomlinson,0.807,0.07,0.3999999999999999,out,in,w
71,71,71,71,71,129901,FF,20200828,94.8,2.05,5.83,133.0,595981,459429,,swinging_strike,6.0,R,L,TEX,LAD,S,,,0.76,2.83,Nate Tomlinson,-0.08,0.24,0.6699999999999999,in,in,r
72,72,72,72,72,129902,FF,20200828,94.9,1.97,5.74,132.0,595981,459429,,called_strike,5.0,R,L,TEX,LAD,S,,,0.25,2.11,Nate Tomlinson,-0.071,0.75,0.6099999999999999,in,in,r
73,73,73,73,73,129903,FF,20200828,94.9,2.01,5.85,140.0,595981,459429,,ball,11.0,R,L,TEX,LAD,B,,,-0.92,3.05,Nate Tomlinson,0.039,0.0799999999999999,0.4500000000000002,in,in,w
74,74,74,74,74,129904,FF,20200828,94.6,1.91,5.74,139.0,643396,459429,single,hit_into_play,9.0,R,L,TEX,LAD,X,9.0,line_drive,0.41,1.78,Nate Tomlinson,0.407,0.5900000000000001,0.28,in,in,r
75,75,75,75,75,129905,FF,20200828,96.1,1.88,5.74,139.0,643396,459429,,ball,7.0,R,L,TEX,LAD,B,,,-0.63,1.59,Nate Tomlinson,0.032,0.37,0.09,in,in,w
76,76,76,76,76,129906,FF,20200828,94.3,1.96,5.74,133.0,643396,459429,,foul,5.0,R,L,TEX,LAD,S,,,0.05,2.61,Nate Tomlinson,-0.042,0.95,0.8900000000000001,in,in,r
77,77,77,77,77,129907,FF,20200828,94.5,1.85,5.75,136.0,518618,459429,home_run,hit_into_play,4.0,L,L,TEX,LAD,X,,line_drive,-0.63,2.39,Nate Tomlinson,1.042,0.37,0.8900000000000001,in,in,r
78,78,78,78,78,129908,FF,20200828,94.1,1.92,5.84,137.0,518618,459429,,called_strike,11.0,L,L,TEX,LAD,S,,,-0.86,3.03,Nate Tomlinson,-0.042,0.14,0.4700000000000002,in,in,r
79,79,79,79,79,129909,CH,20200828,88.9,4.3,5.18,99.0,641355,570257,strikeout,swinging_strike_blocked,13.0,L,L,TEX,LAD,S,2.0,,-0.33,0.73,Nate Tomlinson,-0.344,0.6699999999999999,0.77,in,out,r
80,80,80,80,80,129910,SL,20200828,88.2,4.13,5.23,15.0,641355,570257,,ball,13.0,L,L,TEX,LAD,B,,,-1.74,1.23,Nate Tomlinson,0.081,0.74,0.27,out,out,r
81,81,81,81,81,129911,SI,20200828,94.5,4.16,5.23,115.0,641355,570257,,foul,12.0,L,L,TEX,LAD,S,,,0.99,3.64,Nate Tomlinson,0.0,0.01,0.1400000000000001,in,out,r
82,82,82,82,82,129912,CH,20200828,89.6,4.3,5.13,98.0,641355,570257,,ball,13.0,L,L,TEX,LAD,B,,,-0.69,1.42,Nate Tomlinson,0.013,0.31,0.08,in,out,r
83,83,83,83,83,129913,CH,20200828,89.1,4.18,5.14,97.0,641355,570257,,foul,14.0,L,L,TEX,LAD,S,,,0.13,1.47,Nate Tomlinson,0.0,0.87,0.03,in,out,r
84,84,84,84,84,129914,FF,20200828,94.2,4.13,5.27,114.0,641355,570257,,swinging_strike,3.0,L,L,TEX,LAD,S,,,0.41,3.2,Nate Tomlinson,-0.057,0.5900000000000001,0.2999999999999998,in,in,r
85,85,85,85,85,129915,SI,20200828,93.8,4.0,5.27,119.0,641355,570257,,called_strike,7.0,L,L,TEX,LAD,S,,,-0.33,2.37,Nate Tomlinson,-0.052,0.6699999999999999,0.8700000000000001,in,in,r
86,86,86,86,86,129916,SI,20200828,93.7,4.13,5.3,129.0,641355,570257,,ball,12.0,L,L,TEX,LAD,B,,,1.12,3.99,Nate Tomlinson,0.033,0.1200000000000001,0.4900000000000002,out,out,r
87,87,87,87,87,129917,FF,20200828,94.0,3.94,5.23,107.0,457759,570257,single,hit_into_play,2.0,R,L,TEX,LAD,X,7.0,line_drive,0.2,3.28,Nate Tomlinson,0.862,0.8,0.2200000000000002,in,in,r
88,88,88,88,88,129918,SI,20200828,94.9,3.95,5.27,114.0,457759,570257,,foul,7.0,R,L,TEX,LAD,S,,,-0.46,1.78,Nate Tomlinson,0.0,0.54,0.28,in,in,r
89,89,89,89,89,129919,CH,20200828,87.7,4.1,5.42,107.0,457759,570257,,ball,14.0,R,L,TEX,LAD,B,,,1.35,2.33,Nate Tomlinson,0.045,0.3500000000000001,0.8300000000000001,out,in,r
90,90,90,90,90,129920,SI,20200828,96.2,4.12,5.14,125.0,457759,570257,,foul,8.0,R,L,TEX,LAD,S,,,-0.02,1.7,Nate Tomlinson,0.0,0.98,0.1999999999999999,in,in,r
91,91,91,91,91,129921,CH,20200828,89.7,4.16,5.16,95.0,457759,570257,,called_strike,8.0,R,L,TEX,LAD,S,,,0.11,1.92,Nate Tomlinson,-0.076,0.89,0.4199999999999999,in,in,r
92,92,92,92,92,129922,SI,20200828,95.7,4.06,5.19,126.0,457759,570257,,called_strike,5.0,R,L,TEX,LAD,S,,,0.14,2.78,Nate Tomlinson,-0.051,0.86,0.7200000000000002,in,in,r
93,93,93,93,93,129923,SI,20200828,95.5,4.12,5.2,118.0,608369,570257,double,hit_into_play,6.0,L,L,TEX,LAD,X,8.0,line_drive,0.35,2.53,Nate Tomlinson,1.126,0.65,0.9700000000000002,in,in,r
94,94,94,94,94,129924,SI,20200828,96.8,4.1,5.28,122.0,608369,570257,,swinging_strike,14.0,L,L,TEX,LAD,S,,,0.28,0.95,Nate Tomlinson,-0.076,0.72,0.55,in,out,r
95,95,95,95,95,129925,SI,20200828,95.1,3.97,5.37,121.0,608369,570257,,called_strike,6.0,L,L,TEX,LAD,S,,,0.28,2.68,Nate Tomlinson,-0.051,0.72,0.8199999999999998,in,in,r
96,96,96,96,96,129926,SI,20200828,95.7,4.03,5.23,115.0,605141,570257,strikeout,swinging_strike,5.0,R,L,TEX,LAD,S,2.0,,-0.17,2.21,Nate Tomlinson,-0.257,0.83,0.71,in,in,r
97,97,97,97,97,129927,SI,20200828,94.6,3.92,5.3,124.0,605141,570257,,swinging_strike,5.0,R,L,TEX,LAD,S,,,-0.01,2.43,Nate Tomlinson,-0.07,0.99,0.9300000000000002,in,in,r
98,98,98,98,98,129928,SI,20200828,94.6,3.93,5.24,117.0,605141,570257,,called_strike,1.0,R,L,TEX,LAD,S,,,-0.47,2.78,Nate Tomlinson,-0.045,0.53,0.7200000000000002,in,in,r
99,99,99,99,99,129929,CH,20200828,89.4,4.29,5.21,93.0,571771,570257,field_out,hit_into_play,14.0,R,L,TEX,LAD,X,6.0,ground_ball,0.52,1.46,Nate Tomlinson,-0.158,0.48,0.04,in,out,w
100,100,100,100,100,129930,SI,20200828,95.9,4.05,5.26,121.0,571771,570257,,ball,12.0,R,L,TEX,LAD,B,,,0.69,3.85,Nate Tomlinson,0.028,0.31,0.3500000000000001,in,out,r
101,101,101,101,101,129931,CH,20200828,89.4,4.0,5.25,102.0,571771,570257,,foul,8.0,R,L,TEX,LAD,S,,,-0.05,1.73,Nate Tomlinson,-0.107,0.95,0.2299999999999999,in,in,r
102,102,102,102,102,129932,SI,20200828,95.4,3.86,5.32,123.0,571771,570257,,ball,13.0,R,L,TEX,LAD,B,,,-0.91,1.83,Nate Tomlinson,0.047,0.0899999999999999,0.33,in,in,w
103,103,103,103,103,129933,SI,20200828,94.6,3.94,5.34,128.0,571771,570257,,called_strike,8.0,R,L,TEX,LAD,S,,,0.09,2.03,Nate Tomlinson,-0.067,0.91,0.5299999999999998,in,in,r
104,104,104,104,104,129934,FF,20200828,94.4,4.06,5.2,113.0,669257,570257,double,hit_into_play,1.0,R,L,TEX,LAD,X,7.0,line_drive,-0.58,2.72,Nate Tomlinson,0.702,0.42,0.7799999999999998,in,in,r
105,105,105,105,105,129935,SI,20200828,95.0,4.05,5.24,118.0,669257,570257,,foul,1.0,R,L,TEX,LAD,S,,,-0.63,3.19,Nate Tomlinson,0.0,0.37,0.31,in,in,r
106,106,106,106,106,129936,CH,20200828,88.8,4.1,5.08,96.0,669257,570257,,foul,3.0,R,L,TEX,LAD,S,,,0.46,2.8,Nate Tomlinson,0.0,0.54,0.7000000000000002,in,in,r
107,107,107,107,107,129937,CH,20200828,88.6,4.12,5.29,97.0,669257,570257,,called_strike,12.0,R,L,TEX,LAD,S,,,0.8,3.26,Nate Tomlinson,-0.06,0.1999999999999999,0.2400000000000002,in,in,r
108,108,108,108,108,129938,SI,20200828,94.4,4.02,5.29,117.0,669257,570257,,foul,9.0,R,L,TEX,LAD,S,,,0.6,1.96,Nate Tomlinson,-0.05,0.4,0.4599999999999999,in,in,r
109,109,109,109,109,129939,SI,20200828,94.2,4.02,5.32,112.0,669257,570257,,ball,14.0,R,L,TEX,LAD,B,,,0.97,1.66,Nate Tomlinson,0.041,0.03,0.1599999999999999,in,in,w
110,110,110,110,110,129940,CU,20200828,86.5,-2.37,5.25,57.0,453943,669160,field_out,hit_into_play,8.0,R,R,TEX,LAD,X,6.0,ground_ball,0.27,1.82,Nate Tomlinson,-0.209,0.73,0.32,in,in,r
111,111,111,111,111,129941,SI,20200828,98.7,-2.17,5.51,221.0,453943,669160,,called_strike,12.0,R,R,TEX,LAD,S,,,0.01,3.41,Nate Tomlinson,-0.041,0.99,0.0899999999999998,in,in,r
112,112,112,112,112,129942,FC,20200828,93.5,-2.24,5.5,170.0,608336,669160,walk,ball,11.0,L,R,TEX,LAD,B,,,-0.32,3.73,Nate Tomlinson,0.075,0.6799999999999999,0.2299999999999999,in,out,r
113,113,113,113,113,129943,SI,20200828,98.3,-2.24,5.35,235.0,608336,669160,,called_strike,4.0,L,R,TEX,LAD,S,,,-0.29,2.09,Nate Tomlinson,-0.023,0.71,0.5899999999999999,in,in,r
114,114,114,114,114,129944,CH,20200828,92.8,-2.24,5.31,250.0,608336,669160,,ball,14.0,L,R,TEX,LAD,B,,,0.7,1.41,Nate Tomlinson,0.042,0.3,0.09,in,out,r
115,115,115,115,115,129945,FF,20200828,100.0,-2.08,5.74,223.0,608336,669160,,ball,11.0,L,R,TEX,LAD,B,,,-0.31,4.07,Nate Tomlinson,0.027,0.69,0.5700000000000003,in,out,r
116,116,116,116,116,129946,SI,20200828,98.4,-2.27,5.38,231.0,608336,669160,,ball,11.0,L,R,TEX,LAD,B,,,-1.01,3.1,Nate Tomlinson,0.018,0.01,0.3999999999999999,out,in,r
117,117,117,117,117,129947,SI,20200828,98.1,-2.35,5.32,227.0,624431,669160,field_out,hit_into_play,7.0,R,R,TEX,LAD,X,4.0,ground_ball,-0.68,1.81,Nate Tomlinson,-0.168,0.3199999999999999,0.31,in,in,r
118,118,118,118,118,129948,SI,20200828,97.8,-2.28,5.38,232.0,669256,669160,field_out,hit_into_play,1.0,R,R,TEX,LAD,X,5.0,ground_ball,-0.73,2.86,Nate Tomlinson,-0.291,0.27,0.6400000000000001,in,in,r
119,119,119,119,119,129949,CU,20200828,86.2,-2.46,5.2,53.0,669256,669160,,ball,14.0,R,R,TEX,LAD,B,,,1.33,0.33,Nate Tomlinson,0.051,0.33,1.17,out,out,r
120,120,120,120,120,129950,SI,20200828,97.3,-2.31,5.43,230.0,669256,669160,,foul,4.0,R,R,TEX,LAD,S,,,-0.55,2.65,Nate Tomlinson,-0.05,0.4499999999999999,0.8500000000000001,in,in,r
