,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
200987,196759,FF,20190813,97.9,-2.31,5.88,212.0,547379,543135,,ball,12.0,R,R,CLE,BOS,B,,,1.28,3.2,John Bacon,0.066
200988,196760,FF,20190813,95.8,-2.26,5.95,211.0,547379,543135,,ball,12.0,R,R,CLE,BOS,B,,,1.21,3.67,John Bacon,0.03
200989,196761,CU,20190813,79.7,-2.05,6.16,42.0,547379,543135,,called_strike,11.0,R,R,CLE,BOS,S,,,-1.0,2.84,John Bacon,-0.054
200990,196762,SL,20190813,87.5,2.42,5.85,208.0,608070,657031,field_out,hit_into_play,6.0,R,L,CLE,BOS,X,5.0,ground_ball,0.71,2.51,John Bacon,-0.462
200991,196763,SL,20190813,85.3,2.49,5.85,249.0,608070,657031,,foul,14.0,R,L,CLE,BOS,S,,,0.87,2.01,John Bacon,0.0
200992,196764,SL,20190813,87.1,2.28,5.85,254.0,608070,657031,,foul,13.0,R,L,CLE,BOS,S,,,-0.06,0.76,John Bacon,0.0
200993,196765,SL,20190813,87.6,2.51,5.85,222.0,608070,657031,,foul,13.0,R,L,CLE,BOS,S,,,-0.89,2.01,John Bacon,0.0
200994,196766,SL,20190813,86.0,2.34,5.83,270.0,608070,657031,,foul,5.0,R,L,CLE,BOS,S,,,-0.21,2.6,John Bacon,-0.122
200995,196767,FF,20190813,94.3,2.38,5.9,165.0,608070,657031,,ball,12.0,R,L,CLE,BOS,B,,,1.11,3.91,John Bacon,0.091
200996,196768,FF,20190813,94.1,2.24,5.93,161.0,608070,657031,,ball,11.0,R,L,CLE,BOS,B,,,-1.24,4.61,John Bacon,0.053
200997,196769,SL,20190813,86.8,2.45,5.98,227.0,608070,657031,,foul,13.0,R,L,CLE,BOS,S,,,-0.66,1.39,John Bacon,-0.067
200998,196770,CU,20190813,83.7,-1.68,6.48,23.0,614177,598264,walk,ball,11.0,R,R,CLE,BOS,B,,,-0.82,4.63,John Bacon,0.341
200999,196771,CU,20190813,85.3,-1.6,6.45,25.0,614177,598264,,ball,13.0,R,R,CLE,BOS,B,,,-0.06,0.3,John Bacon,0.102
201000,196772,CU,20190813,84.8,-1.65,6.39,11.0,614177,598264,,foul,11.0,R,R,CLE,BOS,S,,,-1.06,2.87,John Bacon,0.0
201001,196773,CU,20190813,85.0,-1.65,6.47,10.0,614177,598264,,swinging_strike,14.0,R,R,CLE,BOS,S,,,0.19,1.19,John Bacon,-0.073
201002,196774,CU,20190813,84.8,-1.5,6.48,17.0,614177,598264,,ball,14.0,R,R,CLE,BOS,B,,,1.03,-0.17,John Bacon,0.054
201003,196775,CU,20190813,84.9,-1.68,6.49,11.0,614177,598264,,swinging_strike,9.0,R,R,CLE,BOS,S,,,0.52,2.16,John Bacon,-0.05
201004,196776,CU,20190813,85.5,-1.7,6.47,16.0,614177,598264,,ball,14.0,R,R,CLE,BOS,B,,,1.45,-0.67,John Bacon,0.037
201005,196777,SI,20190813,86.1,-3.53,1.79,298.0,502110,643256,double_play,hit_into_play,7.0,R,R,CLE,BOS,X,5.0,ground_ball,-0.43,1.94,John Bacon,-0.514
201006,196778,SI,20190813,83.8,-3.46,1.8,293.0,502110,643256,,swinging_strike,13.0,R,R,CLE,BOS,S,,,-2.13,2.07,John Bacon,-0.084
201007,196779,SI,20190813,84.7,-3.33,1.81,306.0,593428,643256,single,hit_into_play,13.0,R,R,CLE,BOS,X,7.0,ground_ball,-1.3,2.53,John Bacon,0.571
201008,196780,SL,20190813,75.2,-3.27,1.85,155.0,593428,643256,,called_strike,5.0,R,R,CLE,BOS,S,,,0.17,2.25,John Bacon,-0.055
201009,196781,FF,20190813,87.9,-3.49,1.76,273.0,646240,643256,single,hit_into_play,1.0,L,R,CLE,BOS,X,4.0,ground_ball,-0.77,3.11,John Bacon,0.322
201010,196782,SL,20190813,77.3,-3.68,1.69,52.0,646240,643256,,ball,13.0,L,R,CLE,BOS,B,,,-2.09,0.65,John Bacon,0.019
201011,196783,SL,20190813,75.6,-3.41,1.68,84.0,646240,643256,,called_strike,13.0,L,R,CLE,BOS,S,,,-0.86,1.74,John Bacon,-0.041
201012,196784,FF,20190813,85.2,-3.46,1.72,265.0,646240,643256,,foul,6.0,L,R,CLE,BOS,S,,,0.31,2.33,John Bacon,-0.03
201013,196785,SL,20190813,74.6,-3.48,1.66,75.0,605141,643256,field_out,hit_into_play,14.0,R,R,CLE,BOS,X,7.0,line_drive,0.19,1.33,John Bacon,-0.236
201014,196786,SI,20190813,82.6,-3.54,1.74,293.0,605141,643256,,called_strike,3.0,R,R,CLE,BOS,S,,,0.69,2.68,John Bacon,-0.05
201015,196787,SI,20190813,83.3,-3.42,1.95,294.0,605141,643256,,ball,11.0,R,R,CLE,BOS,B,,,-1.16,2.79,John Bacon,0.037
201016,196788,CU,20190813,84.8,-1.54,6.45,17.0,467793,598264,strikeout,swinging_strike,9.0,L,R,CLE,BOS,S,2.0,,0.4,1.57,John Bacon,-0.332
201017,196789,CU,20190813,85.8,-1.72,6.35,17.0,467793,598264,,foul,14.0,L,R,CLE,BOS,S,,,0.51,1.51,John Bacon,0.0
201018,196790,CU,20190813,85.6,-1.82,6.38,32.0,467793,598264,,swinging_strike,9.0,L,R,CLE,BOS,S,,,0.31,1.67,John Bacon,-0.099
201019,196791,CU,20190813,85.0,-1.71,6.56,19.0,467793,598264,,called_strike,5.0,L,R,CLE,BOS,S,,,0.26,2.59,John Bacon,-0.072
201020,196792,CU,20190813,84.0,-1.72,6.5,18.0,640458,598264,single,hit_into_play,11.0,R,R,CLE,BOS,X,5.0,ground_ball,-1.03,2.95,John Bacon,0.782
201021,196793,CU,20190813,85.2,-1.54,6.53,13.0,640458,598264,,blocked_ball,14.0,R,R,CLE,BOS,B,,,0.98,1.02,John Bacon,0.034
201022,196794,FF,20190813,97.1,-1.66,6.4,202.0,640458,598264,,foul,3.0,R,R,CLE,BOS,S,,,0.59,3.35,John Bacon,-0.071
201023,196795,FF,20190813,97.2,-1.68,6.46,203.0,640458,598264,,ball,12.0,R,R,CLE,BOS,B,,,0.85,3.59,John Bacon,0.017
201024,196796,CU,20190813,83.9,-1.74,6.59,7.0,640458,598264,,swinging_strike,8.0,R,R,CLE,BOS,S,,,0.26,2.03,John Bacon,-0.042
201025,196797,CH,20190813,89.8,3.19,4.92,86.0,596019,519242,double,hit_into_play,8.0,R,L,CLE,BOS,X,7.0,line_drive,-0.09,1.46,John Bacon,1.819
201026,196798,SL,20190813,81.3,3.22,5.28,289.0,596019,519242,,called_strike,12.0,R,L,CLE,BOS,S,,,0.89,3.1,John Bacon,-0.081
201027,196799,SL,20190813,83.1,3.04,5.25,292.0,571980,519242,field_out,hit_into_play,5.0,L,L,CLE,BOS,X,3.0,popup,-0.15,2.29,John Bacon,-0.317
201028,196800,FF,20190813,96.6,3.03,5.52,137.0,571980,519242,,swinging_strike,2.0,L,L,CLE,BOS,S,,,0.0,3.19,John Bacon,-0.159
201029,196801,FF,20190813,95.7,3.13,5.21,131.0,571980,519242,,called_strike,1.0,L,L,CLE,BOS,S,,,-0.57,2.91,John Bacon,-0.053
201030,196802,SL,20190813,82.5,2.95,5.24,289.0,571980,519242,,ball,13.0,L,L,CLE,BOS,B,,,-1.94,1.29,John Bacon,0.023
201031,196803,SL,20190813,79.3,3.15,5.23,292.0,571980,519242,,ball,14.0,L,L,CLE,BOS,B,,,1.11,2.17,John Bacon,0.074
201032,196804,CH,20190813,86.3,3.1,4.94,90.0,656185,519242,fielders_choice,hit_into_play,14.0,R,L,CLE,BOS,X,5.0,ground_ball,0.29,1.39,John Bacon,-0.363
201033,196805,SL,20190813,79.2,3.02,5.2,290.0,656185,519242,,called_strike,9.0,R,L,CLE,BOS,S,,,0.36,2.09,John Bacon,-0.061
201034,196806,CH,20190813,86.5,3.28,5.05,84.0,656185,519242,,ball,14.0,R,L,CLE,BOS,B,,,1.12,2.3,John Bacon,0.043
201035,196807,SL,20190813,82.1,3.01,5.11,286.0,543401,519242,strikeout,swinging_strike,13.0,L,L,CLE,BOS,S,2.0,,-1.37,1.64,John Bacon,-0.28
201036,196808,FF,20190813,93.6,2.68,5.47,135.0,543401,519242,,ball,11.0,L,L,CLE,BOS,B,,,-1.67,3.92,John Bacon,0.038
201037,196809,SL,20190813,82.3,3.0,5.19,282.0,543401,519242,,swinging_strike,13.0,L,L,CLE,BOS,S,,,-1.38,2.13,John Bacon,-0.082
201038,196810,SL,20190813,79.8,3.08,5.2,299.0,543401,519242,,called_strike,3.0,L,L,CLE,BOS,S,,,0.55,2.78,John Bacon,-0.067
201039,196811,FT,20190813,92.9,3.16,5.13,98.0,547379,519242,walk,ball,12.0,R,L,CLE,BOS,B,,,1.66,3.44,John Bacon,0.249
201040,196812,FT,20190813,92.2,3.07,5.16,110.0,547379,519242,,called_strike,4.0,R,L,CLE,BOS,S,,,-0.55,2.34,John Bacon,-0.078
201041,196813,CH,20190813,83.8,3.26,4.98,76.0,547379,519242,,ball,7.0,R,L,CLE,BOS,B,,,-0.56,1.53,John Bacon,0.136
201042,196814,SL,20190813,76.2,3.08,5.32,287.0,547379,519242,,ball,13.0,R,L,CLE,BOS,B,,,-1.49,2.05,John Bacon,0.068
201043,196815,SL,20190813,77.6,3.15,5.13,285.0,547379,519242,,ball,14.0,R,L,CLE,BOS,B,,,0.17,1.24,John Bacon,0.037
201044,196816,SL,20190813,78.4,4.27,5.21,240.0,598265,605479,field_out,hit_into_play,8.0,L,L,CLE,BOS,X,9.0,fly_ball,-0.09,2.02,John Bacon,-0.081
201045,196817,FF,20190813,89.5,4.1,5.32,144.0,598265,605479,,ball,11.0,L,L,CLE,BOS,B,,,-0.53,3.59,John Bacon,0.011
201046,196818,SL,20190813,76.6,4.31,5.36,272.0,598265,605479,,foul,4.0,L,L,CLE,BOS,S,,,-0.49,2.51,John Bacon,0.0
201047,196819,SL,20190813,78.1,4.18,5.33,258.0,598265,605479,,foul,7.0,L,L,CLE,BOS,S,,,-0.51,1.78,John Bacon,-0.026
201048,196820,SL,20190813,77.9,4.3,5.34,261.0,598265,605479,,called_strike,9.0,L,L,CLE,BOS,S,,,0.35,2.08,John Bacon,-0.019
201049,196821,FF,20190813,90.1,3.93,5.45,147.0,506702,605479,field_out,hit_into_play,5.0,R,L,CLE,BOS,X,3.0,popup,-0.06,2.47,John Bacon,-0.292
201050,196822,FF,20190813,89.7,3.83,5.44,151.0,506702,605479,,called_strike,6.0,R,L,CLE,BOS,S,,,0.71,2.39,John Bacon,-0.05
201051,196823,FF,20190813,89.1,3.93,5.35,147.0,506702,605479,,ball,14.0,R,L,CLE,BOS,B,,,1.21,1.67,John Bacon,0.086
201052,196824,SL,20190813,77.9,4.08,5.64,259.0,506702,605479,,ball,12.0,R,L,CLE,BOS,B,,,1.73,3.27,John Bacon,0.049
201053,196825,SL,20190813,79.0,4.02,5.62,260.0,506702,605479,,ball,12.0,R,L,CLE,BOS,B,,,1.96,3.17,John Bacon,0.028
201054,196826,FF,20190813,89.6,3.96,5.44,147.0,593523,605479,strikeout,foul_tip,3.0,L,L,CLE,BOS,S,2.0,,0.57,2.78,John Bacon,-0.319
201055,196827,FF,20190813,90.8,3.84,5.45,148.0,593523,605479,,foul,8.0,L,L,CLE,BOS,S,,,0.16,2.06,John Bacon,0.0
201056,196828,FF,20190813,89.2,4.05,5.37,152.0,593523,605479,,foul,2.0,L,L,CLE,BOS,S,,,0.04,2.81,John Bacon,-0.091
201057,196829,FF,20190813,88.6,4.0,5.43,164.0,593523,605479,,called_strike,6.0,L,L,CLE,BOS,S,,,0.34,2.86,John Bacon,-0.078
201058,196830,FF,20190813,89.1,4.0,5.43,165.0,593523,605479,,ball,11.0,L,L,CLE,BOS,B,,,-0.01,4.22,John Bacon,0.136
201059,196831,FF,20190813,88.1,3.97,5.61,167.0,593523,605479,,ball,12.0,L,L,CLE,BOS,B,,,1.34,4.18,John Bacon,0.068
201060,196832,FF,20190813,89.2,4.12,5.35,155.0,593523,605479,,ball,12.0,L,L,CLE,BOS,B,,,1.31,2.66,John Bacon,0.037
201061,196833,FF,20190813,97.5,3.03,5.35,127.0,608070,519242,field_out,hit_into_play,7.0,R,L,CLE,BOS,X,4.0,ground_ball,-0.59,2.04,John Bacon,-0.096
201062,196834,CH,20190813,84.4,3.21,4.93,88.0,608070,519242,,called_strike,2.0,R,L,CLE,BOS,S,,,-0.13,2.79,John Bacon,-0.019
201063,196835,FF,20190813,95.6,3.01,5.43,125.0,614177,519242,home_run,hit_into_play,5.0,R,L,CLE,BOS,X,,fly_ball,0.2,2.67,John Bacon,1.87
201064,196836,SL,20190813,79.6,3.29,5.18,295.0,467793,519242,walk,ball,12.0,R,L,CLE,BOS,B,,,1.26,2.79,John Bacon,0.106
201065,196837,SL,20190813,80.0,3.19,5.18,291.0,467793,519242,,foul,4.0,R,L,CLE,BOS,S,,,-0.36,2.79,John Bacon,-0.034
201066,196838,FT,20190813,95.5,3.07,5.23,104.0,467793,519242,,called_strike,2.0,R,L,CLE,BOS,S,,,0.01,3.26,John Bacon,-0.025
201067,196839,CH,20190813,85.2,3.29,4.95,95.0,467793,519242,,ball,12.0,R,L,CLE,BOS,B,,,0.93,2.66,John Bacon,0.042
201068,196840,CH,20190813,85.4,3.19,4.93,89.0,467793,519242,,ball,14.0,R,L,CLE,BOS,B,,,0.03,0.82,John Bacon,0.025
201069,196841,CH,20190813,85.7,3.21,4.97,92.0,467793,519242,,ball,13.0,R,L,CLE,BOS,B,,,-0.75,1.42,John Bacon,0.015
201070,196842,FF,20190813,91.7,3.25,5.05,124.0,640458,519242,strikeout,swinging_strike,12.0,R,L,CLE,BOS,S,2.0,,1.3,4.11,John Bacon,-0.125
201071,196843,CH,20190813,86.6,3.15,5.07,101.0,640458,519242,,called_strike,8.0,R,L,CLE,BOS,S,,,0.11,1.79,John Bacon,-0.044
201072,196844,CH,20190813,83.2,3.39,4.89,102.0,640458,519242,,ball,14.0,R,L,CLE,BOS,B,,,1.68,2.22,John Bacon,0.022
201073,196845,CH,20190813,83.3,3.08,4.97,93.0,640458,519242,,called_strike,9.0,R,L,CLE,BOS,S,,,0.29,2.17,John Bacon,-0.03
201074,196846,FF,20190813,90.6,3.01,5.16,117.0,596019,519242,field_out,hit_into_play,1.0,R,L,CLE,BOS,X,6.0,popup,-0.43,3.28,John Bacon,-0.175
201075,196847,CH,20190813,84.5,3.23,5.03,90.0,596019,519242,,foul,14.0,R,L,CLE,BOS,S,,,1.43,2.17,John Bacon,-0.061
201076,196848,FF,20190813,89.4,2.94,5.33,127.0,596019,519242,,ball,12.0,R,L,CLE,BOS,B,,,0.26,4.03,John Bacon,0.027
201077,196849,CH,20190813,89.1,3.18,5.14,109.0,596019,519242,,called_strike,6.0,R,L,CLE,BOS,S,,,0.71,2.57,John Bacon,-0.039
201078,196850,FF,20190813,91.4,3.98,5.5,141.0,519048,605479,field_out,hit_into_play,5.0,L,L,CLE,BOS,X,7.0,line_drive,0.11,2.32,John Bacon,-0.391
201079,196851,SL,20190813,81.0,3.97,5.61,294.0,519048,605479,,foul,13.0,L,L,CLE,BOS,S,,,-0.24,1.08,John Bacon,0.0
201080,196852,FF,20190813,90.2,4.04,5.44,133.0,519048,605479,,called_strike,7.0,L,L,CLE,BOS,S,,,-0.71,2.22,John Bacon,-0.103
201081,196853,SL,20190813,80.9,4.17,5.6,276.0,519048,605479,,ball,13.0,L,L,CLE,BOS,B,,,-1.17,2.37,John Bacon,0.044
201082,196854,SL,20190813,81.1,4.18,5.53,266.0,519048,605479,,swinging_strike,13.0,L,L,CLE,BOS,S,,,-1.09,1.59,John Bacon,-0.055
201083,196855,FF,20190813,89.9,4.07,5.35,138.0,519048,605479,,ball,13.0,L,L,CLE,BOS,B,,,-0.59,1.47,John Bacon,0.046
201084,196856,FF,20190813,90.9,4.08,5.44,145.0,643217,605479,field_out,hit_into_play,12.0,L,L,CLE,BOS,X,7.0,fly_ball,0.65,3.57,John Bacon,-0.447
201085,196857,FF,20190813,91.0,3.91,5.34,132.0,643217,605479,,swinging_strike,1.0,L,L,CLE,BOS,S,,,-0.38,2.84,John Bacon,-0.141
201086,196858,FF,20190813,90.1,3.96,5.32,142.0,643217,605479,,called_strike,7.0,L,L,CLE,BOS,S,,,-0.37,1.62,John Bacon,-0.128
201087,196859,FF,20190813,90.0,4.17,5.31,139.0,643217,605479,,ball,13.0,L,L,CLE,BOS,B,,,-1.02,2.19,John Bacon,0.126
201088,196860,SL,20190813,80.7,4.02,5.51,279.0,643217,605479,,ball,13.0,L,L,CLE,BOS,B,,,-1.57,1.95,John Bacon,0.067
201089,196861,FF,20190813,91.5,3.83,5.48,145.0,593428,605479,strikeout,called_strike,7.0,R,L,CLE,BOS,S,2.0,,-0.46,1.91,John Bacon,-0.469
201090,196862,SL,20190813,80.1,4.02,5.61,266.0,593428,605479,,ball,12.0,R,L,CLE,BOS,B,,,1.27,2.64,John Bacon,0.111
201091,196863,SL,20190813,83.1,4.15,5.48,286.0,593428,605479,,ball,13.0,R,L,CLE,BOS,B,,,-2.23,1.32,John Bacon,0.057
201092,196864,SL,20190813,80.5,4.11,5.58,259.0,593428,605479,,called_strike,6.0,R,L,CLE,BOS,S,,,0.74,2.89,John Bacon,-0.101
201093,196865,FF,20190813,92.1,4.16,5.37,131.0,593428,605479,,called_strike,6.0,R,L,CLE,BOS,S,,,0.37,2.25,John Bacon,-0.084
201094,196866,SL,20190813,78.1,3.96,5.79,270.0,593428,605479,,ball,12.0,R,L,CLE,BOS,B,,,1.64,3.96,John Bacon,0.037
201095,196867,FF,20190813,90.3,4.01,5.48,152.0,646240,605479,double,hit_into_play,4.0,L,L,CLE,BOS,X,8.0,fly_ball,-0.33,2.28,John Bacon,1.311
201096,196868,FF,20190813,90.7,3.97,5.32,147.0,646240,605479,,foul,5.0,L,L,CLE,BOS,S,,,-0.26,2.16,John Bacon,0.0
201097,196869,FF,20190813,90.7,4.01,5.45,141.0,646240,605479,,ball,14.0,L,L,CLE,BOS,B,,,1.67,2.04,John Bacon,0.23
201098,196870,FF,20190813,91.2,3.9,5.59,143.0,646240,605479,,foul,5.0,L,L,CLE,BOS,S,,,0.27,2.37,John Bacon,-0.157
201099,196871,FF,20190813,91.4,3.97,5.48,144.0,646240,605479,,foul,8.0,L,L,CLE,BOS,S,,,0.07,2.08,John Bacon,-0.114
201100,196872,FF,20190813,90.4,4.0,5.32,140.0,646240,605479,,ball,13.0,L,L,CLE,BOS,B,,,-1.05,1.63,John Bacon,0.145
201101,196873,FF,20190813,92.2,4.1,5.24,139.0,646240,605479,,ball,13.0,L,L,CLE,BOS,B,,,-1.2,1.72,John Bacon,0.091
201102,196874,FF,20190813,90.4,3.9,5.25,130.0,605141,605479,walk,ball,14.0,R,L,CLE,BOS,B,,,1.68,1.83,John Bacon,0.226
201103,196875,FF,20190813,90.6,4.17,5.15,128.0,605141,605479,,ball,12.0,R,L,CLE,BOS,B,,,1.11,2.4,John Bacon,0.176
201104,196876,FF,20190813,91.1,4.06,5.27,126.0,605141,605479,,ball,14.0,R,L,CLE,BOS,B,,,1.12,2.22,John Bacon,0.113
201105,196877,SL,20190813,79.6,4.15,5.42,275.0,605141,605479,,ball,13.0,R,L,CLE,BOS,B,,,-0.14,1.2,John Bacon,0.071
201106,196878,SI,20190813,89.5,4.25,4.92,95.0,598265,605479,hit_by_pitch,hit_by_pitch,12.0,L,L,CLE,BOS,B,,,3.09,2.53,John Bacon,0.452
201107,196879,SL,20190813,80.3,4.24,5.49,248.0,598265,605479,,called_strike,14.0,L,L,CLE,BOS,S,,,1.0,1.86,John Bacon,-0.039
201108,196880,SL,20190813,81.9,3.09,5.22,296.0,571980,519242,strikeout,swinging_strike,13.0,L,L,CLE,BOS,S,2.0,,-0.78,0.74,John Bacon,-0.081
201109,196881,SL,20190813,80.1,3.12,5.28,295.0,571980,519242,,swinging_strike,8.0,L,L,CLE,BOS,S,,,0.03,1.93,John Bacon,-0.028
201110,196882,SL,20190813,79.1,3.24,5.21,292.0,571980,519242,,called_strike,6.0,L,L,CLE,BOS,S,,,0.8,2.52,John Bacon,-0.021
201111,196883,SL,20190813,79.1,3.25,5.23,296.0,571980,519242,,ball,13.0,L,L,CLE,BOS,B,,,-0.97,0.99,John Bacon,0.015
201112,196884,CH,20190813,87.1,3.16,4.94,92.0,656185,519242,field_out,hit_into_play,9.0,R,L,CLE,BOS,X,5.0,ground_ball,0.63,1.83,John Bacon,-0.156
201113,196885,SL,20190813,81.5,3.16,5.34,284.0,656185,519242,,ball,12.0,R,L,CLE,BOS,B,,,1.3,3.18,John Bacon,0.031
201114,196886,SL,20190813,77.2,3.23,5.12,288.0,656185,519242,,ball,14.0,R,L,CLE,BOS,B,,,1.52,1.57,John Bacon,0.019
201115,196887,SL,20190813,81.5,3.01,5.29,282.0,656185,519242,,foul,4.0,R,L,CLE,BOS,S,,,-0.7,2.29,John Bacon,0.0
201116,196888,FF,20190813,93.2,3.05,5.62,133.0,656185,519242,,foul,6.0,R,L,CLE,BOS,S,,,0.46,2.48,John Bacon,-0.041
201117,196889,CH,20190813,83.4,3.17,4.99,98.0,656185,519242,,called_strike,4.0,R,L,CLE,BOS,S,,,-0.53,2.42,John Bacon,-0.03
201118,196890,SL,20190813,80.9,3.09,5.19,275.0,543401,519242,strikeout,swinging_strike,13.0,L,L,CLE,BOS,S,2.0,,-1.18,1.78,John Bacon,-0.157
201119,196891,SL,20190813,76.6,3.14,5.18,280.0,543401,519242,,called_strike,8.0,L,L,CLE,BOS,S,,,0.15,1.85,John Bacon,-0.052
201120,196892,FF,20190813,90.7,3.03,5.39,129.0,543401,519242,,called_strike,1.0,L,L,CLE,BOS,S,,,-0.54,2.91,John Bacon,-0.039
201121,196893,SL,20190813,79.8,3.9,5.44,245.0,506702,605479,field_out,hit_into_play,13.0,R,L,CLE,BOS,X,1.0,ground_ball,-0.37,1.27,John Bacon,-0.382
201122,196894,FF,20190813,90.1,4.2,5.24,124.0,506702,605479,,called_strike,6.0,R,L,CLE,BOS,S,,,0.81,2.55,John Bacon,-0.071
201123,196895,FF,20190813,94.6,-1.69,5.65,205.0,593523,605182,single,hit_into_play,11.0,L,R,CLE,BOS,X,7.0,line_drive,-1.18,2.67,John Bacon,1.131
201124,196896,FF,20190813,95.9,-1.66,5.63,198.0,593523,605182,,ball,11.0,L,R,CLE,BOS,B,,,-1.58,3.58,John Bacon,0.029
201125,196897,FF,20190813,95.8,-1.51,5.67,190.0,593523,605182,,foul,2.0,L,R,CLE,BOS,S,,,0.27,2.76,John Bacon,0.0
201126,196898,FF,20190813,95.8,-1.56,5.65,203.0,593523,605182,,ball,11.0,L,R,CLE,BOS,B,,,-1.88,3.34,John Bacon,0.016
201127,196899,FF,20190813,95.3,-1.65,5.58,206.0,593523,605182,,foul,11.0,L,R,CLE,BOS,S,,,-0.89,3.52,John Bacon,-0.099
201128,196900,FF,20190813,95.1,-1.46,5.69,194.0,593523,605182,,foul,4.0,L,R,CLE,BOS,S,,,-0.66,2.2,John Bacon,-0.072
201129,196901,CU,20190813,76.2,-1.15,5.79,28.0,519048,605182,single,hit_into_play,4.0,L,R,CLE,BOS,X,9.0,line_drive,-0.38,2.72,John Bacon,1.058
201130,196902,CU,20190813,77.3,-1.15,5.76,29.0,519048,605182,,called_strike,9.0,L,R,CLE,BOS,S,,,0.33,1.74,John Bacon,-0.078
201131,196903,CU,20190813,79.8,-1.15,5.86,37.0,519048,605182,,blocked_ball,14.0,L,R,CLE,BOS,B,,,1.38,-0.15,John Bacon,0.025
201132,196904,FF,20190813,96.8,-1.57,5.62,205.0,643217,605182,strikeout,swinging_strike,12.0,L,R,CLE,BOS,S,2.0,,0.85,2.85,John Bacon,-0.506
201133,196905,FF,20190813,96.1,-1.49,5.7,203.0,643217,605182,,ball,12.0,L,R,CLE,BOS,B,,,0.18,4.88,John Bacon,0.049
201134,196906,CU,20190813,77.8,-1.28,5.79,29.0,643217,605182,,foul,14.0,L,R,CLE,BOS,S,,,1.14,1.46,John Bacon,-0.139
201135,196907,CU,20190813,76.6,-1.19,5.88,34.0,643217,605182,,called_strike,1.0,L,R,CLE,BOS,S,,,-0.76,3.16,John Bacon,-0.08
201136,196908,FF,20190813,94.9,-1.51,5.65,209.0,502110,605182,single,hit_into_play,4.0,R,R,CLE,BOS,X,7.0,ground_ball,-0.8,2.62,John Bacon,0.605
201137,196909,FF,20190813,94.2,-1.52,5.7,200.0,502110,605182,,ball,11.0,R,R,CLE,BOS,B,,,-1.49,3.13,John Bacon,0.066
201138,196910,SL,20190813,81.6,-1.45,5.72,76.0,502110,605182,,called_strike,9.0,R,R,CLE,BOS,S,,,0.69,1.82,John Bacon,-0.07
201139,196911,SL,20190813,81.5,-1.45,5.7,70.0,502110,605182,,ball,14.0,R,R,CLE,BOS,B,,,0.42,1.16,John Bacon,0.046
201140,196912,SL,20190813,80.9,-1.45,5.66,74.0,593428,605182,field_out,hit_into_play,8.0,R,R,CLE,BOS,X,7.0,fly_ball,0.04,1.72,John Bacon,-0.386
201141,196913,FF,20190813,95.6,-1.48,5.56,209.0,646240,605182,double,hit_into_play,6.0,L,R,CLE,BOS,X,8.0,ground_ball,0.28,2.26,John Bacon,0.711
201142,196914,CU,20190813,77.3,-1.23,5.78,30.0,646240,605182,,foul,14.0,L,R,CLE,BOS,S,,,0.29,1.0,John Bacon,0.0
201143,196915,FF,20190813,94.4,-1.79,5.57,200.0,646240,605182,,foul,11.0,L,R,CLE,BOS,S,,,-0.76,3.74,John Bacon,0.0
201144,196916,CH,20190813,85.0,-1.46,5.5,221.0,646240,605182,,foul,4.0,L,R,CLE,BOS,S,,,-0.67,2.42,John Bacon,-0.061
201145,196917,FF,20190813,94.2,-1.47,5.78,193.0,646240,605182,,ball,11.0,L,R,CLE,BOS,B,,,-0.48,5.75,John Bacon,0.027
201146,196918,FF,20190813,94.5,-1.72,5.38,201.0,646240,605182,,foul,7.0,L,R,CLE,BOS,S,,,-0.81,1.92,John Bacon,-0.039
201147,196919,FF,20190813,94.9,2.93,5.62,135.0,547379,519242,strikeout,swinging_strike,12.0,R,L,CLE,BOS,S,2.0,,0.82,3.51,John Bacon,-0.081
201148,196920,SL,20190813,78.6,3.1,5.25,289.0,547379,519242,,called_strike,2.0,R,L,CLE,BOS,S,,,0.2,2.64,John Bacon,-0.028
201149,196921,SL,20190813,81.0,3.13,5.25,285.0,547379,519242,,ball,13.0,R,L,CLE,BOS,B,,,0.0,1.34,John Bacon,0.012
201150,196922,CH,20190813,88.4,3.17,5.1,86.0,547379,519242,,called_strike,12.0,R,L,CLE,BOS,S,,,0.85,2.95,John Bacon,-0.019
201151,196923,FF,20190813,94.8,2.99,5.36,126.0,608070,519242,strikeout,called_strike,2.0,R,L,CLE,BOS,S,2.0,,0.01,3.29,John Bacon,-0.125
201152,196924,FF,20190813,92.9,3.02,5.32,131.0,608070,519242,,foul,3.0,R,L,CLE,BOS,S,,,0.66,3.21,John Bacon,-0.044
201153,196925,SL,20190813,78.2,3.27,5.12,279.0,608070,519242,,called_strike,2.0,R,L,CLE,BOS,S,,,0.02,2.83,John Bacon,-0.037
201154,196926,SL,20190813,77.0,3.1,5.2,294.0,608070,519242,,ball,13.0,R,L,CLE,BOS,B,,,-1.03,0.93,John Bacon,0.028
201155,196927,FF,20190813,96.9,2.96,5.58,133.0,614177,519242,strikeout,called_strike,8.0,R,L,CLE,BOS,S,2.0,,-0.05,2.2,John Bacon,-0.319
201156,196928,SL,20190813,78.8,3.09,5.28,287.0,614177,519242,,ball,14.0,R,L,CLE,BOS,B,,,1.36,2.05,John Bacon,0.102
