Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,call
14161,SI,20190926,93.1,-2.31,5.58,240.0,446334,641149,,ball,13.0,R,R,SF,COL,B,,,-0.03,1.47,Alex Tosi,0.161,r
14162,SI,20190926,93.5,-2.33,5.54,236.0,446334,641149,,ball,11.0,R,R,SF,COL,B,,,-2.08,2.86,Alex Tosi,0.082,r
14163,SL,20190926,87.3,-2.41,5.55,55.0,446334,641149,,foul,8.0,R,R,SF,COL,S,,,0.01,1.71,Alex Tosi,-0.091,
14164,SI,20190926,93.5,-2.3,5.6,235.0,446334,641149,,ball,11.0,R,R,SF,COL,B,,,-1.47,3.06,Alex Tosi,0.044,r
14165,SL,20190926,87.2,-2.32,5.54,161.0,607680,641149,triple,hit_into_play,3.0,R,R,SF,COL,X,8.0,line_drive,0.71,3.05,Alex Tosi,0.974,
14166,FF,20190926,94.5,-2.35,5.58,214.0,607680,641149,,foul_bunt,4.0,R,R,SF,COL,S,,,-0.44,2.39,Alex Tosi,-0.061,
14167,SL,20190926,87.0,-2.3,5.64,66.0,607680,641149,,swinging_strike,7.0,R,R,SF,COL,S,,,-0.28,1.63,Alex Tosi,-0.05,
14168,SL,20190926,86.6,-2.34,5.54,156.0,607680,641149,,ball,14.0,R,R,SF,COL,B,,,0.51,0.82,Alex Tosi,0.037,r
14169,SI,20190926,96.1,-1.65,5.35,243.0,502517,594311,strikeout,swinging_strike,13.0,L,R,SF,COL,S,2.0,,-1.21,2.15,Alex Tosi,-0.137,
14170,FF,20190926,95.7,-1.6,5.3,210.0,502517,594311,,foul,11.0,L,R,SF,COL,S,,,-0.92,2.89,Alex Tosi,0.0,
14171,SI,20190926,96.1,-1.72,5.41,258.0,502517,594311,,ball,11.0,L,R,SF,COL,B,,,-1.53,2.65,Alex Tosi,0.038,r
14172,FF,20190926,95.2,-1.71,5.25,218.0,502517,594311,,called_strike,4.0,L,R,SF,COL,S,,,-0.8,2.59,Alex Tosi,-0.033,r
14173,SL,20190926,84.2,-1.83,5.31,86.0,502517,594311,,ball,11.0,L,R,SF,COL,B,,,-1.57,2.52,Alex Tosi,0.024,r
14174,FF,20190926,95.0,-1.71,5.26,206.0,502517,594311,,ball,12.0,L,R,SF,COL,B,,,0.25,3.73,Alex Tosi,0.012,r
14175,FF,20190926,95.4,-1.65,5.31,200.0,502517,594311,,foul,3.0,L,R,SF,COL,S,,,0.4,3.16,Alex Tosi,-0.019,
14176,SL,20190926,84.6,-1.8,5.31,91.0,435622,594311,strikeout,called_strike,8.0,R,R,SF,COL,S,2.0,,-0.24,1.97,Alex Tosi,-0.125,r
14177,FF,20190926,96.0,-1.76,5.19,209.0,435622,594311,,ball,11.0,R,R,SF,COL,B,,,-0.89,4.73,Alex Tosi,0.019,r
14178,SL,20190926,85.2,-1.71,5.21,88.0,435622,594311,,foul,6.0,R,R,SF,COL,S,,,0.51,2.48,Alex Tosi,0.0,
14179,SL,20190926,85.3,-1.7,5.31,84.0,435622,594311,,called_strike,7.0,R,R,SF,COL,S,,,-0.35,2.03,Alex Tosi,-0.041,r
14180,SL,20190926,83.9,-1.99,5.4,100.0,435622,594311,,swinging_strike,8.0,R,R,SF,COL,S,,,-0.07,1.87,Alex Tosi,-0.03,
14181,KC,20190926,77.7,0.34,6.06,337.0,656541,472551,strikeout,called_strike,7.0,L,L,SF,COL,S,2.0,,-0.58,1.72,Alex Tosi,-0.319,r
14182,KC,20190926,80.6,0.01,5.87,324.0,656541,472551,,ball,13.0,L,L,SF,COL,B,,,-2.01,-0.11,Alex Tosi,0.156,r
14183,KC,20190926,78.0,0.22,5.98,337.0,656541,472551,,swinging_strike,13.0,L,L,SF,COL,S,,,-0.88,1.19,Alex Tosi,-0.136,
14184,KC,20190926,78.0,0.32,6.03,337.0,656541,472551,,blocked_ball,13.0,L,L,SF,COL,B,,,-0.75,0.29,Alex Tosi,0.082,r
14185,KC,20190926,76.9,0.41,6.03,333.0,656541,472551,,blocked_ball,13.0,L,L,SF,COL,B,,,-1.15,0.7,Alex Tosi,0.017,r
14186,KC,20190926,77.3,0.18,6.07,336.0,656541,472551,,called_strike,7.0,L,L,SF,COL,S,,,-0.44,1.87,Alex Tosi,-0.064,r
14187,CH,20190926,87.1,-1.62,6.24,240.0,596115,575070,double,hit_into_play,4.0,R,R,SF,COL,X,7.0,line_drive,-0.63,2.63,Alex Tosi,0.711,
14188,FF,20190926,95.8,-1.62,6.22,205.0,596115,575070,,called_strike,6.0,R,R,SF,COL,S,,,0.72,2.18,Alex Tosi,-0.061,r
14189,SL,20190926,86.1,-1.73,6.26,119.0,596115,575070,,ball,11.0,R,R,SF,COL,B,,,-1.15,3.58,Alex Tosi,0.027,r
14190,SL,20190926,86.9,-2.03,6.24,141.0,596115,575070,,swinging_strike,8.0,R,R,SF,COL,S,,,0.11,2.06,Alex Tosi,-0.039,
14191,SL,20190926,83.9,1.82,6.33,182.0,474832,607572,strikeout,called_strike,9.0,L,L,SF,COL,S,2.0,,0.6,1.84,Alex Tosi,-0.137,r
14192,SL,20190926,83.0,1.73,6.42,192.0,474832,607572,,called_strike,7.0,L,L,SF,COL,S,,,-0.73,1.72,Alex Tosi,-0.034,r
14193,FF,20190926,91.5,1.64,6.51,154.0,474832,607572,,ball,3.0,L,L,SF,COL,B,,,0.59,3.19,Alex Tosi,0.04,w
14194,FF,20190926,92.7,1.5,6.57,162.0,474832,607572,,ball,11.0,L,L,SF,COL,B,,,-1.32,2.81,Alex Tosi,0.024,r
14195,SL,20190926,85.4,1.75,6.37,180.0,474832,607572,,foul_tip,7.0,L,L,SF,COL,S,,,-0.51,1.53,Alex Tosi,-0.021,
14196,FF,20190926,91.5,1.57,6.55,159.0,474832,607572,,ball,13.0,L,L,SF,COL,B,,,-1.01,1.89,Alex Tosi,0.015,r
14197,SL,20190926,83.7,1.9,6.39,230.0,643289,607572,home_run,hit_into_play,13.0,R,L,SF,COL,X,,fly_ball,-1.21,1.91,Alex Tosi,0.985,
14198,SL,20190926,82.0,1.85,6.36,213.0,643289,607572,,ball,13.0,R,L,SF,COL,B,,,-0.28,-0.01,Alex Tosi,0.015,r
14199,SL,20190926,82.6,1.76,6.39,251.0,543105,607572,field_out,hit_into_play,4.0,L,L,SF,COL,X,7.0,fly_ball,-0.33,2.32,Alex Tosi,-0.147,
14200,SL,20190926,83.1,1.7,6.32,217.0,543105,607572,,swinging_strike,13.0,L,L,SF,COL,S,,,-0.62,1.44,Alex Tosi,-0.03,
14201,FF,20190926,92.2,1.7,6.54,161.0,605244,607572,strikeout,swinging_strike,12.0,R,L,SF,COL,S,2.0,,0.15,3.86,Alex Tosi,-0.217,
14202,SL,20190926,83.5,1.96,6.39,207.0,605244,607572,,foul,13.0,R,L,SF,COL,S,,,-0.71,1.44,Alex Tosi,-0.073,
14203,SL,20190926,85.5,1.68,6.41,203.0,605244,607572,,ball,13.0,R,L,SF,COL,B,,,-1.84,2.1,Alex Tosi,0.054,r
14204,FF,20190926,91.6,1.51,6.57,157.0,605244,607572,,foul,5.0,R,L,SF,COL,S,,,-0.1,2.79,Alex Tosi,-0.05,
14205,FF,20190926,91.7,1.73,6.66,157.0,605244,607572,,ball,12.0,R,L,SF,COL,B,,,1.24,3.12,Alex Tosi,0.037,r
14206,FF,20190926,95.9,-1.63,6.22,201.0,571448,575070,strikeout,swinging_strike,11.0,R,R,SF,COL,S,2.0,,-0.19,3.68,Alex Tosi,-0.14,
14207,SL,20190926,89.4,-1.58,6.12,133.0,571448,575070,,foul,14.0,R,R,SF,COL,S,,,1.64,1.18,Alex Tosi,0.0,
14208,FF,20190926,97.1,-1.68,6.2,212.0,571448,575070,,foul,9.0,R,R,SF,COL,S,,,0.56,1.96,Alex Tosi,0.0,
14209,FF,20190926,96.6,-1.72,6.26,206.0,571448,575070,,called_strike,9.0,R,R,SF,COL,S,,,0.82,1.84,Alex Tosi,-0.064,r
14210,SL,20190926,87.3,-1.81,6.22,146.0,571448,575070,,called_strike,6.0,R,R,SF,COL,S,,,0.57,2.26,Alex Tosi,-0.041,r
14211,CH,20190926,86.3,-1.82,6.06,220.0,641857,575070,single,hit_into_play,4.0,L,R,SF,COL,X,9.0,line_drive,-0.38,2.46,Alex Tosi,0.144,
14212,CH,20190926,88.5,-1.91,6.08,227.0,641857,575070,,ball,13.0,L,R,SF,COL,B,,,-0.16,0.74,Alex Tosi,0.019,r
14213,FF,20190926,96.6,-1.75,6.2,205.0,641857,575070,,ball,11.0,L,R,SF,COL,B,,,-0.55,3.82,Alex Tosi,0.011,r
14214,FF,20190926,96.8,-1.67,6.28,209.0,641857,575070,,foul,5.0,L,R,SF,COL,S,,,-0.2,2.54,Alex Tosi,0.0,
14215,FF,20190926,97.1,-1.87,6.26,211.0,641857,575070,,called_strike,7.0,L,R,SF,COL,S,,,-0.57,1.65,Alex Tosi,-0.026,r
14216,CH,20190926,87.5,-1.83,6.24,214.0,641857,575070,,foul,9.0,L,R,SF,COL,S,,,0.71,1.86,Alex Tosi,-0.019,
14217,FF,20190926,96.4,-1.8,6.19,204.0,641658,575070,strikeout,foul_tip,4.0,R,R,SF,COL,S,2.0,,-0.29,2.78,Alex Tosi,-0.125,
14218,CH,20190926,85.6,-1.84,6.19,224.0,641658,575070,,swinging_strike,5.0,R,R,SF,COL,S,,,0.17,2.22,Alex Tosi,-0.044,
14219,FF,20190926,95.1,-1.85,6.17,210.0,641658,575070,,ball,14.0,R,R,SF,COL,B,,,0.03,0.88,Alex Tosi,0.022,r
14220,FF,20190926,94.9,-1.87,6.26,210.0,641658,575070,,called_strike,6.0,R,R,SF,COL,S,,,0.75,2.67,Alex Tosi,-0.03,r
14221,CH,20190926,86.6,-1.68,6.17,234.0,475174,575070,field_out,hit_into_play,7.0,L,R,SF,COL,X,5.0,ground_ball,-0.69,1.64,Alex Tosi,-0.217,
14222,CH,20190926,84.3,-1.84,6.04,230.0,475174,575070,,ball,13.0,L,R,SF,COL,B,,,-1.12,2.09,Alex Tosi,0.042,r
14223,FF,20190926,95.7,-1.88,6.28,207.0,475174,575070,,ball,11.0,L,R,SF,COL,B,,,-0.8,4.5,Alex Tosi,0.019,r
14224,CH,20190926,85.6,-1.76,6.15,251.0,475174,575070,,foul,11.0,L,R,SF,COL,S,,,-1.19,2.64,Alex Tosi,-0.052,
14225,CH,20190926,85.5,-1.98,6.17,245.0,475174,575070,,swinging_strike,13.0,L,R,SF,COL,S,,,-1.04,1.49,Alex Tosi,-0.039,
14226,SL,20190926,79.3,3.08,5.39,340.0,542436,670426,double,hit_into_play,7.0,R,L,SF,COL,X,7.0,line_drive,-0.35,1.77,Alex Tosi,0.712,
14227,FF,20190926,90.9,3.08,5.51,145.0,542436,670426,,ball,12.0,R,L,SF,COL,B,,,1.4,3.99,Alex Tosi,0.066,r
14228,FF,20190926,91.2,3.02,5.54,133.0,542436,670426,,foul,2.0,R,L,SF,COL,S,,,-0.07,3.58,Alex Tosi,0.0,
14229,SL,20190926,80.8,2.95,5.48,304.0,542436,670426,,foul,8.0,R,L,SF,COL,S,,,-0.13,1.88,Alex Tosi,-0.08,
14230,FF,20190926,91.3,2.97,5.49,135.0,542436,670426,,ball,13.0,R,L,SF,COL,B,,,-0.97,1.65,Alex Tosi,0.037,w
14231,SL,20190926,80.3,3.06,5.35,300.0,542436,670426,,swinging_strike,7.0,R,L,SF,COL,S,,,-0.66,1.67,Alex Tosi,-0.045,
14232,SL,20190926,81.0,3.05,5.44,336.0,542436,670426,,blocked_ball,13.0,R,L,SF,COL,B,,,-0.93,0.57,Alex Tosi,0.035,r
14233,FF,20190926,91.4,3.1,5.44,136.0,456781,670426,single,hit_into_play,9.0,R,L,SF,COL,X,9.0,line_drive,0.36,2.1,Alex Tosi,0.146,
14234,FF,20190926,91.8,2.92,5.47,134.0,456781,670426,,called_strike,5.0,R,L,SF,COL,S,,,-0.01,2.23,Alex Tosi,-0.019,r
14235,SL,20190926,82.0,3.06,5.5,340.0,573262,670426,field_out,hit_into_play,7.0,L,L,SF,COL,X,4.0,ground_ball,-0.66,1.54,Alex Tosi,-0.147,
14236,FF,20190926,91.5,3.11,5.35,141.0,573262,670426,,called_strike,7.0,L,L,SF,COL,S,,,-0.73,1.95,Alex Tosi,-0.03,r
14237,SL,20190926,80.7,3.03,5.44,316.0,446334,670426,field_out,hit_into_play,13.0,R,L,SF,COL,X,6.0,popup,-0.84,1.22,Alex Tosi,-0.175,
14238,FF,20190926,91.1,2.9,5.49,144.0,446334,670426,,foul,2.0,R,L,SF,COL,S,,,-0.07,3.03,Alex Tosi,0.0,
14239,FF,20190926,91.0,3.19,5.44,143.0,446334,670426,,ball,14.0,R,L,SF,COL,B,,,2.4,2.35,Alex Tosi,0.019,r
14240,FF,20190926,90.9,3.13,5.43,144.0,446334,670426,,foul,13.0,R,L,SF,COL,S,,,-1.24,1.79,Alex Tosi,-0.052,
14241,FF,20190926,89.9,3.14,5.36,137.0,446334,670426,,called_strike,7.0,R,L,SF,COL,S,,,-0.7,1.73,Alex Tosi,-0.039,r
14242,SI,20190926,96.1,-2.57,6.0,241.0,460077,656322,field_out,hit_into_play,13.0,R,R,SF,COL,X,3.0,popup,-0.99,2.21,Alex Tosi,-0.313,
14243,SL,20190926,88.6,-2.52,5.88,48.0,460077,656322,,ball,9.0,R,R,SF,COL,B,,,0.81,1.31,Alex Tosi,0.017,r
14244,SI,20190926,96.2,-2.36,6.03,233.0,460077,656322,,called_strike,8.0,R,R,SF,COL,S,,,-0.19,1.68,Alex Tosi,-0.042,r
14245,SL,20190926,86.6,-2.45,5.96,44.0,602074,656322,double,hit_into_play,7.0,R,R,SF,COL,X,7.0,line_drive,-0.51,1.69,Alex Tosi,0.248,
14246,SL,20190926,88.0,-2.48,5.92,43.0,602074,656322,,foul,7.0,R,R,SF,COL,S,,,-0.28,2.1,Alex Tosi,-0.019,
14247,FF,20190926,95.5,-2.37,6.1,217.0,606132,656322,strikeout,foul_tip,5.0,L,R,SF,COL,S,2.0,,0.24,2.3,Alex Tosi,-0.125,
14248,FF,20190926,97.6,-2.29,6.24,212.0,606132,656322,,ball,11.0,L,R,SF,COL,B,,,-1.85,4.13,Alex Tosi,0.019,r
14249,FF,20190926,96.4,-2.28,6.21,206.0,606132,656322,,swinging_strike,11.0,L,R,SF,COL,S,,,-0.99,3.67,Alex Tosi,-0.041,
14250,FF,20190926,97.1,-2.23,6.21,209.0,606132,656322,,called_strike,11.0,L,R,SF,COL,S,,,-0.9,3.28,Alex Tosi,-0.03,r
14251,FF,20190926,98.7,-2.18,6.17,204.0,656541,656322,strikeout,swinging_strike,3.0,L,R,SF,COL,S,2.0,,0.61,3.42,Alex Tosi,-0.175,
14252,CH,20190926,87.6,-2.37,5.99,263.0,656541,656322,,foul,13.0,L,R,SF,COL,S,,,-0.9,2.55,Alex Tosi,-0.061,
14253,CH,20190926,87.9,-2.61,6.01,280.0,656541,656322,,ball,11.0,L,R,SF,COL,B,,,-3.01,3.55,Alex Tosi,0.027,r
14254,FF,20190926,96.8,-2.4,6.14,213.0,656541,656322,,called_strike,1.0,L,R,SF,COL,S,,,-0.57,3.18,Alex Tosi,-0.039,r
14255,CU,20190926,83.3,-1.05,6.12,47.0,607680,622786,strikeout,swinging_strike_blocked,14.0,R,R,SF,COL,S,2.0,,0.43,-0.06,Alex Tosi,-0.207,
14256,CU,20190926,84.2,-1.02,6.18,69.0,607680,622786,,foul,9.0,R,R,SF,COL,S,,,0.79,1.95,Alex Tosi,-0.092,
14257,SL,20190926,88.9,-1.52,5.84,205.0,607680,622786,,foul,7.0,R,R,SF,COL,S,,,-0.79,1.9,Alex Tosi,-0.061,
14258,SI,20190926,94.0,-1.03,6.04,242.0,474832,622786,field_out,hit_into_play,9.0,L,R,SF,COL,X,3.0,ground_ball,0.41,1.58,Alex Tosi,-0.328,
14259,FF,20190926,94.2,-1.0,6.19,211.0,643289,622786,single,hit_into_play,12.0,R,R,SF,COL,X,9.0,line_drive,0.17,3.48,Alex Tosi,0.69,
14260,SL,20190926,86.9,-1.08,6.17,133.0,643289,622786,,ball,14.0,R,R,SF,COL,B,,,1.44,1.66,Alex Tosi,0.06,r
14261,SL,20190926,87.0,-1.06,6.01,147.0,643289,622786,,blocked_ball,14.0,R,R,SF,COL,B,,,1.68,0.73,Alex Tosi,0.03,r
14262,SI,20190926,94.3,-1.16,6.09,216.0,643289,622786,,called_strike,9.0,R,R,SF,COL,S,,,0.51,1.75,Alex Tosi,-0.078,r
14263,SL,20190926,86.1,-1.38,5.91,88.0,643289,622786,,foul,8.0,R,R,SF,COL,S,,,-0.23,1.59,Alex Tosi,-0.054,
14264,SI,20190926,92.3,-1.17,6.02,237.0,543105,622786,double,hit_into_play,13.0,L,R,SF,COL,X,7.0,line_drive,-0.67,1.39,Alex Tosi,0.396,
14265,CU,20190926,80.8,-1.22,6.2,57.0,543105,622786,,ball,11.0,L,R,SF,COL,B,,,-2.1,2.74,Alex Tosi,0.028,r
14266,CU,20190926,82.8,-0.96,6.29,67.0,605244,622786,strikeout,swinging_strike_blocked,14.0,R,R,SF,COL,S,2.0,,0.07,0.62,Alex Tosi,-0.175,
14267,SL,20190926,85.9,-1.32,6.01,109.0,605244,622786,,foul,14.0,R,R,SF,COL,S,,,1.09,2.12,Alex Tosi,0.0,
14268,SI,20190926,92.8,-1.16,6.12,224.0,605244,622786,,called_strike,8.0,R,R,SF,COL,S,,,0.25,2.01,Alex Tosi,-0.061,r
14269,SL,20190926,86.6,-1.45,5.93,158.0,605244,622786,,swinging_strike,14.0,R,R,SF,COL,S,,,0.78,0.51,Alex Tosi,-0.05,
14270,SI,20190926,92.6,-1.31,6.01,228.0,605244,622786,,ball,14.0,R,R,SF,COL,B,,,1.18,1.28,Alex Tosi,0.037,r
14271,SL,20190926,85.9,-2.42,5.94,53.0,596115,656322,field_out,hit_into_play,8.0,R,R,SF,COL,X,7.0,fly_ball,0.27,1.9,Alex Tosi,-0.844,
14272,SI,20190926,97.3,-2.35,6.11,234.0,596115,656322,,ball,13.0,R,R,SF,COL,B,,,-0.55,1.15,Alex Tosi,0.173,r
14273,SL,20190926,89.9,-2.53,5.91,108.0,596115,656322,,ball,14.0,R,R,SF,COL,B,,,2.19,0.86,Alex Tosi,0.05,r
14274,SL,20190926,84.7,-2.36,5.84,55.0,596115,656322,,swinging_strike,14.0,R,R,SF,COL,S,,,0.55,0.9,Alex Tosi,-0.155,
14275,CU,20190926,76.7,-1.69,5.75,43.0,571448,572143,walk,ball,14.0,R,R,SF,COL,B,,,1.67,1.34,Alex Tosi,0.323,r
14276,FF,20190926,89.3,-1.75,5.77,194.0,571448,572143,,ball,11.0,R,R,SF,COL,B,,,-0.55,4.3,Alex Tosi,0.069,r
14277,FF,20190926,90.5,-1.82,5.65,198.0,571448,572143,,called_strike,3.0,R,R,SF,COL,S,,,0.7,3.39,Alex Tosi,-0.103,r
14278,FF,20190926,90.6,-1.61,5.73,201.0,571448,572143,,ball,11.0,R,R,SF,COL,B,,,-0.64,4.41,Alex Tosi,0.044,r
14279,CU,20190926,79.0,-1.61,5.76,39.0,571448,572143,,ball,14.0,R,R,SF,COL,B,,,1.02,1.76,Alex Tosi,0.063,r
14280,FF,20190926,90.9,-1.72,5.73,176.0,571448,572143,,swinging_strike,12.0,R,R,SF,COL,S,,,0.09,3.83,Alex Tosi,-0.071,
14281,CU,20190926,79.1,-1.91,5.53,52.0,641857,572143,single,hit_into_play,6.0,L,R,SF,COL,X,7.0,line_drive,0.61,2.71,Alex Tosi,0.368,
14282,CH,20190926,81.0,-1.77,5.76,216.0,641857,572143,,foul,6.0,L,R,SF,COL,S,,,0.36,2.38,Alex Tosi,-0.073,
14283,CH,20190926,81.8,-1.73,5.77,220.0,641857,572143,,ball,14.0,L,R,SF,COL,B,,,0.14,1.21,Alex Tosi,0.031,r
14284,FF,20190926,93.5,-1.78,5.62,200.0,641857,572143,,called_strike,7.0,L,R,SF,COL,S,,,-0.53,1.93,Alex Tosi,-0.041,r
14285,FF,20190926,92.5,-1.66,5.64,200.0,641658,572143,single,hit_into_play,11.0,R,R,SF,COL,X,8.0,line_drive,-0.84,2.7,Alex Tosi,0.761,
14286,FF,20190926,92.0,-1.77,5.76,200.0,641658,572143,,called_strike,8.0,R,R,SF,COL,S,,,-0.01,1.65,Alex Tosi,-0.042,r
14287,FF,20190926,89.1,-1.87,5.67,196.0,622786,572143,sac_bunt,hit_into_play,7.0,R,R,SF,COL,X,3.0,ground_ball,-0.47,2.09,Alex Tosi,-0.19,
14288,FF,20190926,89.1,-1.71,5.7,194.0,622786,572143,,ball,14.0,R,R,SF,COL,B,,,1.11,1.96,Alex Tosi,0.043,r
14289,FF,20190926,90.6,-1.69,5.81,192.0,460077,572143,strikeout,swinging_strike,5.0,R,R,SF,COL,S,2.0,,0.21,2.1,Alex Tosi,-0.28,
14290,FF,20190926,90.0,-1.58,5.82,193.0,460077,572143,,foul,5.0,R,R,SF,COL,S,,,0.22,2.1,Alex Tosi,-0.097,
14291,FF,20190926,90.5,-1.76,5.54,207.0,460077,572143,,called_strike,6.0,R,R,SF,COL,S,,,0.31,2.08,Alex Tosi,-0.085,r
14292,CU,20190926,76.2,-1.55,5.82,46.0,460077,572143,,ball,14.0,R,R,SF,COL,B,,,1.06,2.06,Alex Tosi,0.071,r
14293,CH,20190926,82.8,-1.82,5.76,214.0,602074,572143,single,hit_into_play,5.0,R,R,SF,COL,X,6.0,ground_ball,0.06,2.37,Alex Tosi,0.336,
14294,FF,20190926,92.1,-1.99,5.57,203.0,602074,572143,,foul,4.0,R,R,SF,COL,S,,,-0.47,2.27,Alex Tosi,0.0,
14295,FF,20190926,92.3,-1.87,5.65,195.0,602074,572143,,foul,3.0,R,R,SF,COL,S,,,0.38,3.01,Alex Tosi,0.0,
14296,FF,20190926,91.8,-1.74,5.67,190.0,602074,572143,,foul,5.0,R,R,SF,COL,S,,,-0.12,2.76,Alex Tosi,0.0,
14297,FF,20190926,91.2,-1.85,5.65,196.0,602074,572143,,called_strike,5.0,R,R,SF,COL,S,,,0.1,2.34,Alex Tosi,-0.091,r
14298,FF,20190926,91.2,-1.73,5.68,198.0,602074,572143,,ball,12.0,R,R,SF,COL,B,,,0.97,3.69,Alex Tosi,0.121,r
