,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp,prox_x,prox_z,prox_pos_x,prox_pos_z,call
8081,8081,8081,300077,FF,20210719,88.7,-0.68,6.63,185.0,614177,425844,,ball,12.0,R,R,HOU,CLE,B,,,1.1,3.52,Edwin Moscoso,0.014,0.1,0.02,out,out,w
8082,8082,8082,300078,SI,20210719,89.3,-0.97,6.47,205.0,614177,425844,,called_strike,1.0,R,R,HOU,CLE,S,,,-0.61,3.52,Edwin Moscoso,-0.018,0.39,0.02,in,out,w
8083,8083,8083,300079,CH,20210719,86.3,-1.06,6.33,228.0,608070,425844,grounded_into_double_play,hit_into_play,13.0,L,R,HOU,CLE,X,3.0,ground_ball,-0.34,1.16,Edwin Moscoso,-0.662,0.6599999999999999,0.3400000000000001,in,out,w
8084,8084,8084,300080,CH,20210719,86.6,-1.18,6.31,229.0,608070,425844,,ball,13.0,L,R,HOU,CLE,B,,,-1.03,1.22,Edwin Moscoso,0.11,0.03,0.28,out,out,w
8085,8085,8085,300081,CU,20210719,70.1,-0.92,6.41,53.0,608070,425844,,ball,14.0,L,R,HOU,CLE,B,,,0.19,0.88,Edwin Moscoso,0.055,0.81,0.62,in,out,w
8086,8086,8086,300082,FF,20210719,88.6,-0.93,6.44,194.0,642708,425844,single,hit_into_play,14.0,R,R,HOU,CLE,X,9.0,line_drive,1.02,1.67,Edwin Moscoso,0.362,0.02,0.1699999999999999,out,in,w
8087,8087,8087,300083,FF,20210719,89.7,-0.76,6.49,192.0,642708,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.15,1.63,Edwin Moscoso,0.052,0.1499999999999999,0.1299999999999999,out,in,w
8088,8088,8088,300084,SI,20210719,88.8,-0.98,6.34,205.0,642708,425844,,ball,13.0,R,R,HOU,CLE,B,,,-0.1,0.8,Edwin Moscoso,0.027,0.9,0.7,in,out,w
8089,8089,8089,300085,CU,20210719,68.8,-0.74,6.47,51.0,642708,425844,,called_strike,9.0,R,R,HOU,CLE,S,,,0.8,1.88,Edwin Moscoso,-0.038,0.1999999999999999,0.3799999999999999,in,in,r
8090,8090,8090,300086,SL,20210719,83.5,-1.73,5.55,79.0,621043,650496,strikeout,swinging_strike,14.0,R,R,HOU,CLE,S,2.0,,1.67,1.27,Edwin Moscoso,-0.428,0.6699999999999999,0.2299999999999999,out,out,w
8091,8091,8091,300087,SL,20210719,84.0,-1.59,5.6,86.0,621043,650496,,ball,14.0,R,R,HOU,CLE,B,,,2.03,2.01,Edwin Moscoso,0.071,1.0299999999999998,0.5099999999999998,out,in,w
8092,8092,8092,300088,SL,20210719,83.6,-1.78,5.58,93.0,621043,650496,,swinging_strike,14.0,R,R,HOU,CLE,S,,,0.88,1.39,Edwin Moscoso,-0.174,0.12,0.1100000000000001,in,out,w
8093,8093,8093,300089,SL,20210719,82.9,-1.79,5.6,88.0,621043,650496,,called_strike,9.0,R,R,HOU,CLE,S,,,0.58,1.66,Edwin Moscoso,-0.094,0.42,0.1599999999999999,in,in,r
8094,8094,8094,300090,SL,20210719,82.7,-1.96,5.52,96.0,621043,650496,,ball,11.0,R,R,HOU,CLE,B,,,-1.54,3.41,Edwin Moscoso,0.046,0.54,0.0899999999999998,out,in,w
8095,8095,8095,300091,CH,20210719,88.0,-1.72,5.69,242.0,670541,650496,field_out,hit_into_play,7.0,L,R,HOU,CLE,X,3.0,ground_ball,-0.57,1.88,Edwin Moscoso,-0.256,0.43,0.3799999999999999,in,in,r
8096,8096,8096,300092,SI,20210719,92.9,-1.55,5.7,234.0,670541,650496,,foul,4.0,L,R,HOU,CLE,S,,,-0.81,2.5,Edwin Moscoso,0.0,0.1899999999999999,,in,in,r
8097,8097,8097,300093,FF,20210719,93.3,-1.66,5.66,236.0,670541,650496,,foul,14.0,L,R,HOU,CLE,S,,,1.01,2.31,Edwin Moscoso,0.0,0.01,0.81,out,in,w
8098,8098,8098,300094,CU,20210719,80.0,-1.47,6.22,47.0,670541,650496,,blocked_ball,13.0,L,R,HOU,CLE,B,,,-0.06,0.54,Edwin Moscoso,0.123,0.94,0.96,in,out,w
8099,8099,8099,300095,SI,20210719,91.8,-1.74,5.68,235.0,670541,650496,,foul,9.0,L,R,HOU,CLE,S,,,0.46,1.64,Edwin Moscoso,-0.18,0.54,0.1399999999999999,in,in,r
8100,8100,8100,300096,SI,20210719,92.0,-1.76,5.56,238.0,670541,650496,,foul,14.0,L,R,HOU,CLE,S,,,0.65,1.33,Edwin Moscoso,-0.083,0.35,0.1699999999999999,in,out,w
8101,8101,8101,300097,FF,20210719,92.6,-1.61,5.6,235.0,670541,650496,,ball,14.0,L,R,HOU,CLE,B,,,2.01,1.46,Edwin Moscoso,0.058,1.0099999999999998,0.04,out,out,w
8102,8102,8102,300098,FF,20210719,92.7,-1.72,5.64,237.0,670541,650496,,ball,14.0,L,R,HOU,CLE,B,,,2.06,2.05,Edwin Moscoso,0.089,1.06,0.5499999999999998,out,in,w
8103,8103,8103,300099,SI,20210719,92.2,-2.08,5.57,231.0,493329,650496,hit_by_pitch,hit_by_pitch,11.0,R,R,HOU,CLE,B,,,-3.0,2.99,Edwin Moscoso,0.409,2.0,0.5099999999999998,out,in,w
8104,8104,8104,300100,SI,20210719,93.1,-1.93,5.57,242.0,488726,650496,force_out,hit_into_play,13.0,L,R,HOU,CLE,X,4.0,ground_ball,-0.77,1.47,Edwin Moscoso,-0.496,0.2299999999999999,0.03,in,out,w
8105,8105,8105,300101,SI,20210719,92.8,-1.7,5.76,235.0,514888,650496,single,hit_into_play,5.0,R,R,HOU,CLE,X,8.0,ground_ball,0.23,2.31,Edwin Moscoso,0.413,0.77,0.81,in,in,r
8106,8106,8106,300102,SL,20210719,83.2,-1.74,5.72,93.0,514888,650496,,ball,14.0,R,R,HOU,CLE,B,,,2.5,1.77,Edwin Moscoso,0.027,1.5,0.27,out,in,w
8107,8107,8107,300103,SI,20210719,91.8,-1.74,5.66,236.0,514888,650496,,called_strike,4.0,R,R,HOU,CLE,S,,,-0.78,2.12,Edwin Moscoso,-0.038,0.2199999999999999,0.6200000000000001,in,in,r
8108,8108,8108,300104,FF,20210719,89.3,-0.81,6.41,196.0,514917,425844,strikeout,called_strike,8.0,L,R,HOU,CLE,S,2.0,,-0.24,1.6,Edwin Moscoso,-0.091,0.76,0.1,in,in,r
8109,8109,8109,300105,CH,20210719,86.6,-1.14,6.33,229.0,514917,425844,,foul,13.0,L,R,HOU,CLE,S,,,-1.16,1.49,Edwin Moscoso,-0.028,0.1599999999999999,0.01,out,out,w
8110,8110,8110,300106,CH,20210719,85.6,-1.17,6.39,226.0,514917,425844,,ball,13.0,L,R,HOU,CLE,B,,,-0.32,-0.05,Edwin Moscoso,0.02,0.6799999999999999,1.55,in,out,w
8111,8111,8111,300107,FF,20210719,87.6,-0.93,6.45,191.0,514917,425844,,called_strike,4.0,L,R,HOU,CLE,S,,,-0.58,2.29,Edwin Moscoso,-0.02,0.42,0.79,in,in,r
8112,8112,8112,300108,CU,20210719,69.5,-0.99,6.44,48.0,514917,425844,,ball,11.0,L,R,HOU,CLE,B,,,-1.65,2.41,Edwin Moscoso,0.016,0.6499999999999999,0.91,out,in,w
8113,8113,8113,300109,FF,20210719,88.0,-0.87,6.4,193.0,669288,425844,field_out,hit_into_play,6.0,L,R,HOU,CLE,X,8.0,fly_ball,0.37,2.46,Edwin Moscoso,-0.163,0.63,0.96,in,in,r
8114,8114,8114,300110,CU,20210719,71.4,-0.8,6.4,52.0,547379,425844,field_out,hit_into_play,4.0,R,R,HOU,CLE,X,7.0,fly_ball,-0.49,2.63,Edwin Moscoso,-0.317,0.51,0.8700000000000001,in,in,r
8115,8115,8115,300111,CU,20210719,69.8,-0.86,6.37,57.0,547379,425844,,ball,11.0,R,R,HOU,CLE,B,,,-1.51,3.43,Edwin Moscoso,0.101,0.51,0.0699999999999998,out,in,w
8116,8116,8116,300112,CH,20210719,87.3,-1.15,6.31,225.0,547379,425844,,ball,13.0,R,R,HOU,CLE,B,,,-0.3,-0.4,Edwin Moscoso,0.043,0.7,1.9,in,out,w
8117,8117,8117,300113,SL,20210719,82.9,-0.72,6.5,137.0,547379,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.65,0.7,Edwin Moscoso,0.022,0.6499999999999999,0.8,out,out,w
8118,8118,8118,300114,SL,20210719,83.8,-0.89,6.41,144.0,547379,425844,,swinging_strike,14.0,R,R,HOU,CLE,S,,,0.46,1.15,Edwin Moscoso,-0.052,0.54,0.3500000000000001,in,out,w
8119,8119,8119,300115,FF,20210719,88.4,-0.74,6.54,192.0,547379,425844,,called_strike,14.0,R,R,HOU,CLE,S,,,0.84,1.6,Edwin Moscoso,-0.038,0.16,0.1,in,in,r
8120,8120,8120,300116,SL,20210719,82.4,-1.64,5.72,75.0,455117,650496,strikeout,swinging_strike,14.0,R,R,HOU,CLE,S,2.0,,0.64,1.39,Edwin Moscoso,-0.091,0.36,0.1100000000000001,in,out,w
8121,8121,8121,300117,CU,20210719,81.5,-1.24,6.1,48.0,455117,650496,,ball,14.0,R,R,HOU,CLE,B,,,1.43,1.0,Edwin Moscoso,0.018,0.4299999999999999,0.5,out,out,w
8122,8122,8122,300118,FF,20210719,93.6,-1.54,5.67,237.0,455117,650496,,foul,6.0,R,R,HOU,CLE,S,,,0.7,2.65,Edwin Moscoso,-0.027,0.3,0.8500000000000001,in,in,r
8123,8123,8123,300119,SL,20210719,82.7,-1.77,5.66,91.0,455117,650496,,called_strike,4.0,R,R,HOU,CLE,S,,,-0.42,2.19,Edwin Moscoso,-0.02,0.5800000000000001,0.69,in,in,r
8124,8124,8124,300120,SL,20210719,82.5,-1.92,5.63,83.0,455117,650496,,ball,11.0,R,R,HOU,CLE,B,,,-0.94,3.23,Edwin Moscoso,0.016,0.06,0.27,in,in,r
8125,8125,8125,300121,CU,20210719,80.6,-1.29,6.25,45.0,596825,650496,strikeout,called_strike,4.0,L,R,HOU,CLE,S,2.0,,-0.81,2.24,Edwin Moscoso,-0.114,0.1899999999999999,0.7400000000000002,in,in,r
8126,8126,8126,300122,FF,20210719,93.8,-1.6,5.72,234.0,596825,650496,,called_strike,12.0,L,R,HOU,CLE,S,,,0.85,2.97,Edwin Moscoso,-0.043,0.15,0.5299999999999998,in,in,r
8127,8127,8127,300123,CH,20210719,88.0,-1.67,5.7,237.0,596825,650496,,ball,11.0,L,R,HOU,CLE,B,,,-1.17,3.22,Edwin Moscoso,0.021,0.1699999999999999,0.2799999999999998,out,in,w
8128,8128,8128,300124,FF,20210719,93.1,-1.63,5.73,241.0,596825,650496,,foul,5.0,L,R,HOU,CLE,S,,,0.14,2.74,Edwin Moscoso,-0.027,0.86,0.7599999999999998,in,in,r
8129,8129,8129,300125,SL,20210719,83.6,-1.84,5.6,78.0,676801,650496,strikeout,swinging_strike,14.0,R,R,HOU,CLE,S,2.0,,0.91,1.84,Edwin Moscoso,-0.317,0.0899999999999999,0.3400000000000001,in,in,r
8130,8130,8130,300126,SI,20210719,91.9,-1.72,5.68,238.0,676801,650496,,foul,7.0,R,R,HOU,CLE,S,,,-0.77,1.92,Edwin Moscoso,-0.077,0.2299999999999999,0.4199999999999999,in,in,r
8131,8131,8131,300127,FF,20210719,93.0,-1.74,5.73,233.0,676801,650496,,called_strike,1.0,R,R,HOU,CLE,S,,,-0.61,3.19,Edwin Moscoso,-0.081,0.39,0.31,in,in,r
8132,8132,8132,300128,SI,20210719,92.8,-1.76,5.71,235.0,676801,650496,,ball,13.0,R,R,HOU,CLE,B,,,-1.11,2.02,Edwin Moscoso,0.126,0.1100000000000001,0.52,out,in,w
8133,8133,8133,300129,SI,20210719,91.4,-1.82,5.74,232.0,676801,650496,,ball,11.0,R,R,HOU,CLE,B,,,-1.35,2.52,Edwin Moscoso,0.07,0.3500000000000001,0.98,out,in,w
8134,8134,8134,300130,SI,20210719,92.2,-1.91,5.7,236.0,676801,650496,,ball,13.0,R,R,HOU,CLE,B,,,-2.51,2.0,Edwin Moscoso,0.038,1.5099999999999998,0.5,out,in,w
8135,8135,8135,300131,CU,20210719,71.2,-0.95,6.44,41.0,605548,425844,field_out,hit_into_play,4.0,L,R,HOU,CLE,X,3.0,ground_ball,-0.74,2.35,Edwin Moscoso,-0.099,0.26,0.8500000000000001,in,in,r
8136,8136,8136,300132,FF,20210719,88.6,-0.84,6.51,189.0,605548,425844,,ball,12.0,L,R,HOU,CLE,B,,,1.39,3.15,Edwin Moscoso,0.014,0.3899999999999999,0.3500000000000001,out,in,w
8137,8137,8137,300133,FF,20210719,89.5,-0.84,6.42,193.0,605548,425844,,called_strike,14.0,L,R,HOU,CLE,S,,,0.85,1.73,Edwin Moscoso,-0.018,0.15,0.2299999999999999,in,in,r
8138,8138,8138,300134,SL,20210719,82.8,-1.01,6.46,134.0,623912,425844,field_out,hit_into_play,9.0,R,R,HOU,CLE,X,9.0,fly_ball,0.45,1.73,Edwin Moscoso,-0.142,0.55,0.2299999999999999,in,in,r
8139,8139,8139,300135,SL,20210719,83.5,-0.94,6.49,130.0,623912,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.42,0.22,Edwin Moscoso,0.028,0.4199999999999999,1.28,out,out,w
8140,8140,8140,300136,SL,20210719,82.9,-1.02,6.42,125.0,623912,425844,,swinging_strike,14.0,R,R,HOU,CLE,S,,,1.28,1.32,Edwin Moscoso,-0.043,0.28,0.1799999999999999,out,out,w
8141,8141,8141,300137,SI,20210719,89.2,-1.03,6.38,209.0,623912,425844,,ball,13.0,R,R,HOU,CLE,B,,,-0.62,1.13,Edwin Moscoso,0.021,0.38,0.3700000000000001,in,out,w
8142,8142,8142,300138,FF,20210719,87.6,-0.9,6.53,196.0,623912,425844,,foul,2.0,R,R,HOU,CLE,S,,,0.01,3.34,Edwin Moscoso,-0.027,0.99,0.1600000000000001,in,in,r
8143,8143,8143,300139,CH,20210719,86.3,-1.27,6.38,227.0,656252,425844,strikeout,swinging_strike_blocked,14.0,L,R,HOU,CLE,S,2.0,,0.28,0.65,Edwin Moscoso,-0.173,0.72,0.85,in,out,w
8144,8144,8144,300140,CH,20210719,84.4,-1.39,6.34,225.0,656252,425844,,ball,13.0,L,R,HOU,CLE,B,,,-1.22,0.8,Edwin Moscoso,0.022,0.2199999999999999,0.7,out,out,w
8145,8145,8145,300141,FF,20210719,87.6,-1.14,6.45,197.0,656252,425844,,called_strike,13.0,L,R,HOU,CLE,S,,,-0.87,2.5,Edwin Moscoso,-0.052,0.13,,in,in,r
8146,8146,8146,300142,FF,20210719,86.3,-1.19,6.37,200.0,656252,425844,,called_strike,5.0,L,R,HOU,CLE,S,,,-0.05,2.38,Edwin Moscoso,-0.038,0.95,0.8799999999999999,in,in,r
8147,8147,8147,300143,FF,20210719,94.2,-1.61,5.69,242.0,663656,650496,strikeout,called_strike,12.0,L,R,HOU,CLE,S,2.0,,0.83,3.07,Edwin Moscoso,-0.399,0.17,0.4300000000000001,in,in,r
8148,8148,8148,300144,SI,20210719,94.0,-1.65,5.62,233.0,663656,650496,,called_strike,14.0,L,R,HOU,CLE,S,,,0.41,1.48,Edwin Moscoso,-0.125,0.5900000000000001,0.02,in,out,w
8149,8149,8149,300145,FF,20210719,93.5,-1.7,5.78,234.0,663656,650496,,ball,12.0,L,R,HOU,CLE,B,,,0.23,4.16,Edwin Moscoso,0.054,0.77,0.6600000000000001,in,out,w
8150,8150,8150,300146,SI,20210719,94.0,-1.62,5.69,240.0,663656,650496,,called_strike,9.0,L,R,HOU,CLE,S,,,0.4,1.7,Edwin Moscoso,-0.056,0.6,0.1999999999999999,in,in,r
8151,8151,8151,300147,SI,20210719,92.6,-1.64,5.68,233.0,663656,650496,,ball,13.0,L,R,HOU,CLE,B,,,-1.62,2.57,Edwin Moscoso,0.051,0.6200000000000001,0.9300000000000002,out,in,w
8152,8152,8152,300148,SL,20210719,82.8,-1.8,5.69,80.0,621043,650496,strikeout,swinging_strike,14.0,R,R,HOU,CLE,S,2.0,,1.35,1.27,Edwin Moscoso,-0.432,0.3500000000000001,0.2299999999999999,out,out,w
8153,8153,8153,300149,CU,20210719,82.3,-1.39,6.16,42.0,621043,650496,,blocked_ball,14.0,R,R,HOU,CLE,B,,,1.96,0.07,Edwin Moscoso,-0.023,0.96,1.43,out,out,w
8154,8154,8154,300150,SL,20210719,83.0,-1.85,5.61,79.0,621043,650496,,swinging_strike,14.0,R,R,HOU,CLE,S,,,1.76,1.15,Edwin Moscoso,-0.124,0.76,0.3500000000000001,out,out,w
8155,8155,8155,300151,SI,20210719,93.5,-1.79,5.64,238.0,621043,650496,,called_strike,7.0,R,R,HOU,CLE,S,,,-0.49,2.14,Edwin Moscoso,-0.079,0.51,0.6400000000000001,in,in,r
8156,8156,8156,300152,SL,20210719,82.8,-1.89,5.71,72.0,670541,650496,walk,ball,14.0,L,R,HOU,CLE,B,,,2.01,1.4,Edwin Moscoso,0.297,1.0099999999999998,0.1,out,out,w
8157,8157,8157,300153,SL,20210719,83.3,-1.71,5.76,72.0,670541,650496,,ball,9.0,L,R,HOU,CLE,B,,,0.82,1.93,Edwin Moscoso,0.041,0.18,0.4299999999999999,in,in,r
8158,8158,8158,300154,FF,20210719,94.1,-1.61,5.71,234.0,670541,650496,,foul,14.0,L,R,HOU,CLE,S,,,1.21,2.27,Edwin Moscoso,-0.122,0.2099999999999999,0.77,out,in,w
8159,8159,8159,300155,CH,20210719,88.8,-1.73,5.73,243.0,670541,650496,,called_strike,6.0,L,R,HOU,CLE,S,,,0.33,2.74,Edwin Moscoso,-0.074,0.6699999999999999,0.7599999999999998,in,in,r
8160,8160,8160,300156,CH,20210719,88.1,-1.81,5.64,241.0,670541,650496,,blocked_ball,14.0,L,R,HOU,CLE,B,,,0.89,0.09,Edwin Moscoso,0.054,0.1099999999999999,1.41,in,out,w
8161,8161,8161,300157,FF,20210719,94.9,-1.72,5.7,238.0,670541,650496,,ball,14.0,L,R,HOU,CLE,B,,,2.14,1.79,Edwin Moscoso,0.033,1.14,0.29,out,in,w
8162,8162,8162,300158,SI,20210719,93.9,-1.5,5.72,233.0,493329,650496,double,hit_into_play,2.0,R,R,HOU,CLE,X,8.0,line_drive,0.03,3.27,Edwin Moscoso,0.958,0.97,0.2299999999999999,in,in,r
8163,8163,8163,300159,SI,20210719,93.4,-1.74,5.61,237.0,493329,650496,,foul,13.0,R,R,HOU,CLE,S,,,-0.12,1.07,Edwin Moscoso,-0.096,0.88,0.4299999999999999,in,out,w
8164,8164,8164,300160,SL,20210719,82.2,-1.82,5.54,76.0,493329,650496,,ball,14.0,R,R,HOU,CLE,B,,,2.08,0.74,Edwin Moscoso,0.061,1.08,0.76,out,out,w
8165,8165,8165,300161,SI,20210719,94.1,-1.69,5.6,236.0,493329,650496,,blocked_ball,14.0,R,R,HOU,CLE,B,,,0.53,0.47,Edwin Moscoso,0.043,0.47,1.03,in,out,w
8166,8166,8166,300162,SI,20210719,94.2,-1.75,5.66,241.0,493329,650496,,called_strike,4.0,R,R,HOU,CLE,S,,,-0.39,2.23,Edwin Moscoso,-0.048,0.61,0.73,in,in,r
8167,8167,8167,300163,CH,20210719,89.2,-1.79,5.7,242.0,488726,650496,single,hit_into_play,8.0,L,R,HOU,CLE,X,9.0,ground_ball,-0.07,2.12,Edwin Moscoso,0.311,0.93,0.6200000000000001,in,in,r
8168,8168,8168,300164,FF,20210719,95.1,-1.53,5.83,227.0,488726,650496,,ball,12.0,L,R,HOU,CLE,B,,,0.27,3.6,Edwin Moscoso,0.013,0.73,0.1,in,out,w
8169,8169,8169,300165,CH,20210719,89.6,-1.76,5.74,231.0,488726,650496,,foul,8.0,L,R,HOU,CLE,S,,,-0.09,1.69,Edwin Moscoso,0.0,0.91,0.1899999999999999,in,in,r
8170,8170,8170,300166,SI,20210719,94.6,-1.54,5.84,232.0,488726,650496,,foul,5.0,L,R,HOU,CLE,S,,,0.05,2.58,Edwin Moscoso,0.0,0.95,0.92,in,in,r
8171,8171,8171,300167,CU,20210719,80.6,-1.36,6.29,35.0,488726,650496,,foul,13.0,L,R,HOU,CLE,S,,,-0.19,1.46,Edwin Moscoso,-0.035,0.81,0.04,in,out,w
8172,8172,8172,300168,FF,20210719,94.0,-1.72,5.71,227.0,488726,650496,,called_strike,9.0,L,R,HOU,CLE,S,,,0.66,1.93,Edwin Moscoso,-0.027,0.3399999999999999,0.4299999999999999,in,in,r
8173,8173,8173,300169,FF,20210719,94.8,-1.74,5.74,242.0,514888,650496,field_out,hit_into_play,14.0,R,R,HOU,CLE,X,1.0,ground_ball,0.84,2.06,Edwin Moscoso,-0.151,0.16,0.56,in,in,r
8174,8174,8174,300170,FF,20210719,93.5,-1.67,5.8,230.0,514888,650496,,swinging_strike,5.0,R,R,HOU,CLE,S,,,0.1,2.2,Edwin Moscoso,-0.052,0.9,0.7000000000000002,in,in,r
8175,8175,8175,300171,FF,20210719,92.3,-1.73,5.75,237.0,514888,650496,,foul,5.0,R,R,HOU,CLE,S,,,0.22,2.29,Edwin Moscoso,-0.038,0.78,0.79,in,in,r
8176,8176,8176,300172,CH,20210719,87.0,-1.12,6.36,230.0,614177,425844,strikeout,swinging_strike,7.0,R,R,HOU,CLE,S,2.0,,-0.33,1.78,Edwin Moscoso,-0.319,0.6699999999999999,0.28,in,in,r
8177,8177,8177,300173,SL,20210719,84.2,-0.91,6.35,125.0,614177,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.87,1.09,Edwin Moscoso,0.061,0.8700000000000001,0.4099999999999999,out,out,w
8178,8178,8178,300174,SL,20210719,83.7,-0.86,6.44,134.0,614177,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.37,1.66,Edwin Moscoso,0.037,0.3700000000000001,0.1599999999999999,out,in,w
8179,8179,8179,300175,CH,20210719,87.1,-1.14,6.31,226.0,614177,425844,,blocked_ball,13.0,R,R,HOU,CLE,B,,,-0.12,0.19,Edwin Moscoso,0.017,0.88,1.31,in,out,w
8180,8180,8180,300176,SI,20210719,89.9,-1.21,6.37,205.0,614177,425844,,swinging_strike,11.0,R,R,HOU,CLE,S,,,-0.86,2.8,Edwin Moscoso,-0.047,0.14,0.7000000000000002,in,in,r
8181,8181,8181,300177,SL,20210719,81.9,-1.03,6.36,124.0,614177,425844,,called_strike,6.0,R,R,HOU,CLE,S,,,0.81,2.92,Edwin Moscoso,-0.041,0.1899999999999999,0.5800000000000001,in,in,r
8182,8182,8182,300178,CH,20210719,86.2,-1.22,6.34,228.0,608070,425844,force_out,hit_into_play,13.0,L,R,HOU,CLE,X,3.0,ground_ball,-1.05,1.51,Edwin Moscoso,-0.303,0.05,0.01,out,in,w
8183,8183,8183,300179,FF,20210719,88.4,-1.09,6.36,201.0,608070,425844,,called_strike,1.0,L,R,HOU,CLE,S,,,-0.57,2.83,Edwin Moscoso,-0.048,0.43,0.6699999999999999,in,in,r
8184,8184,8184,300180,FF,20210719,89.0,-1.01,6.33,199.0,642708,425844,single,hit_into_play,9.0,R,R,HOU,CLE,X,4.0,ground_ball,0.8,1.68,Edwin Moscoso,0.213,0.1999999999999999,0.1799999999999999,in,in,r
8185,8185,8185,300181,SL,20210719,84.0,-1.06,6.43,153.0,642708,425844,,ball,14.0,R,R,HOU,CLE,B,,,0.99,1.15,Edwin Moscoso,0.07,0.01,0.3500000000000001,in,out,w
8186,8186,8186,300182,SI,20210719,89.8,-0.94,6.36,209.0,642708,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.4,1.36,Edwin Moscoso,0.028,0.3999999999999999,0.1399999999999999,out,out,w
8187,8187,8187,300183,SL,20210719,80.8,-1.02,6.43,102.0,642708,425844,,ball,14.0,R,R,HOU,CLE,B,,,1.11,1.2,Edwin Moscoso,0.013,0.1100000000000001,0.3,out,out,w
8188,8188,8188,300184,SL,20210719,82.0,-1.01,6.46,126.0,642708,425844,,swinging_strike,14.0,R,R,HOU,CLE,S,,,1.26,1.82,Edwin Moscoso,-0.035,0.26,0.32,out,in,w
8189,8189,8189,300185,FF,20210719,87.5,-0.92,6.46,197.0,642708,425844,,called_strike,3.0,R,R,HOU,CLE,S,,,0.75,2.87,Edwin Moscoso,-0.027,0.25,0.6299999999999999,in,in,r
8190,8190,8190,300186,FF,20210719,88.5,-0.97,6.48,200.0,514917,425844,field_out,hit_into_play,5.0,L,R,HOU,CLE,X,9.0,line_drive,-0.01,2.5,Edwin Moscoso,-0.279,0.99,,in,in,r
8191,8191,8191,300187,FF,20210719,86.7,-1.1,6.4,196.0,514917,425844,,ball,14.0,L,R,HOU,CLE,B,,,0.48,1.49,Edwin Moscoso,0.038,0.52,0.01,in,out,w
8192,8192,8192,318221,SI,20210711,96.1,-1.33,5.83,214.0,641680,642152,field_out,hit_into_play,4.0,L,R,TEX,OAK,X,8.0,fly_ball,-0.32,2.58,Edwin Moscoso,-0.45,0.6799999999999999,0.92,in,in,r
8193,8193,8193,318222,FC,20210711,91.5,-1.37,5.91,198.0,621311,642152,single,hit_into_play,9.0,L,R,TEX,OAK,X,9.0,line_drive,0.35,1.8,Edwin Moscoso,0.287,0.65,0.3,in,in,r
8194,8194,8194,318223,SI,20210711,95.4,-1.5,5.74,216.0,621311,642152,,ball,11.0,L,R,TEX,OAK,B,,,-1.51,4.14,Edwin Moscoso,0.029,0.51,0.6399999999999997,out,out,w
8195,8195,8195,318224,CH,20210711,87.8,-1.45,5.75,261.0,621311,642152,,called_strike,4.0,L,R,TEX,OAK,S,,,-0.79,2.18,Edwin Moscoso,-0.041,0.2099999999999999,0.6800000000000002,in,in,r
8196,8196,8196,318225,FC,20210711,90.7,-1.26,5.97,198.0,543308,642152,field_out,hit_into_play,6.0,R,R,TEX,OAK,X,3.0,popup,0.35,2.38,Edwin Moscoso,-0.258,0.65,0.8799999999999999,in,in,r
8197,8197,8197,318226,FC,20210711,91.8,-1.3,5.95,193.0,543308,642152,,swinging_strike,1.0,R,R,TEX,OAK,S,,,-0.41,3.2,Edwin Moscoso,-0.048,0.5900000000000001,0.2999999999999998,in,in,r
8198,8198,8198,318227,FC,20210711,91.5,-1.33,5.95,196.0,663993,642152,walk,ball,11.0,L,R,TEX,OAK,B,,,-0.75,3.72,Edwin Moscoso,0.214,0.25,0.2200000000000002,in,out,w
8199,8199,8199,318228,FC,20210711,91.9,-1.29,5.9,191.0,663993,642152,,ball,11.0,L,R,TEX,OAK,B,,,-0.24,3.73,Edwin Moscoso,0.07,0.76,0.2299999999999999,in,out,w
8200,8200,8200,318229,SI,20210711,97.6,-1.43,5.76,215.0,663993,642152,,foul,7.0,L,R,TEX,OAK,S,,,-0.43,2.15,Edwin Moscoso,0.0,0.5700000000000001,0.6499999999999999,in,in,r
8201,8201,8201,318230,FF,20210711,96.2,-1.33,5.79,219.0,663993,642152,,ball,12.0,L,R,TEX,OAK,B,,,0.46,3.91,Edwin Moscoso,0.028,0.54,0.4100000000000001,in,out,w
8202,8202,8202,318231,FC,20210711,92.8,-1.39,5.91,205.0,663993,642152,,swinging_strike,14.0,L,R,TEX,OAK,S,,,1.0,1.45,Edwin Moscoso,-0.043,0.0,0.05,in,out,w
8203,8203,8203,318232,SI,20210711,96.7,-1.34,5.76,215.0,663993,642152,,ball,13.0,L,R,TEX,OAK,B,,,-1.12,2.34,Edwin Moscoso,0.021,0.1200000000000001,0.8399999999999999,out,in,w
8204,8204,8204,318233,SI,20210711,96.8,-1.38,5.78,220.0,663993,642152,,called_strike,4.0,L,R,TEX,OAK,S,,,-0.62,2.13,Edwin Moscoso,-0.027,0.38,0.6299999999999999,in,in,r
