,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
495512,SI,20210527,91.7,2.39,5.97,152.0,622608,664192,,swinging_strike,5.0,R,L,NYM,COL,S,,,0.06,2.43,Jose Navas,-0.057
495513,SI,20210527,89.4,2.43,5.93,154.0,622608,664192,,called_strike,12.0,R,L,NYM,COL,S,,,1.16,2.32,Jose Navas,-0.049
495514,SI,20210527,90.3,2.36,6.1,153.0,622608,664192,,ball,14.0,R,L,NYM,COL,B,,,1.23,1.81,Jose Navas,0.038
495515,FF,20210527,97.5,-2.37,5.85,212.0,606299,622608,field_out,hit_into_play,2.0,R,R,NYM,COL,X,1.0,ground_ball,0.22,3.17,Jose Navas,-0.073
495516,FF,20210527,95.7,-2.54,5.78,212.0,606299,622608,,foul,4.0,R,R,NYM,COL,S,,,-0.44,2.78,Jose Navas,-0.027
495517,FF,20210527,97.0,-2.46,5.86,218.0,606299,622608,,ball,14.0,R,R,NYM,COL,B,,,1.02,2.1,Jose Navas,0.014
495518,SI,20210527,96.4,-2.53,5.91,218.0,606299,622608,,called_strike,9.0,R,R,NYM,COL,S,,,0.3,1.69,Jose Navas,-0.018
495519,FF,20210527,94.8,-2.52,5.82,210.0,664850,622608,field_out,hit_into_play,2.0,L,R,NYM,COL,X,5.0,popup,-0.05,3.3,Jose Navas,-0.189
495520,FF,20210527,96.7,-2.43,5.82,220.0,664850,622608,,ball,13.0,L,R,NYM,COL,B,,,-0.01,1.23,Jose Navas,0.026
495521,FF,20210527,97.3,-2.44,5.77,215.0,543510,622608,strikeout,swinging_strike,12.0,R,R,NYM,COL,S,2.0,,0.86,2.56,Jose Navas,-0.317
495522,FF,20210527,95.6,-2.36,5.85,216.0,543510,622608,,ball,12.0,R,R,NYM,COL,B,,,0.88,3.27,Jose Navas,0.101
495523,SL,20210527,85.3,-2.46,6.11,150.0,543510,622608,,foul,9.0,R,R,NYM,COL,S,,,0.34,2.02,Jose Navas,-0.066
495524,SI,20210527,92.3,-1.93,6.25,200.0,543510,622608,,ball,13.0,R,R,NYM,COL,B,,,-0.99,1.59,Jose Navas,0.052
495525,FF,20210527,95.1,-2.6,5.84,212.0,543510,622608,,called_strike,5.0,R,R,NYM,COL,S,,,-0.15,2.34,Jose Navas,-0.049
495526,FF,20210527,95.4,-2.6,5.95,204.0,543510,622608,,ball,12.0,R,R,NYM,COL,B,,,0.11,3.64,Jose Navas,0.038
495527,CU,20210527,82.5,2.17,6.55,347.0,553869,664192,field_out,hit_into_play,14.0,R,L,NYM,COL,X,4.0,ground_ball,1.18,2.31,Jose Navas,-0.073
495528,SI,20210527,94.3,2.68,6.01,152.0,553869,664192,,ball,12.0,R,L,NYM,COL,B,,,0.92,4.64,Jose Navas,0.011
495529,SI,20210527,93.1,2.33,5.88,156.0,553869,664192,,swinging_strike,3.0,R,L,NYM,COL,S,,,0.29,3.31,Jose Navas,-0.024
495530,SI,20210527,91.9,2.13,6.08,161.0,553869,664192,,foul,3.0,R,L,NYM,COL,S,,,0.31,2.89,Jose Navas,-0.018
495531,SI,20210527,91.5,2.33,6.03,156.0,656582,664192,field_out,hit_into_play,5.0,R,L,NYM,COL,X,3.0,line_drive,-0.08,2.62,Jose Navas,-0.157
495532,SI,20210527,90.9,2.32,6.18,147.0,656582,664192,,ball,14.0,R,L,NYM,COL,B,,,0.18,1.35,Jose Navas,0.021
495533,SI,20210527,91.3,2.31,5.97,156.0,656582,664192,,called_strike,9.0,R,L,NYM,COL,S,,,0.45,2.0,Jose Navas,-0.027
495534,CU,20210527,79.2,2.24,6.51,14.0,602074,664192,field_out,hit_into_play,7.0,R,L,NYM,COL,X,6.0,ground_ball,-0.37,1.71,Jose Navas,-0.282
495535,CU,20210527,77.5,2.31,6.4,344.0,602074,664192,,ball,11.0,R,L,NYM,COL,B,,,-0.09,3.91,Jose Navas,0.052
495536,SI,20210527,91.2,2.35,6.18,211.0,602074,664192,,called_strike,8.0,R,L,NYM,COL,S,,,-0.02,1.76,Jose Navas,-0.049
495537,CU,20210527,77.7,2.09,6.61,3.0,602074,664192,,ball,13.0,R,L,NYM,COL,B,,,-0.24,0.77,Jose Navas,0.038
495538,CH,20210527,86.9,-2.37,5.87,197.0,642086,622608,field_out,hit_into_play,14.0,L,R,NYM,COL,X,4.0,ground_ball,1.03,1.58,Jose Navas,-0.091
495539,CH,20210527,86.5,-2.6,5.92,203.0,642086,622608,,ball,11.0,L,R,NYM,COL,B,,,-1.42,2.64,Jose Navas,0.018
495540,FF,20210527,95.3,-2.63,5.93,212.0,642086,622608,,ball,12.0,L,R,NYM,COL,B,,,0.21,3.83,Jose Navas,0.011
495541,CH,20210527,87.5,-2.61,5.94,194.0,642086,622608,,called_strike,11.0,L,R,NYM,COL,S,,,-0.91,2.63,Jose Navas,-0.024
495542,CH,20210527,88.6,-2.6,5.98,207.0,642086,622608,,called_strike,13.0,L,R,NYM,COL,S,,,-1.08,1.83,Jose Navas,-0.018
495543,FF,20210527,96.4,-2.43,5.93,203.0,641856,622608,grounded_into_double_play,hit_into_play,8.0,L,R,NYM,COL,X,4.0,ground_ball,-0.18,1.44,Jose Navas,-0.362
495544,SL,20210527,86.7,-2.48,5.98,127.0,641856,622608,,foul,4.0,L,R,NYM,COL,S,,,-0.66,2.79,Jose Navas,0.0
495545,SL,20210527,86.3,-2.44,6.06,140.0,641856,622608,,foul,14.0,L,R,NYM,COL,S,,,0.9,1.61,Jose Navas,0.0
495546,FF,20210527,94.0,-2.56,5.98,210.0,641856,622608,,ball,11.0,L,R,NYM,COL,B,,,-0.48,4.79,Jose Navas,0.062
495547,FF,20210527,93.0,-2.47,5.94,213.0,641856,622608,,foul,12.0,L,R,NYM,COL,S,,,1.35,2.73,Jose Navas,-0.115
495548,CH,20210527,87.2,-2.38,6.05,200.0,641856,622608,,ball,13.0,L,R,NYM,COL,B,,,-1.32,2.16,Jose Navas,0.068
495549,SL,20210527,87.5,-2.53,6.12,124.0,641856,622608,,called_strike,8.0,L,R,NYM,COL,S,,,-0.03,1.49,Jose Navas,-0.088
495550,SL,20210527,83.6,-2.45,6.2,107.0,596019,622608,single,hit_into_play,1.0,L,R,NYM,COL,X,6.0,line_drive,-0.48,3.04,Jose Navas,0.749
495551,SL,20210527,86.5,-2.48,6.01,147.0,596019,622608,,foul,9.0,L,R,NYM,COL,S,,,0.41,1.99,Jose Navas,0.0
495552,SL,20210527,85.9,-2.3,6.1,140.0,596019,622608,,ball,14.0,L,R,NYM,COL,B,,,1.47,1.4,Jose Navas,0.064
495553,FF,20210527,92.8,-2.3,6.04,203.0,596019,622608,,foul,12.0,L,R,NYM,COL,S,,,1.13,2.83,Jose Navas,-0.098
495554,SL,20210527,84.9,-2.48,6.13,133.0,596019,622608,,ball,13.0,L,R,NYM,COL,B,,,-0.09,1.18,Jose Navas,0.039
495555,FF,20210527,94.1,-2.34,6.09,210.0,596019,622608,,called_strike,8.0,L,R,NYM,COL,S,,,0.03,2.0,Jose Navas,-0.057
495556,FF,20210527,93.7,-2.39,5.91,213.0,542340,622608,walk,ball,14.0,L,R,NYM,COL,B,,,0.57,1.27,Jose Navas,0.251
495557,FF,20210527,92.7,-2.42,5.98,209.0,542340,622608,,called_strike,8.0,L,R,NYM,COL,S,,,0.19,2.11,Jose Navas,-0.081
495558,FF,20210527,92.2,-2.44,6.03,217.0,542340,622608,,ball,11.0,L,R,NYM,COL,B,,,-2.2,2.81,Jose Navas,0.126
495559,FF,20210527,92.8,-2.53,5.91,208.0,542340,622608,,ball,13.0,L,R,NYM,COL,B,,,-1.1,2.1,Jose Navas,0.07
495560,FF,20210527,94.3,-2.57,6.03,209.0,542340,622608,,ball,11.0,L,R,NYM,COL,B,,,-1.18,3.31,Jose Navas,0.038
495561,SI,20210527,92.9,2.56,6.0,160.0,663898,664192,field_out,hit_into_play,6.0,R,L,NYM,COL,X,9.0,fly_ball,0.31,2.36,Jose Navas,-0.478
495562,SI,20210527,93.0,2.57,6.03,152.0,663898,664192,,foul,9.0,R,L,NYM,COL,S,,,0.77,1.88,Jose Navas,-0.201
495563,CU,20210527,78.5,2.48,6.51,358.0,663898,664192,,ball,12.0,R,L,NYM,COL,B,,,0.9,3.55,Jose Navas,0.104
495564,CU,20210527,79.5,2.54,6.37,16.0,663898,664192,,blocked_ball,14.0,R,L,NYM,COL,B,,,0.12,0.78,Jose Navas,0.039
495565,SI,20210527,93.6,2.69,5.9,150.0,663898,664192,,ball,12.0,R,L,NYM,COL,B,,,1.89,2.97,Jose Navas,0.075
495566,CU,20210527,79.8,2.66,6.39,338.0,663898,664192,,called_strike,3.0,R,L,NYM,COL,S,,,0.43,3.15,Jose Navas,-0.123
495567,CU,20210527,81.0,2.6,6.37,344.0,543068,664192,strikeout,swinging_strike,9.0,R,L,NYM,COL,S,2.0,,0.48,2.11,Jose Navas,-0.433
495568,CU,20210527,80.0,2.68,6.37,336.0,543068,664192,,foul,8.0,R,L,NYM,COL,S,,,0.01,1.53,Jose Navas,0.0
495569,SI,20210527,94.0,2.82,5.71,148.0,543068,664192,,ball,11.0,R,L,NYM,COL,B,,,-1.38,3.08,Jose Navas,0.082
495570,SI,20210527,92.5,2.92,5.84,147.0,543068,664192,,ball,12.0,R,L,NYM,COL,B,,,0.83,4.45,Jose Navas,0.048
495571,SI,20210527,93.0,2.67,5.95,152.0,543068,664192,,called_strike,6.0,R,L,NYM,COL,S,,,0.7,2.52,Jose Navas,-0.111
495572,SI,20210527,92.4,2.54,6.09,154.0,543068,664192,,called_strike,6.0,R,L,NYM,COL,S,,,0.52,2.64,Jose Navas,-0.072
495573,CU,20210527,81.2,2.6,6.44,344.0,641857,664192,field_out,hit_into_play,8.0,L,L,NYM,COL,X,4.0,line_drive,0.02,1.79,Jose Navas,-0.326
495574,CU,20210527,79.0,2.72,6.37,339.0,641857,664192,,swinging_strike,12.0,L,L,NYM,COL,S,,,1.16,3.91,Jose Navas,-0.113
495575,SI,20210527,92.0,2.76,5.76,220.0,641857,664192,,called_strike,2.0,L,L,NYM,COL,S,,,0.16,2.93,Jose Navas,-0.1
495576,SI,20210527,93.3,2.46,5.86,150.0,596115,664192,walk,blocked_ball,13.0,R,L,NYM,COL,B,,,-0.87,0.58,Jose Navas,0.504
495577,CU,20210527,80.3,2.48,6.5,344.0,596115,664192,,foul,3.0,R,L,NYM,COL,S,,,0.41,3.16,Jose Navas,0.0
495578,SI,20210527,93.1,2.58,5.83,149.0,596115,664192,,ball,11.0,R,L,NYM,COL,B,,,-0.63,3.54,Jose Navas,0.172
495579,SI,20210527,93.0,2.66,5.84,146.0,596115,664192,,ball,11.0,R,L,NYM,COL,B,,,-1.27,2.87,Jose Navas,0.064
495580,CU,20210527,78.8,2.74,6.32,340.0,596115,664192,,foul,9.0,R,L,NYM,COL,S,,,0.42,1.86,Jose Navas,-0.098
495581,CU,20210527,78.2,2.61,6.54,334.0,596115,664192,,ball,12.0,R,L,NYM,COL,B,,,0.69,4.18,Jose Navas,0.039
495582,SI,20210527,90.4,3.14,5.67,141.0,596115,664192,,foul,9.0,R,L,NYM,COL,S,,,0.66,2.06,Jose Navas,-0.057
495583,SI,20210527,93.0,2.31,5.97,149.0,641658,664192,walk,ball,12.0,R,L,NYM,COL,B,,,1.69,3.81,Jose Navas,0.329
495584,SI,20210527,91.4,2.54,5.93,153.0,641658,664192,,called_strike,5.0,R,L,NYM,COL,S,,,0.05,2.7,Jose Navas,-0.077
495585,CU,20210527,80.3,2.36,6.45,355.0,641658,664192,,ball,13.0,R,L,NYM,COL,B,,,-0.61,0.24,Jose Navas,0.113
495586,SI,20210527,91.2,2.49,6.0,154.0,641658,664192,,called_strike,9.0,R,L,NYM,COL,S,,,0.68,2.05,Jose Navas,-0.067
495587,SI,20210527,91.7,2.39,5.85,159.0,641658,664192,,ball,7.0,R,L,NYM,COL,B,,,-0.49,1.53,Jose Navas,0.07
495588,SI,20210527,92.1,2.44,6.0,145.0,641658,664192,,ball,12.0,R,L,NYM,COL,B,,,1.04,2.79,Jose Navas,0.038
507370,KC,20210523,84.9,-3.26,5.84,34.0,514917,608648,strikeout,swinging_strike,9.0,L,R,CLE,MIN,S,2.0,,0.76,1.46,Jose Navas,-0.329
507371,FF,20210523,93.0,-3.08,6.11,222.0,514917,608648,,called_strike,7.0,L,R,CLE,MIN,S,,,-0.76,1.94,Jose Navas,-0.141
507372,KC,20210523,84.6,-3.18,5.97,37.0,514917,608648,,ball,13.0,L,R,CLE,MIN,B,,,-0.33,1.11,Jose Navas,0.062
507373,KC,20210523,79.4,-3.19,5.8,40.0,514917,608648,,swinging_strike,14.0,L,R,CLE,MIN,S,,,0.17,1.02,Jose Navas,-0.067
507374,KC,20210523,83.1,-3.33,5.87,40.0,425784,608648,strikeout,swinging_strike,7.0,R,R,CLE,MIN,S,2.0,,-0.3,2.03,Jose Navas,-0.432
507375,KC,20210523,85.1,-3.17,5.89,42.0,425784,608648,,foul,4.0,R,R,CLE,MIN,S,,,-0.75,2.48,Jose Navas,0.0
507376,KC,20210523,85.2,-2.98,5.98,24.0,425784,608648,,swinging_strike,14.0,R,R,CLE,MIN,S,,,0.26,1.24,Jose Navas,-0.161
507377,KC,20210523,84.9,-3.23,5.88,35.0,425784,608648,,called_strike,4.0,R,R,CLE,MIN,S,,,-0.3,2.11,Jose Navas,-0.126
507378,KC,20210523,83.4,-3.32,5.99,44.0,425784,608648,,ball,11.0,R,R,CLE,MIN,B,,,-0.43,3.46,Jose Navas,0.06
507379,FF,20210523,92.9,-3.05,6.17,219.0,641343,608648,walk,ball,13.0,L,R,CLE,MIN,B,,,-1.35,2.43,Jose Navas,0.139
507380,FF,20210523,93.5,-3.08,6.09,217.0,641343,608648,,ball,13.0,L,R,CLE,MIN,B,,,-1.61,2.2,Jose Navas,0.078
507381,FF,20210523,92.7,-3.07,6.18,219.0,641343,608648,,ball,11.0,L,R,CLE,MIN,B,,,-1.45,2.47,Jose Navas,0.055
507382,KC,20210523,84.4,-3.3,6.07,32.0,641343,608648,,ball,13.0,L,R,CLE,MIN,B,,,-0.43,1.06,Jose Navas,0.029
507383,KC,20210523,82.9,-3.36,6.15,37.0,641343,608648,,foul,5.0,L,R,CLE,MIN,S,,,-0.14,2.65,Jose Navas,-0.071
507384,FF,20210523,91.4,-3.0,6.17,217.0,623912,608648,field_out,hit_into_play,2.0,R,R,CLE,MIN,X,9.0,fly_ball,-0.09,2.81,Jose Navas,-0.383
507385,FF,20210523,96.9,-2.01,5.6,226.0,663616,663986,field_out,hit_into_play,9.0,L,R,CLE,MIN,X,4.0,ground_ball,0.38,1.54,Jose Navas,-0.261
507386,FS,20210523,86.6,-2.07,5.55,239.0,663616,663986,,ball,13.0,L,R,CLE,MIN,B,,,-1.26,2.35,Jose Navas,0.036
507387,FF,20210523,97.8,-1.94,5.61,225.0,641598,663986,walk,ball,9.0,R,R,CLE,MIN,B,,,0.69,1.56,Jose Navas,0.093
507388,SL,20210523,83.9,-1.85,5.64,74.0,641598,663986,,ball,14.0,R,R,CLE,MIN,B,,,0.94,1.15,Jose Navas,0.043
507389,FF,20210523,97.8,-1.82,5.69,216.0,641598,663986,,foul,1.0,R,R,CLE,MIN,S,,,-0.45,2.95,Jose Navas,-0.028
507390,FF,20210523,97.3,-2.02,5.62,221.0,641598,663986,,foul,2.0,R,R,CLE,MIN,S,,,0.1,3.43,Jose Navas,-0.024
507391,FF,20210523,95.5,-2.0,5.64,219.0,641598,663986,,ball,12.0,R,R,CLE,MIN,B,,,0.93,2.8,Jose Navas,0.07
507392,FF,20210523,96.4,-1.97,5.62,222.0,641598,663986,,ball,14.0,R,R,CLE,MIN,B,,,1.27,1.7,Jose Navas,0.046
507393,FF,20210523,95.3,-2.21,5.58,222.0,666135,663986,force_out,hit_into_play,5.0,L,R,CLE,MIN,X,6.0,line_drive,0.02,2.59,Jose Navas,-0.387
507394,FF,20210523,95.0,-0.18,6.49,208.0,593934,675916,walk,ball,14.0,R,R,CLE,MIN,B,,,1.54,2.27,Jose Navas,0.17
507395,CU,20210523,81.2,-0.24,6.57,25.0,593934,675916,,ball,11.0,R,R,CLE,MIN,B,,,-0.43,4.8,Jose Navas,0.126
507396,CU,20210523,83.1,-0.21,6.5,14.0,593934,675916,,ball,14.0,R,R,CLE,MIN,B,,,1.24,0.45,Jose Navas,0.07
507397,CU,20210523,82.8,-0.3,6.55,18.0,593934,675916,,ball,14.0,R,R,CLE,MIN,B,,,0.51,0.81,Jose Navas,0.038
507398,FF,20210523,96.5,-0.38,6.34,211.0,664247,675916,home_run,hit_into_play,8.0,R,R,CLE,MIN,X,,fly_ball,0.12,1.94,Jose Navas,1.742
507399,FF,20210523,95.5,-0.54,6.34,207.0,664247,675916,,foul,2.0,R,R,CLE,MIN,S,,,-0.18,2.84,Jose Navas,0.0
507400,FF,20210523,95.7,-0.27,6.44,205.0,664247,675916,,swinging_strike,5.0,R,R,CLE,MIN,S,,,0.14,2.79,Jose Navas,-0.169
507401,FF,20210523,96.1,-0.27,6.58,201.0,664247,675916,,ball,11.0,R,R,CLE,MIN,B,,,-0.07,3.71,Jose Navas,0.297
507402,FF,20210523,95.9,0.01,6.58,200.0,664247,675916,,ball,12.0,R,R,CLE,MIN,B,,,1.27,2.55,Jose Navas,0.102
507403,FF,20210523,96.2,-0.27,6.52,199.0,664247,675916,,called_strike,2.0,R,R,CLE,MIN,S,,,0.1,3.21,Jose Navas,-0.104
507404,FF,20210523,95.9,-0.29,6.58,203.0,664247,675916,,ball,11.0,R,R,CLE,MIN,B,,,-0.43,3.57,Jose Navas,0.079
507405,CU,20210523,83.5,-0.07,6.5,24.0,518626,675916,walk,blocked_ball,14.0,R,R,CLE,MIN,B,,,0.98,0.73,Jose Navas,0.379
507406,CU,20210523,83.8,-0.19,6.64,22.0,518626,675916,,ball,12.0,R,R,CLE,MIN,B,,,0.2,3.87,Jose Navas,0.135
507407,CU,20210523,83.6,-0.15,6.6,17.0,518626,675916,,ball,14.0,R,R,CLE,MIN,B,,,0.87,1.34,Jose Navas,0.029
507408,CU,20210523,82.2,-0.1,6.65,21.0,518626,675916,,called_strike,3.0,R,R,CLE,MIN,S,,,0.63,3.14,Jose Navas,-0.107
507409,FF,20210523,96.0,-0.21,6.59,199.0,518626,675916,,foul,6.0,R,R,CLE,MIN,S,,,0.53,2.61,Jose Navas,-0.054
507410,FF,20210523,95.5,0.0,6.64,202.0,518626,675916,,ball,12.0,R,R,CLE,MIN,B,,,1.43,3.03,Jose Navas,0.054
507411,FF,20210523,96.7,-0.93,5.21,230.0,680911,570663,field_out,hit_into_play,4.0,R,R,CLE,MIN,X,8.0,fly_ball,-0.8,2.65,Jose Navas,-0.45
507412,CH,20210523,89.1,-0.74,5.41,229.0,592696,570663,strikeout,swinging_strike,11.0,L,R,CLE,MIN,S,2.0,,-1.47,3.61,Jose Navas,-0.303
507413,CH,20210523,91.1,-0.65,5.43,223.0,592696,570663,,foul,8.0,L,R,CLE,MIN,S,,,-0.07,2.0,Jose Navas,0.0
507414,CH,20210523,88.6,-0.76,5.42,227.0,592696,570663,,foul,4.0,L,R,CLE,MIN,S,,,-0.36,2.55,Jose Navas,-0.111
507415,CH,20210523,88.3,-0.99,5.39,230.0,592696,570663,,called_strike,4.0,L,R,CLE,MIN,S,,,-0.61,2.21,Jose Navas,-0.072
507416,SL,20210523,89.3,-0.93,5.4,203.0,656669,570663,single,hit_into_play,5.0,R,R,CLE,MIN,X,3.0,ground_ball,0.18,2.31,Jose Navas,-0.025
507417,FF,20210523,98.0,-0.88,5.43,224.0,608070,570663,field_out,hit_into_play,11.0,L,R,CLE,MIN,X,8.0,fly_ball,-1.14,3.15,Jose Navas,-0.39
507418,CH,20210523,92.0,-0.57,5.37,231.0,608070,570663,,foul,8.0,L,R,CLE,MIN,S,,,0.12,1.84,Jose Navas,0.0
507419,FF,20210523,97.6,-0.69,5.47,212.0,608070,570663,,ball,13.0,L,R,CLE,MIN,B,,,-1.58,2.29,Jose Navas,0.064
507420,FF,20210523,97.4,-0.77,5.39,228.0,608070,570663,,foul,11.0,L,R,CLE,MIN,S,,,-1.09,3.19,Jose Navas,0.0
507421,CH,20210523,90.0,-0.87,5.36,223.0,608070,570663,,foul,5.0,L,R,CLE,MIN,S,,,-0.22,2.22,Jose Navas,-0.113
507422,CH,20210523,89.0,-0.94,5.39,231.0,608070,570663,,called_strike,7.0,L,R,CLE,MIN,S,,,-0.76,1.96,Jose Navas,-0.1
507423,FF,20210523,94.7,-0.97,5.27,225.0,642708,570663,single,hit_into_play,11.0,R,R,CLE,MIN,X,6.0,ground_ball,-0.96,3.06,Jose Navas,0.64
507424,FF,20210523,96.5,-0.98,5.24,220.0,642708,570663,,foul,4.0,R,R,CLE,MIN,S,,,-0.3,2.82,Jose Navas,-0.107
507425,CH,20210523,90.5,-0.92,5.41,227.0,642708,570663,,ball,11.0,R,R,CLE,MIN,B,,,-1.26,3.46,Jose Navas,0.11
507426,CH,20210523,89.8,-0.94,5.46,227.0,642708,570663,,ball,11.0,R,R,CLE,MIN,B,,,-0.5,3.98,Jose Navas,0.055
507427,FF,20210523,96.5,-0.89,5.44,220.0,514917,570663,walk,ball,11.0,L,R,CLE,MIN,B,,,-2.05,3.39,Jose Navas,0.329
507428,FF,20210523,98.3,-0.74,5.4,217.0,514917,570663,,foul,6.0,L,R,CLE,MIN,S,,,0.31,2.09,Jose Navas,0.0
507429,SL,20210523,91.9,-0.84,5.28,203.0,514917,570663,,ball,14.0,L,R,CLE,MIN,B,,,0.98,1.11,Jose Navas,0.101
507430,FF,20210523,97.9,-0.91,5.46,220.0,514917,570663,,foul,1.0,L,R,CLE,MIN,S,,,-0.65,3.03,Jose Navas,0.0
507431,FF,20210523,96.1,-1.0,5.36,219.0,514917,570663,,called_strike,6.0,L,R,CLE,MIN,S,,,0.48,2.45,Jose Navas,-0.066
507432,CH,20210523,88.6,-0.91,5.52,230.0,514917,570663,,ball,11.0,L,R,CLE,MIN,B,,,-1.32,3.7,Jose Navas,0.052
507433,FF,20210523,95.4,-1.17,5.43,220.0,514917,570663,,ball,11.0,L,R,CLE,MIN,B,,,-1.36,4.51,Jose Navas,0.027
507434,FF,20210523,95.6,-0.88,5.41,222.0,514917,570663,,foul_bunt,2.0,L,R,CLE,MIN,S,,,0.2,2.97,Jose Navas,-0.038
507435,SI,20210523,95.9,-1.11,6.4,217.0,650333,615698,strikeout,swinging_strike,11.0,L,R,CLE,MIN,S,2.0,,-0.05,3.55,Jose Navas,-0.073
507436,SL,20210523,88.4,-1.44,6.48,127.0,650333,615698,,called_strike,1.0,L,R,CLE,MIN,S,,,-0.4,2.81,Jose Navas,-0.027
507437,SI,20210523,95.0,-1.14,6.51,215.0,650333,615698,,ball,12.0,L,R,CLE,MIN,B,,,0.1,3.8,Jose Navas,0.014
507438,SL,20210523,88.0,-1.57,6.35,157.0,650333,615698,,swinging_strike,5.0,L,R,CLE,MIN,S,,,0.18,2.35,Jose Navas,-0.018
507439,SL,20210523,85.3,-1.31,6.42,140.0,592743,615698,field_out,hit_into_play,8.0,R,R,CLE,MIN,X,5.0,ground_ball,0.19,1.56,Jose Navas,-0.136
507440,SL,20210523,89.1,-1.5,6.39,191.0,592743,615698,,swinging_strike,6.0,R,R,CLE,MIN,S,,,0.4,2.43,Jose Navas,-0.027
507441,SI,20210523,95.5,-1.17,6.48,207.0,608701,615698,strikeout,swinging_strike,13.0,R,R,CLE,MIN,S,2.0,,-1.09,2.21,Jose Navas,-0.173
507442,SI,20210523,95.4,-1.19,6.48,214.0,608701,615698,,foul,5.0,R,R,CLE,MIN,S,,,0.12,2.7,Jose Navas,-0.057
507443,SL,20210523,89.7,-1.58,6.31,196.0,608701,615698,,called_strike,8.0,R,R,CLE,MIN,S,,,0.07,2.14,Jose Navas,-0.049
507444,SI,20210523,94.3,-1.21,6.52,213.0,608701,615698,,ball,11.0,R,R,CLE,MIN,B,,,-0.76,4.05,Jose Navas,0.038
507445,SL,20210523,84.3,1.54,5.5,283.0,647304,573124,strikeout,swinging_strike,13.0,L,L,CLE,MIN,S,2.0,,-1.55,2.17,Jose Navas,-0.155
507446,SI,20210523,96.1,1.43,5.62,132.0,647304,573124,,foul,12.0,L,L,CLE,MIN,S,,,0.06,3.57,Jose Navas,0.0
507447,SL,20210523,82.4,1.67,5.57,295.0,647304,573124,,foul,11.0,L,L,CLE,MIN,S,,,-1.06,2.42,Jose Navas,0.0
507448,SI,20210523,95.8,1.47,5.61,130.0,647304,573124,,called_strike,7.0,L,L,CLE,MIN,S,,,-0.61,1.82,Jose Navas,-0.059
507449,SI,20210523,95.9,1.58,5.57,130.0,647304,573124,,foul_tip,8.0,L,L,CLE,MIN,S,,,0.12,1.74,Jose Navas,-0.048
507450,SI,20210523,95.8,1.44,5.58,124.0,647304,573124,,ball,13.0,L,L,CLE,MIN,B,,,-1.68,1.37,Jose Navas,0.036
507451,SI,20210523,95.8,1.57,5.55,126.0,644374,573124,fielders_choice_out,hit_into_play,5.0,R,L,CLE,MIN,X,6.0,ground_ball,0.05,2.32,Jose Navas,-0.297
507452,SL,20210523,84.2,1.65,5.56,281.0,623912,573124,double,hit_into_play,4.0,R,L,CLE,MIN,X,7.0,ground_ball,-0.71,2.07,Jose Navas,0.437
507453,SL,20210523,83.5,1.66,5.58,285.0,623912,573124,,foul,4.0,R,L,CLE,MIN,S,,,-0.29,2.14,Jose Navas,-0.027
507454,SI,20210523,96.0,1.6,5.56,133.0,680911,573124,strikeout,foul_tip,2.0,R,L,CLE,MIN,S,2.0,,0.03,3.03,Jose Navas,-0.173
507455,SL,20210523,83.7,1.52,5.61,286.0,680911,573124,,foul,7.0,R,L,CLE,MIN,S,,,-0.74,1.96,Jose Navas,0.0
507456,SL,20210523,82.0,1.66,5.61,294.0,680911,573124,,called_strike,9.0,R,L,CLE,MIN,S,,,0.51,1.77,Jose Navas,-0.057
507457,SL,20210523,85.0,1.71,5.62,282.0,680911,573124,,ball,13.0,R,L,CLE,MIN,B,,,-1.68,0.48,Jose Navas,0.027
507458,SI,20210523,94.4,1.62,5.64,126.0,680911,573124,,foul,8.0,R,L,CLE,MIN,S,,,0.2,2.07,Jose Navas,-0.038
507459,FC,20210523,91.9,-3.3,5.95,184.0,663616,543766,field_out,hit_into_play,6.0,L,R,CLE,MIN,X,4.0,ground_ball,0.46,2.38,Jose Navas,-0.331
507460,FC,20210523,92.3,-3.29,5.94,166.0,663616,543766,,ball,14.0,L,R,CLE,MIN,B,,,1.1,1.01,Jose Navas,0.077
507461,CH,20210523,84.6,-3.09,6.01,218.0,663616,543766,,ball,6.0,L,R,CLE,MIN,B,,,0.8,2.45,Jose Navas,0.041
507462,FC,20210523,93.0,-3.3,6.0,166.0,663616,543766,,foul,2.0,L,R,CLE,MIN,S,,,0.08,3.19,Jose Navas,-0.048
507463,CH,20210523,82.9,-3.17,5.99,213.0,663616,543766,,ball,13.0,L,R,CLE,MIN,B,,,-1.06,2.17,Jose Navas,0.036
507464,FC,20210523,93.1,-3.31,5.95,165.0,641598,543766,walk,ball,14.0,R,R,CLE,MIN,B,,,1.63,2.12,Jose Navas,0.093
507465,FC,20210523,91.4,-3.36,5.88,162.0,641598,543766,,foul,14.0,R,R,CLE,MIN,S,,,0.94,2.24,Jose Navas,0.0
507466,FC,20210523,90.1,-3.33,5.97,161.0,641598,543766,,swinging_strike,14.0,R,R,CLE,MIN,S,,,1.06,1.44,Jose Navas,-0.027
507467,CH,20210523,81.6,-3.01,5.97,221.0,641598,543766,,ball,14.0,R,R,CLE,MIN,B,,,1.22,1.03,Jose Navas,0.042
